dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,high_confidence_guard_mode,guard_floor,guard_tau,guard_temperature,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_mean_guard,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_confguardb_gated_supcon,10,4,1,1.0,1.0,margin_suppression,0.05,0.35,0.08,2.6237014055252077,2.5094756364822386,0.5332761280238628,0.07570488750934601,0.9691851079463959,0.3,2.2121086716651917,0.46875,0.46875,0.43333333333333335,0.3799831176656121,0.3799831176656121
salinas,spectral_qnn_confguardb_gated_supcon,10,4,2,1.0,1.0,margin_suppression,0.05,0.35,0.08,2.0902783393859865,1.9917266726493836,0.446538519859314,0.09243983775377274,0.936572790145874,0.5125,1.765416944026947,0.5875,0.5875,0.56,0.5326903749765389,0.5326903749765389
salinas,spectral_qnn_confguardb_gated_supcon,10,4,3,1.0,1.0,margin_suppression,0.05,0.35,0.08,1.6795635581016541,1.5650360941886903,0.5112198799848556,0.12283523678779602,0.8767870128154754,0.65625,1.3786197185516358,0.75625,0.75625,0.74,0.7195943303137239,0.719594330313724
salinas,spectral_qnn_confguardb_gated_supcon,10,4,4,1.0,1.0,margin_suppression,0.05,0.35,0.08,1.2971590638160706,1.2005297183990478,0.40271818041801455,0.16085733622312545,0.8042706668376922,0.8,1.0588005423545837,0.85,0.85,0.84,0.8160453938700506,0.8160453938700506
salinas,spectral_qnn_confguardb_gated_supcon,10,4,5,1.0,1.0,margin_suppression,0.05,0.35,0.08,1.0117462873458862,0.9102494120597839,0.40747466385364534,0.2000194936990738,0.7312644064426422,0.89375,0.8070501327514649,0.90625,0.90625,0.9,0.8917590692511088,0.8917590692511087
salinas,spectral_qnn_confguardb_gated_supcon,10,4,6,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.8001761734485626,0.6817455291748047,0.47409976944327353,0.23610688447952272,0.6580936849117279,0.95,0.6190215289592743,0.9375,0.9375,0.9333333333333333,0.9316160204318098,0.9316160204318098
salinas,spectral_qnn_confguardb_gated_supcon,10,4,7,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.6415713787078857,0.521998718380928,0.46573724672198297,0.2642521262168884,0.5891498565673828,0.98125,0.4850166797637939,0.95625,0.95625,0.9533333333333334,0.9550664065466697,0.9550664065466696
salinas,spectral_qnn_confguardb_gated_supcon,10,4,8,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.5567328184843063,0.4074350446462631,0.604482114315033,0.28401344567537307,0.5293017119169235,0.99375,0.3927036255598068,0.95,0.95,0.9466666666666667,0.947774739880003,0.947774739880003
salinas,spectral_qnn_confguardb_gated_supcon,10,4,9,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.4513282775878906,0.32919283509254454,0.4646408185362816,0.2920727491378784,0.486581052839756,0.98125,0.33235306590795516,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,spectral_qnn_confguardb_gated_supcon,10,4,10,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.4024802565574646,0.27489888817071917,0.4926974207162857,0.290418803691864,0.4534113585948944,0.99375,0.28993099480867385,0.96875,0.96875,0.9666666666666667,0.9684818105870738,0.9684818105870736
salinas,spectral_qnn_confguardb_gated_supcon,10,4,11,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.3477403104305267,0.23490765392780305,0.42389471679925916,0.2805370718240738,0.42314198315143586,1.0,0.2599299937486649,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_confguardb_gated_supcon,10,4,12,1.0,1.0,margin_suppression,0.05,0.35,0.08,0.33005852401256563,0.20531989634037018,0.49216240718960763,0.2630614027380943,0.3968939155340195,1.0,0.2364388771355152,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
