dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,1,0.005887004546821117,0.05000000074505806,2.3666168689727782,2.256158309512668,0.5522926370302836,0.3,2.1006721284654404,0.3,0.30000000000000004,0.21250000000000002,0.20715254077744907,0.2071525407774491
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,2,0.011830626986920834,0.10000000149011612,2.0254474269019234,1.8808101071251764,0.723186547226376,0.36666666666666664,1.7943910545772976,0.37777777777777777,0.3777777777777778,0.30000000000000004,0.31338883338883344,0.3133888333888334
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,3,0.01789558306336403,0.15000000596046448,1.6615421030256483,1.5524064408408271,0.5456782672140333,0.5888888888888889,1.5267806026670667,0.6111111111111112,0.6111111111111112,0.5625,0.5657031549221703,0.5657031549221703
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,4,0.024225136265158653,0.20000000298023224,1.3827253739039103,1.266409413019816,0.5815798107120725,0.8333333333333334,1.2990687158372667,0.7555555555555555,0.7555555555555556,0.725,0.7162481302069402,0.7162481302069403
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,5,0.03082345612347126,0.25,1.1542911145422194,1.0222876138157315,0.6600176069471572,0.8888888888888888,1.1086724215083652,0.7555555555555555,0.7555555555555556,0.725,0.7144983671299461,0.714498367129946
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,6,0.03770536556839943,0.30000001192092896,0.9328756743007236,0.8188878642188178,0.5699389239152273,0.9444444444444444,0.9513882835706075,0.8333333333333334,0.8333333333333334,0.8125,0.8236854763170552,0.823685476317055
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,7,0.04488984867930412,0.3499999940395355,0.7798297113842434,0.6508428507381016,0.6449342668056488,0.9888888888888889,0.8267002370622423,0.8333333333333334,0.8333333333333334,0.8125,0.8272499430394167,0.8272499430394168
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,8,0.05239992216229439,0.4000000059604645,0.6398592909177144,0.5163336634635926,0.6176281253496806,0.9888888888888889,0.7312406831317477,0.8444444444444444,0.8444444444444444,0.825,0.8390774917090706,0.8390774917090706
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,9,0.0602189376950264,0.44999998807907104,0.5410093228022258,0.41307271983888416,0.6396829525629679,0.9888888888888889,0.6571160965495639,0.8444444444444444,0.8444444444444444,0.825,0.8390774917090706,0.8390774917090706
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,10,0.068388931453228,0.5,0.4331192076206207,0.33387816614574856,0.4962052464485168,1.0,0.5990153710047404,0.8444444444444444,0.8444444444444444,0.825,0.8390774917090706,0.8390774917090706
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,4,11,0.07692496478557587,0.550000011920929,0.37960232430034213,0.2705485549237993,0.5452688517669837,1.0,0.5552327500449287,0.8555555555555555,0.8555555555555555,0.8374999999999999,0.8531467557783347,0.8531467557783348
