shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
5,2,1,2.8843560218811035,0.175,2.814885450231618,0.10344827586206896,0.16041666666666665,0.04793171372291538,0.09061875624375625,0.07209342381756174
5,2,2,2.5662737846374513,0.275,2.591373634338379,0.16551724137931034,0.21666666666666667,0.11357550649219417,0.14479345205448146,0.12828479836593426
5,2,3,2.281149911880493,0.4,2.3876443961571003,0.31724137931034485,0.3765625,0.2734220782507466,0.32848300596462365,0.2986519565627071
5,2,4,2.009207248687744,0.5875,2.199785429855873,0.41379310344827586,0.46562499999999996,0.375380093249544,0.3757168407250644,0.35229569885649736
5,2,5,1.7619193077087403,0.6875,2.0277511004743904,0.46206896551724136,0.5093749999999999,0.4268484264936907,0.42238380832130834,0.407096747441575
5,2,6,1.5348462343215943,0.7375,1.8672813283986058,0.503448275862069,0.546875,0.4709638187899057,0.4609709632891516,0.45210589052596034
5,2,7,1.323928141593933,0.825,1.7255518551530509,0.5793103448275863,0.6156250000000001,0.5512430238457636,0.5419316110620458,0.537303846689154
5,2,8,1.1393100261688232,0.8875,1.5985878977282293,0.6413793103448275,0.6734374999999999,0.6169088507265521,0.6050483767281536,0.5965110614680567
5,2,9,0.9733765721321106,0.9375,1.488600073189571,0.7034482758620689,0.73125,0.6831486939729647,0.6769179896358857,0.6718932786245879
5,2,10,0.8300112128257752,0.95,1.3920999658518824,0.7172413793103448,0.74375,0.6978859640207338,0.6923662475183542,0.6889396321500703
5,2,11,0.7029807329177856,0.9625,1.3113504344019395,0.7448275862068966,0.76875,0.727360504116272,0.7197082768340676,0.7191101472570646
5,2,12,0.5966759741306304,0.975,1.244651801010658,0.7448275862068966,0.76875,0.7272634843170149,0.7227566173824083,0.7192554425747736
5,2,13,0.5085971891880036,0.9875,1.1888324474466259,0.7655172413793103,0.7875,0.7493772558588785,0.7390498826602272,0.7372342180537463
5,2,14,0.42970321178436277,0.9875,1.1443647581955483,0.7655172413793103,0.7875,0.7492880390561433,0.7421748826602272,0.7366595054100681
5,2,15,0.36804314851760866,1.0,1.109900685014396,0.7655172413793103,0.7875,0.7492880390561433,0.7421748826602272,0.7366595054100681
5,2,16,0.3150570452213287,1.0,1.0842313043002425,0.7655172413793103,0.7875,0.7492880390561433,0.7421748826602272,0.7366595054100681
5,2,17,0.2727486103773117,1.0,1.0649539092491414,0.7655172413793103,0.7875,0.7492880390561433,0.7421748826602272,0.7366595054100681
5,2,18,0.2382661521434784,1.0,1.0501931519343934,0.7655172413793103,0.7875,0.7492880390561433,0.7430520756426834,0.7376274424941577
5,2,19,0.20945989489555358,1.0,1.039882360655686,0.7724137931034483,0.79375,0.7566619202603744,0.7496842306730078,0.7449456825276192
5,2,20,0.18612385392189026,1.0,1.0335171962606495,0.7724137931034483,0.79375,0.7566619202603744,0.7496842306730078,0.7449456825276192
5,2,21,0.16462275385856628,1.0,1.0290835544980805,0.7724137931034483,0.79375,0.7565752658086178,0.7545424239503187,0.7451340337301692
5,2,22,0.14810699373483657,1.0,1.0262709617614747,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,23,0.13340550512075425,1.0,1.0251062919353617,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,24,0.12108177989721298,1.0,1.0246551809639766,0.7724137931034483,0.79375,0.7565752658086178,0.7523660700324788,0.7427325397518629
5,2,25,0.10990262031555176,1.0,1.0254119313996413,0.7724137931034483,0.79375,0.7565752658086178,0.7523660700324788,0.7427325397518629
5,2,26,0.10095108300447464,1.0,1.027048791688064,0.7724137931034483,0.79375,0.7565752658086178,0.7523660700324788,0.7427325397518629
5,2,27,0.09294713735580444,1.0,1.0295225406515187,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,28,0.08574938178062438,1.0,1.0314549183023387,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,29,0.0793374240398407,1.0,1.0343049887953133,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,30,0.07397356629371643,1.0,1.0378008414959086,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,31,0.06886225938796997,1.0,1.0408690781428895,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
5,2,32,0.06455446109175682,1.0,1.0440907642759125,0.7793103448275862,0.8,0.7639517729053263,0.7591170160249108,0.75018185946765
