dataset,model,shot,runs,mean_OA,std_OA,mean_AA,std_AA,mean_Kappa,std_Kappa,mean_Macro-F1,std_Macro-F1,mean_Weighted-F1,std_Weighted-F1,mean_best_epoch,trainable_parameters
salinas,cnn3d,1,5,0.23936389079383907,0.08709085179019477,0.1987146919623935,0.057485494326406296,0.18113266230127625,0.07088751675309202,0.11104519618967072,0.03578869395993182,0.1487432364774894,0.058015900943917245,16.4,4016
salinas,cnn3d,5,5,0.2569541093729704,0.08492949468558807,0.21880977951557695,0.02852727589656986,0.1990096608761595,0.06754446739415498,0.12565109241239356,0.025075878456761645,0.1633999180840367,0.05549218920724893,21.6,4016
salinas,cnn3d,10,5,0.4153989109628501,0.18130779063176836,0.40542986762237126,0.18893426710815883,0.36575944287296724,0.1893451495699599,0.3169535696646658,0.1934125361068102,0.3430390064927262,0.20146995167327106,62.2,4016
