dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,train_size,validation_size,test_size
salinas,cnn3d,1,0,0.3127166237280596,0.29517626541420316,0.2574160149707616,0.15859842375887326,0.1795042329824339,35,21.33587408065796,119.79334497451782,4016,16,160,53953
salinas,cnn3d,1,1,0.22658610271903323,0.21223288711150537,0.18100919895414902,0.13794221696579967,0.18100765093671542,19,13.166417121887207,138.8012878894806,4016,16,160,53953
salinas,cnn3d,1,2,0.09532370767149186,0.1173260795987754,0.054786761631276826,0.05386447202924372,0.035856534216358336,9,6.344609975814819,139.62451195716858,4016,16,160,53953
salinas,cnn3d,1,3,0.3449298463477471,0.18553719409575217,0.23850128211176513,0.10184455000525058,0.1943561297432469,9,9.367281198501587,87.89995884895325,4016,16,160,53953
salinas,cnn3d,1,4,0.21726317350286362,0.18330103359173128,0.17395005383842865,0.1029763181891864,0.15299163450869246,10,9.560896873474121,143.6349720954895,4016,16,160,53953
salinas,cnn3d,5,0,0.21260368535322607,0.2490811446616018,0.16891140938252436,0.1509285565289654,0.1234859451883166,24,23.400750160217285,163.2895312309265,4016,80,160,53889
salinas,cnn3d,5,1,0.24092115273989126,0.22502970850143772,0.1958313866553676,0.12740602191507908,0.17220702525466605,15,15.526920795440674,167.22233080863953,4016,80,160,53889
salinas,cnn3d,5,2,0.1297852994117538,0.1856798667592026,0.0951824724117818,0.09282826476939224,0.08343946024877158,18,19.33955407142639,76.46815991401672,4016,80,160,53889
salinas,cnn3d,5,3,0.3443559910185752,0.18542148938871872,0.23826587048530856,0.10201457508033693,0.1948029463522786,21,28.265586853027344,99.6073739528656,4016,80,160,53889
salinas,cnn3d,5,4,0.3571044183414055,0.24883668826692404,0.2968571654458153,0.15507804376819417,0.24306421337615067,30,28.553869247436523,167.34857892990112,4016,80,160,53889
salinas,cnn3d,10,0,0.682060621829062,0.6095284548143864,0.6481517868367797,0.54981071954359,0.6594154463999532,98,104.04802298545837,61.36558294296265,4016,160,160,53809
salinas,cnn3d,10,1,0.4151721830920478,0.49366649996854517,0.37921759075013795,0.38240158634168,0.3383586708462191,93,103.52751803398132,139.40420722961426,4016,160,160,53809
salinas,cnn3d,10,2,0.13261722016762995,0.17249141112991667,0.09648380745167762,0.07702868079000996,0.07730951435106682,11,23.498236179351807,51.70155191421509,4016,160,160,53809
salinas,cnn3d,10,3,0.34247059042167666,0.1846627319641504,0.23743095389286883,0.10166121459989885,0.19522356883780217,11,23.438501119613647,51.9457950592041,4016,160,160,53809
salinas,cnn3d,10,4,0.504673939303834,0.5668002402348573,0.4675130754333724,0.4738656470481505,0.44488783202858956,98,80.22713208198547,51.79113793373108,4016,160,160,53809
