shot,HybridSN-small OA,Proto QNN OA,Delta OA,HybridSN-small Macro-F1,Proto QNN Macro-F1,Delta Macro-F1,runs
10,80.12265004523978,80.88468885090982,0.7620388056700511,71.53315253298541,71.8224051546547,0.2892526216692892,5
