shot,seed,epoch,train_loss,train_ce_loss,train_proto_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
5,3,1,2.7562440395355225,2.7484860897064207,0.03878998272120952,0.075,2.5138421650590566,0.15862068965517243,0.1484375,0.09740292872085332,0.1277369195132353,0.13681315256632862
5,3,2,2.4138840675354003,2.406309986114502,0.03787050321698189,0.25,2.27623024151243,0.36551724137931035,0.34375,0.3193530282157252,0.30408006262705756,0.3245021380712359
5,3,3,2.1142754793167113,2.106861972808838,0.03706747181713581,0.4625,2.062160478789231,0.496551724137931,0.46249999999999997,0.45975603531873643,0.4280833514695519,0.45938609168242645
5,3,4,1.840424156188965,1.8332469701766967,0.03588579744100571,0.65,1.87124185890987,0.6275862068965518,0.58125,0.600367478180983,0.542552729191574,0.5856971291687957
5,3,5,1.5959702491760255,1.5891394138336181,0.03415411077439785,0.775,1.7016192469103584,0.6827586206896552,0.66875,0.6601100693028945,0.6426819375093032,0.6548052211056004
5,3,6,1.3697715997695923,1.3633350610733033,0.03218258507549763,0.8625,1.5522687369379504,0.7379310344827587,0.7479166666666666,0.7194501018329938,0.7316231476641692,0.7214845460815354
5,3,7,1.169976282119751,1.1639029264450074,0.030366674438118933,0.9125,1.421914031587798,0.7724137931034483,0.79375,0.7566000305203724,0.7653380540812816,0.7579659934149098
5,3,8,0.9929973483085632,0.9872252106666565,0.028860651701688767,0.9625,1.3100887676765178,0.7931034482758621,0.8125,0.7786484836148992,0.7865846448228414,0.7773875188308839
5,3,9,0.8382523655891418,0.8326961040496826,0.027781321108341216,0.975,1.2171595145916116,0.8,0.81875,0.7860268674944025,0.7930505645240552,0.7845223267770508
5,3,10,0.7106019020080566,0.7053104758262634,0.02645711600780487,0.9875,1.1410250236248147,0.8137931034482758,0.83125,0.8007836352534093,0.8098634300211313,0.8030744542221002
5,3,11,0.5999278485774994,0.594857919216156,0.025349657982587814,0.9875,1.0811457124249688,0.8137931034482758,0.83125,0.8007836352534092,0.8122020738119808,0.8056550266809689
5,3,12,0.5107466876506805,0.5058652579784393,0.024407157488167287,1.0,1.0334305204194167,0.8206896551724138,0.8375,0.8081620191329126,0.8220194327731092,0.8164879745001449
5,3,13,0.4346861124038696,0.43000361919403074,0.023412448912858964,1.0,0.9971728226234173,0.8206896551724138,0.8375,0.8081620191329126,0.8220194327731092,0.8164879745001449
5,3,14,0.37408594489097596,0.36960763335227964,0.022391532175242902,1.0,0.9669561665633629,0.8206896551724138,0.8375,0.8081620191329126,0.8220194327731092,0.8164879745001449
5,3,15,0.32494539618492124,0.32064797878265383,0.021487106569111347,1.0,0.94320094667632,0.8275862068965517,0.84375,0.815540403012416,0.8307510504201681,0.8261228629382787
5,3,16,0.28341591358184814,0.2793378412723541,0.020390368439257144,1.0,0.9271788794418862,0.8275862068965517,0.84375,0.815540403012416,0.8307510504201681,0.8261228629382787
