epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.6621727660996197,0.09917355371900827,0.075,0.018018018018018056,0.021886954934361953
2,2.528940386023403,0.1322314049586777,0.1,0.05405405405405406,0.03614629645163996
3,2.4122071042862148,0.162534435261708,0.12291666666666667,0.08708708708708712,0.061787108966993
4,2.4246537035161797,0.1652892561983471,0.125,0.09009009009009006,0.04694785524963488
5,2.3100585385787586,0.15977961432506887,0.12083333333333333,0.08408408408408408,0.04530884422792971
6,2.2366530080800544,0.16804407713498623,0.12708333333333333,0.0930930930930931,0.04474952131202131
7,2.197495479229068,0.13774104683195593,0.10416666666666666,0.06006006006006004,0.05337642178310604
8,2.2014321184026966,0.18457300275482094,0.13958333333333334,0.11111111111111116,0.07583928715401667
9,2.1749584976963434,0.19834710743801653,0.15,0.12612612612612617,0.07654205817124206
10,2.172654360779061,0.209366391184573,0.15922619047619047,0.1383306039402511,0.08897476399429596
