epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.779059410095215,0.011707317073170732,0.007731958762886598,-0.03881116362457626,0.0024834437086092716
2,2.6560322642326355,0.02926829268292683,0.018708096027683658,-0.026519661770641356,0.007949647335423197
3,2.5584575533866882,0.14146341463414633,0.09813841711243486,0.08701773635056076,0.07828551359825481
4,2.476700723171234,0.13853658536585367,0.09536326201411897,0.08792114648384941,0.08132782365875768
5,2.429868698120117,0.1902439024390244,0.12916534955589837,0.13628564757002615,0.1131587151152123
6,2.388938307762146,0.22439024390243903,0.1623342176036239,0.16204865799245416,0.12475027770912356
7,2.3557321429252625,0.23414634146341465,0.1703484934850537,0.17034770898937335,0.12308147290855598
8,2.323158085346222,0.23317073170731709,0.1623663443667531,0.17417171160126543,0.11714462849273148
9,2.2942920327186584,0.22829268292682928,0.1508653652693311,0.17002434315453707,0.1021143405963566
10,2.2656410932540894,0.2448780487804878,0.16208130352378708,0.18431239493530327,0.1036228446896017
11,2.239670753479004,0.24878048780487805,0.16445135615157166,0.18857121707634772,0.1046452541265243
12,2.2146570086479187,0.25170731707317073,0.16548344320104766,0.1920582410727406,0.106981578903701
13,2.1897080540657043,0.4009756097560976,0.20953405194122748,0.3196076459948908,0.15490667885795512
14,2.166486144065857,0.43317073170731707,0.2206355549178473,0.3519618788943226,0.17083443909176294
15,2.1448050141334534,0.44878048780487806,0.2262576947716618,0.36819028314021296,0.17684089908942924
