dataset,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,5,0,1,2.711799383163452,2.658276176452637,0.2676160424947739,0.0875,2.475645565986633,0.1875,0.1875,0.1333333333333333,0.1298611111111111,0.1298611111111111
salinas,5,0,2,2.4183135986328126,2.3681015968322754,0.25105988085269926,0.2375,2.2187391042709352,0.28125,0.28125,0.23333333333333328,0.19771321670275446,0.19771321670275446
salinas,5,0,3,2.158699893951416,2.111373496055603,0.23663185834884642,0.3,1.9797846317291259,0.4,0.4,0.36,0.33327988601555375,0.3332798860155538
salinas,5,0,4,1.9180238962173461,1.8724986791610718,0.2276259407401085,0.4125,1.7630377292633057,0.55,0.55,0.52,0.4863953553756185,0.48639535537561845
salinas,5,0,5,1.7001242876052856,1.6549356937408448,0.22594286054372786,0.5875,1.5652095317840575,0.65625,0.65625,0.6333333333333333,0.602137472735383,0.6021374727353829
salinas,5,0,6,1.4960185766220093,1.452211594581604,0.21903480142354964,0.7125,1.389540147781372,0.75,0.75,0.7333333333333334,0.7099413331704016,0.7099413331704018
salinas,5,0,7,1.318092131614685,1.277306604385376,0.20392760932445525,0.7625,1.229395818710327,0.8,0.8,0.7866666666666666,0.7794639878033504,0.7794639878033504
salinas,5,0,8,1.158341383934021,1.1211156725883484,0.186128568649292,0.8375,1.0881275355815887,0.84375,0.84375,0.8333333333333334,0.8200360744731942,0.8200360744731942
salinas,5,0,9,1.018752431869507,0.9851758480072021,0.16788291931152344,0.8625,0.9651353240013123,0.85,0.85,0.84,0.8285576454947652,0.8285576454947652
salinas,5,0,10,0.891683304309845,0.8598252058029174,0.15929053574800492,0.875,0.8556959629058838,0.9,0.9,0.8933333333333333,0.8885085502732561,0.8885085502732561
salinas,5,0,11,0.7790169715881348,0.7487051963806153,0.15155884101986886,0.9125,0.7620503306388855,0.90625,0.90625,0.9,0.8981748099395158,0.8981748099395158
salinas,5,0,12,0.6894399642944335,0.6604648113250733,0.14487577080726624,0.925,0.6822489917278289,0.90625,0.90625,0.9,0.900218715108421,0.9002187151084211
salinas,5,0,13,0.6117241501808166,0.5837196946144104,0.14002224206924438,0.925,0.6178483247756958,0.90625,0.90625,0.9,0.8999481523378582,0.8999481523378583
salinas,5,0,14,0.5444435596466064,0.5175343692302704,0.13454594016075133,0.95,0.5644207835197449,0.9125,0.9125000000000001,0.9066666666666666,0.9101361740348313,0.9101361740348313
salinas,5,0,15,0.489018851518631,0.4629474997520447,0.13035671263933182,0.975,0.5197134256362915,0.9125,0.9125000000000001,0.9066666666666666,0.9094887955182073,0.9094887955182074
salinas,5,0,16,0.44312661290168764,0.4177254557609558,0.12700577676296235,0.9875,0.4826877176761627,0.925,0.925,0.92,0.9240721288515406,0.9240721288515406
salinas,5,0,17,0.4036337673664093,0.3788862586021423,0.12373753488063813,0.9625,0.45083372890949247,0.9125,0.9125000000000001,0.9066666666666666,0.9094887955182073,0.9094887955182074
salinas,5,0,18,0.37029382586479187,0.3459787905216217,0.12157516628503799,0.95,0.4251557484269142,0.93125,0.93125,0.9266666666666666,0.9302438080495355,0.9302438080495357
salinas,5,0,19,0.34093217849731444,0.3169711112976074,0.11980534680187702,0.975,0.40329384952783587,0.91875,0.91875,0.9133333333333333,0.9168150956034588,0.9168150956034588
salinas,5,0,20,0.3161653518676758,0.2925455629825592,0.11809897422790527,0.9875,0.38605779856443406,0.9125,0.9125000000000001,0.9066666666666666,0.9094887955182073,0.9094887955182074
salinas,5,0,21,0.29602051973342897,0.2727192103862762,0.11650652959942817,0.9875,0.370870466530323,0.90625,0.90625,0.9,0.9015721288515406,0.9015721288515406
salinas,5,0,22,0.27783853709697726,0.2547785371541977,0.11529999151825905,0.9875,0.3576675780117512,0.90625,0.90625,0.9,0.9015721288515406,0.9015721288515406
salinas,5,0,23,0.2619821220636368,0.23915648460388184,0.11412818282842636,0.975,0.34569219350814817,0.9,0.9,0.8933333333333333,0.8928908101702219,0.892890810170222
salinas,5,0,24,0.2482094168663025,0.22560868859291078,0.1130036385729909,0.975,0.3366707772016525,0.90625,0.90625,0.9,0.9015721288515406,0.9015721288515406
salinas,5,0,25,0.23557961583137513,0.2132896065711975,0.11145004779100418,0.9875,0.32763497307896616,0.91875,0.91875,0.9133333333333333,0.9168150956034588,0.9168150956034588
salinas,5,0,26,0.2249911367893219,0.20296378880739213,0.11013673692941665,0.9875,0.3203316740691662,0.9125,0.9125000000000001,0.9066666666666666,0.9094887955182073,0.9094887955182074
salinas,5,0,27,0.21821167171001435,0.19649384915828705,0.10858910307288169,0.975,0.31402094289660454,0.91875,0.91875,0.9133333333333333,0.9177124797287335,0.9177124797287336
salinas,5,0,28,0.20697049796581268,0.18546575903892518,0.10752369165420532,0.9875,0.30696374252438546,0.91875,0.91875,0.9133333333333333,0.9177124797287335,0.9177124797287336
