0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.24324324324324326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.7297297297297297,0.0,0.0
0.0,0.5052539404553416,0.0,0.0,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.4912434325744308,0.0,0.0,0.0017513134851138354,0.0008756567425569177,0.0
0.0,0.025602409638554216,0.0,0.0,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0,0.9442771084337349,0.0,0.0,0.0015060240963855422,0.025602409638554216,0.0
0.0,0.08465608465608465,0.0,0.0,0.005291005291005291,0.0,0.0,0.0,0.0,0.0,0.8783068783068783,0.0,0.0,0.026455026455026454,0.005291005291005291,0.0
0.0,0.002583979328165375,0.0,0.0,0.09560723514211886,0.0,0.0,0.0,0.0,0.0,0.07493540051679587,0.0,0.0,0.7958656330749354,0.031007751937984496,0.0
0.0,0.0,0.0,0.0,0.19006849315068494,0.0,0.0,0.0,0.0,0.0,0.08904109589041095,0.0,0.0,0.2089041095890411,0.511986301369863,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.09162303664921466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9083769633507853,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
0.0,0.0,0.0,0.0,0.0038560411311053984,0.0,0.0,0.0,0.0,0.0,0.9820051413881749,0.0,0.0,0.0,0.014138817480719794,0.0
0.0,0.017302798982188294,0.0,0.0,0.0035623409669211198,0.0,0.0,0.0,0.0,0.0,0.973027989821883,0.0,0.0,0.0015267175572519084,0.004580152671755725,0.0
0.0,0.20421052631578948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,0.05894736842105263,0.0
0.0,0.0,0.0,0.0,0.2073170731707317,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,0.0,0.0,0.012195121951219513,0.7439024390243902,0.0
0.0,0.0,0.0,0.0,0.011857707509881422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851778656126482,0.0029644268774703555,0.0
0.0,0.0,0.0,0.0,0.2564935064935065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487012987012987,0.2564935064935065,0.0
0.0,0.0,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.22666666666666666,0.0,0.0,0.0,0.6266666666666667,0.0
