0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.040482954545454544,0.6853693181818182,0.002840909090909091,0.002840909090909091,0.0,0.0007102272727272727,0.0,0.0,0.0,0.1825284090909091,0.022017045454545456,0.014204545454545454,0.0,0.011363636363636364,0.022017045454545456,0.015625
0.0,0.013580246913580247,0.8012345679012346,0.044444444444444446,0.009876543209876543,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.06419753086419754,0.04814814814814815,0.0,0.0,0.0
0.0,0.0,0.0,0.9216589861751152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07834101382488479,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.838012958963283,0.0,0.1101511879049676,0.0,0.0064794816414686825,0.0,0.0,0.038876889848812095,0.0064794816414686825,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.030985915492957747,0.9126760563380282,0.0,0.0,0.028169014084507043,0.0,0.0,0.0014084507042253522,0.0,0.02676056338028169,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025210084033613446,0.0,0.0031512605042016808,0.0,0.0,0.0,0.0,0.0,0.0,0.8718487394957983,0.031512605042016806,0.06197478991596639,0.0,0.005252100840336135,0.0010504201680672268,0.0
0.0,0.0944558521560575,0.0,0.0,0.009034907597535934,0.046406570841889115,0.0,0.0008213552361396304,0.004106776180698152,0.01108829568788501,0.653388090349076,0.07679671457905544,0.013963039014373716,0.0,0.08993839835728953,0.0
0.0,0.02617801047120419,0.07155322862129145,0.006980802792321117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912739965095987,0.0,0.0,0.16579406631762653,0.23036649214659685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04417670682730924,0.0,0.0,0.8666666666666667,0.0891566265060241,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.0,0.0,0.9754098360655737,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
