model,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1,validation_Weighted-F1
cnn1d,41,1.1344408057630062,0.5908203125,1.2501391252657261,0.5629268292682926,0.5629268292682926,0.423440062413947,0.48120790886793285,0.4223355064632104,0.5029846703293405
cnn1d,42,1.1360197849571705,0.5849609375,1.237653465270996,0.5658536585365853,0.5658536585365853,0.4385167969843732,0.4936664598224544,0.43702155747106675,0.5243171851615593
cnn1d,43,1.1209898963570595,0.58984375,1.2454928421392673,0.56,0.56,0.41273646769724853,0.4770532398320778,0.4104527393799081,0.5037264365509778
cnn1d,44,1.121759433299303,0.599609375,1.2372558975219727,0.5609756097560976,0.5609756097560976,0.43638385311606614,0.48484523578172845,0.4284338444278635,0.5103721968975057
cnn1d,45,1.1167833134531975,0.5908203125,1.233156526379469,0.5580487804878049,0.5580487804878049,0.4387865516501758,0.4830338921343661,0.4306948179728707,0.5116155637316757
cnn1d,46,1.1031944006681442,0.5869140625,1.2271010710553425,0.568780487804878,0.568780487804878,0.4332408363125229,0.4919745320065576,0.43081094508288775,0.5188080351241514
cnn1d,47,1.104931116104126,0.60546875,1.2311208341179825,0.5678048780487804,0.5678048780487804,0.4507134063448126,0.49843480066628665,0.447636814617973,0.5359880643529493
cnn1d,48,1.10507582873106,0.6044921875,1.2311008588279166,0.5482926829268293,0.5482926829268293,0.4041121207816047,0.46548081103424654,0.4074873360095509,0.49625570981052225
cnn1d,49,1.0856418386101723,0.6044921875,1.2523675881362544,0.5560975609756098,0.5560975609756098,0.4482709992276464,0.48687918019493914,0.43936703651586206,0.5243718584493485
cnn1d,50,1.0825520493090153,0.6064453125,1.2177230537228467,0.5551219512195122,0.5551219512195122,0.41615425657113936,0.47610587727606435,0.42100029572270015,0.5093890958780728
cnn1d,51,1.0731810331344604,0.6025390625,1.219157490148777,0.5678048780487804,0.5678048780487804,0.4467677025387978,0.49503177771723117,0.4371836225320886,0.5248754385547029
cnn1d,52,1.0619783662259579,0.6044921875,1.2075291187007253,0.5765853658536585,0.5765853658536585,0.4609566437718061,0.5068777719765571,0.45438074174834775,0.5364085855321266
cnn1d,53,1.0544194430112839,0.6142578125,1.1988705428053692,0.577560975609756,0.577560975609756,0.4484452516079136,0.5037274255101938,0.4522973321524181,0.5368481533048987
cnn1d,54,1.049816481769085,0.62890625,1.2166802671479016,0.5736585365853658,0.5736585365853658,0.46311314269291026,0.5063028567586662,0.461145773900962,0.5448241566490374
cnn1d,55,1.0580722503364086,0.6142578125,1.2107432351461271,0.5541463414634147,0.5541463414634147,0.4171105065648879,0.47522344384719994,0.4146097367478189,0.5089503023311974
cnn1d,56,1.0427512750029564,0.6318359375,1.2304022807609745,0.5658536585365853,0.5658536585365853,0.46089003906202175,0.49644127917438996,0.45401172136626455,0.5329431349858914
cnn1d,57,1.0332675501704216,0.6171875,1.231694990483726,0.56,0.56,0.404968449444679,0.4747274923386514,0.4176394420529743,0.5054085072510408
cnn1d,58,1.0326378680765629,0.62890625,1.2164377496300673,0.5678048780487804,0.5678048780487804,0.4527436130997795,0.4994891002542925,0.45315348721653903,0.5398167773880321
cnn1d,59,1.0274630412459373,0.6396484375,1.1871239587737292,0.5824390243902439,0.5824390243902439,0.44728088457014126,0.5090386356489207,0.4497131853576396,0.5406830917847967
cnn1d,60,1.0138251185417175,0.6376953125,1.232852033987278,0.5463414634146342,0.5463414634146342,0.40776323456874924,0.4654596962498907,0.4056011592177371,0.4915705084067591
cnn1d,61,1.0035443603992462,0.6435546875,1.1799156910035669,0.5795121951219512,0.5795121951219512,0.4502295628936992,0.5075158801115678,0.44809885610847466,0.5393681724570256
cnn1d,62,1.0017656274139881,0.6416015625,1.1865106380276564,0.5882926829268292,0.5882926829268292,0.46824300057616464,0.519032438484966,0.4593342540713466,0.5527943500584297
cnn1d,63,1.005998358130455,0.6357421875,1.1991187679476853,0.577560975609756,0.577560975609756,0.45690413508758226,0.5109517282111407,0.45284786840468877,0.5423211888026785
cnn1d,64,0.9897799491882324,0.6669921875,1.1778473928498059,0.5785365853658536,0.5785365853658536,0.4528796065262326,0.5058206691509557,0.45545649209947214,0.5426387435888886
cnn1d,65,0.9907724410295486,0.6484375,1.1949459794672523,0.5717073170731707,0.5717073170731707,0.44453609807019745,0.49463270110243585,0.4349298621646796,0.5191738845068828
cnn1d,66,0.9914690665900707,0.6474609375,1.188046446079161,0.5765853658536585,0.5765853658536585,0.4517868187553516,0.5084894267496218,0.4489281373461629,0.5414948065615601
cnn1d,67,0.9758664518594742,0.654296875,1.1922228699195676,0.56,0.56,0.42882665613203186,0.4840749900670973,0.4236142934008012,0.5163553590651697
cnn1d,68,0.9835305437445641,0.646484375,1.169957502411633,0.593170731707317,0.593170731707317,0.465112406700229,0.5253264716628483,0.46838629144694394,0.5606451121155808
cnn1d,69,0.9712837971746922,0.65625,1.1752668859900497,0.5834146341463414,0.5834146341463414,0.4722303886344375,0.5188856680857987,0.4649375322401471,0.5562134954109732
cnn1d,70,0.9788365326821804,0.6435546875,1.2190576955748766,0.5707317073170731,0.5707317073170731,0.4259406227307073,0.4962346049965485,0.41631474828945547,0.5134716946558263
cnn1d,71,0.9722766652703285,0.6533203125,1.201404543620784,0.5882926829268292,0.5882926829268292,0.4480187725157668,0.517705681718085,0.44993220167413495,0.5466517598632448
cnn1d,72,0.9728014171123505,0.6572265625,1.1874502919359904,0.5785365853658536,0.5785365853658536,0.4721697753366906,0.5102934589671705,0.4591938523220823,0.545522654071444
cnn1d,73,0.9549529105424881,0.677734375,1.1577948251584682,0.5892682926829268,0.5892682926829268,0.46613271016755875,0.521319727694958,0.4636997221923429,0.5575271895275031
cnn1d,74,0.9378566481173038,0.6748046875,1.158386967821819,0.5990243902439024,0.5990243902439024,0.4861632177046271,0.5366969248399294,0.48320589008019005,0.5734086974697024
cnn1d,75,0.94169906899333,0.669921875,1.158405336984774,0.5853658536585366,0.5853658536585366,0.44598417561338627,0.5135643658330961,0.45166577666594443,0.5466621480648571
cnn1d,76,0.9397135563194752,0.66796875,1.2011465105196324,0.551219512195122,0.551219512195122,0.4308221449200626,0.48041271649929307,0.4278733483338708,0.5193031260313595
cnn1d,77,0.9406924583017826,0.66015625,1.1665489336339439,0.5863414634146341,0.5863414634146341,0.46298101003292425,0.5184247413998482,0.4608812436035222,0.551786822087766
cnn1d,78,0.9284291416406631,0.669921875,1.1798529720306397,0.5824390243902439,0.5824390243902439,0.47020987205016695,0.5089589526845517,0.4597850965933059,0.5421625012007326
cnn1d,79,0.9385208636522293,0.6630859375,1.1771747498395966,0.5746341463414634,0.5746341463414634,0.45046594371963744,0.5099356194231738,0.4605133019945564,0.5547023972241716
cnn1d,80,0.9324770346283913,0.654296875,1.215006628501706,0.5814634146341463,0.5814634146341463,0.48205213571643973,0.5203917359806816,0.4656904658927836,0.559715189242697
cnn3d,1,2.651912547647953,0.18359375,2.577942740742753,0.2634146341463415,0.2634146341463415,0.125,0.14800188482735976,0.060211475206355114,0.12431501302538626
cnn3d,2,2.516893185675144,0.2578125,2.44519686326748,0.26146341463414635,0.26146341463414635,0.12412587412587413,0.14660180506765152,0.056135765943458246,0.11649514279758182
cnn3d,3,2.4144478514790535,0.27734375,2.3477784854609793,0.33463414634146343,0.33463414634146343,0.13870950478093336,0.21958555030354732,0.08808692209003058,0.2405582424051142
cnn3d,4,2.315235637128353,0.3681640625,2.258488958405285,0.38634146341463416,0.38634146341463416,0.14549735978307407,0.26057541448376464,0.09444868328757705,0.26397842945777594
cnn3d,5,2.2222800478339195,0.3857421875,2.1695560304129997,0.3775609756097561,0.3775609756097561,0.13519516198087628,0.2360058039959717,0.08464233030022503,0.23884193513153718
cnn3d,6,2.1523310020565987,0.380859375,2.0864477201787435,0.3824390243902439,0.3824390243902439,0.13519694591123163,0.2306538478868696,0.08651373717834693,0.23739112916957533
cnn3d,7,2.080462522804737,0.3828125,2.0099746750622263,0.37658536585365854,0.37658536585365854,0.13148280291137435,0.2136739515652687,0.0838529998807667,0.22604641171010506
cnn3d,8,2.02363795414567,0.38671875,1.9660708636772342,0.38341463414634147,0.38341463414634147,0.13508812615955473,0.2306084345648982,0.08576352859363792,0.23528175984784327
cnn3d,9,1.968791652470827,0.3876953125,1.9212177032377662,0.3873170731707317,0.3873170731707317,0.13592657342657344,0.22995944636512622,0.08890307562755073,0.239262616376946
cnn3d,10,1.9282087050378323,0.38671875,1.8904217182717673,0.38634146341463416,0.38634146341463416,0.13708237447076732,0.23406866384794578,0.08929236509438093,0.23942020825205487
cnn3d,11,1.884791288524866,0.3984375,1.8503016827746135,0.3951219512195122,0.3951219512195122,0.14793610407449692,0.24596493351321014,0.10758356947396203,0.2547557726558638
cnn3d,12,1.8510598316788673,0.408203125,1.8017176497854837,0.41853658536585364,0.41853658536585364,0.17504296298939157,0.27968994478291065,0.13688841373046756,0.2839650231098732
cnn3d,13,1.8160242214798927,0.4091796875,1.7786127409120884,0.408780487804878,0.408780487804878,0.15851726398601398,0.26264945252181837,0.12117345283757586,0.27097347389176674
cnn3d,14,1.7881988398730755,0.421875,1.7424882235178134,0.4273170731707317,0.4273170731707317,0.18257378781932354,0.2869932784740524,0.14509089582966306,0.2926839069942314
cnn3d,15,1.7707603052258492,0.4404296875,1.7068606876745456,0.43414634146341463,0.43414634146341463,0.1950112759264545,0.3015069590820544,0.15003757063259598,0.29678629430281783
cnn3d,16,1.7287773676216602,0.431640625,1.6871133888058547,0.4370731707317073,0.4370731707317073,0.19491156165263307,0.3020191494057265,0.1521055714990655,0.3006220215528229
cnn3d,17,1.699811190366745,0.4423828125,1.6615992480952566,0.44,0.44,0.19881781165263307,0.30786505750831417,0.1528135870181842,0.3015214253178885
cnn3d,18,1.6731292493641376,0.4423828125,1.6453910781116021,0.4370731707317073,0.4370731707317073,0.19736944603016032,0.30631387208048944,0.15202212934551457,0.3006309408835857
cnn3d,19,1.6708021573722363,0.4404296875,1.6239340189026623,0.4380487804878049,0.4380487804878049,0.19906381330671938,0.30810770269256726,0.15554798493463512,0.3046176695655869
cnn3d,20,1.6282544061541557,0.443359375,1.590136686185511,0.44,0.44,0.2002287147376433,0.308977942730967,0.15415863224355097,0.30332791577105067
cnn3d,21,1.617314375936985,0.44921875,1.5698057309592643,0.4429268292682927,0.4429268292682927,0.20418129347006547,0.31599424068962134,0.16060865965735455,0.3116955924999392
cnn3d,22,1.6037854924798012,0.4560546875,1.5611353762556868,0.46731707317073173,0.46731707317073173,0.22235937272935805,0.34769990349245417,0.1842037331187903,0.34626714700888545
cnn3d,23,1.5743752904236317,0.46875,1.551428916977673,0.455609756097561,0.455609756097561,0.21416448542488173,0.33129039499406066,0.1745853462188203,0.3287913049252998
cnn3d,24,1.5638791508972645,0.4599609375,1.5305237421175328,0.46731707317073173,0.46731707317073173,0.22459205677313554,0.3474709763625108,0.18545561566333585,0.34407232082531086
cnn3d,25,1.5367124155163765,0.474609375,1.5205395688080205,0.45951219512195124,0.45951219512195124,0.21755038523935297,0.34118627077899777,0.17679587572197367,0.3369347464100069
cnn3d,26,1.5245297402143478,0.47265625,1.499767871949731,0.4819512195121951,0.4819512195121951,0.23161188636054095,0.3698449490341732,0.19117857931333276,0.36110072487918843
cnn3d,27,1.5117648392915726,0.484375,1.4806184773328828,0.4751219512195122,0.4751219512195122,0.22529805332061936,0.3627765355704621,0.18279938065021942,0.352452754399131
cnn3d,28,1.5033049695193768,0.4794921875,1.472958013604327,0.4741463414634146,0.4741463414634146,0.23099391333552294,0.3597758824483741,0.19015537159232965,0.3541538152761504
cnn3d,29,1.4847414530813694,0.478515625,1.446471400842434,0.4790243902439024,0.4790243902439024,0.23565985379991441,0.3659573482224566,0.19509811527007587,0.3603921251448149
cnn3d,30,1.474831834435463,0.4970703125,1.4528625584811699,0.4917073170731707,0.4917073170731707,0.24217987487473003,0.38415649534564045,0.199918164611745,0.3732027990426597
cnn3d,31,1.451977264136076,0.4892578125,1.4232822013482815,0.49073170731707316,0.49073170731707316,0.2410370110360937,0.3838988076389409,0.1984652983221543,0.3728529741516946
cnn3d,32,1.441902719438076,0.4892578125,1.4088703874262367,0.4868292682926829,0.4868292682926829,0.2390563935574498,0.37636851340550337,0.19831324183101157,0.36796232705963466
cnn3d,33,1.4326019063591957,0.4912109375,1.4033509576611403,0.4848780487804878,0.4848780487804878,0.2432491037296286,0.37564820337348404,0.20076901027639216,0.36800916335875156
cnn3d,34,1.4195932522416115,0.494140625,1.3896094895572197,0.49560975609756097,0.49560975609756097,0.246885124643508,0.39235892131883654,0.20670170304641516,0.3823458336656489
cnn3d,35,1.3940810710191727,0.505859375,1.3916800405921006,0.49365853658536585,0.49365853658536585,0.2482616493948493,0.3902788459224128,0.2072220072289026,0.3814230696765973
cnn3d,36,1.3824122995138168,0.501953125,1.3934247875213623,0.4878048780487805,0.4878048780487805,0.24932522906153687,0.38259813032643564,0.20414066537257491,0.374511534013933
cnn3d,37,1.3811428099870682,0.5,1.3515232651408127,0.48878048780487804,0.48878048780487804,0.24780795428008137,0.3818756408825218,0.2066898005383541,0.3781080685008246
cnn3d,38,1.3607348911464214,0.505859375,1.3548777298811006,0.5053658536585366,0.5053658536585366,0.25848411226253476,0.4072515657774822,0.2148425831874431,0.3970713558826145
cnn3d,39,1.3489738404750824,0.5068359375,1.33323663455684,0.5014634146341463,0.5014634146341463,0.255348221620411,0.3996593551818244,0.2127397667946046,0.38978505475990705
cnn3d,40,1.3370935209095478,0.5126953125,1.3310709985872595,0.5004878048780488,0.5004878048780488,0.259998906591574,0.4039689218856297,0.216702067037817,0.39844112109176344
cnn3d,41,1.3290727734565735,0.513671875,1.3087651810994962,0.511219512195122,0.511219512195122,0.26570411429704344,0.4153972429950695,0.22884995059921537,0.4125944065710909
cnn3d,42,1.3227676637470722,0.5146484375,1.2989406194919493,0.5024390243902439,0.5024390243902439,0.2549358410888729,0.4000495798338617,0.2154736161335006,0.3936167790608717
cnn3d,43,1.3165479451417923,0.5224609375,1.2934599744982835,0.5082926829268293,0.5082926829268293,0.26011866469757816,0.40858276235124413,0.21943261173677064,0.4015202411079859
cnn3d,44,1.3181430213153362,0.5244140625,1.3074049507699361,0.48878048780487804,0.48878048780487804,0.25120171786874523,0.38344449163729855,0.22279039376446802,0.39067669976102487
cnn3d,45,1.3061727546155453,0.525390625,1.277684637860554,0.5131707317073171,0.5131707317073171,0.2967411804359232,0.4167748983154632,0.26905663400390745,0.4143004514917928
cnn3d,46,1.2814702596515417,0.521484375,1.2766864507954294,0.5131707317073171,0.5131707317073171,0.3170046424213143,0.42005626239456473,0.2870652671789934,0.42527049039654075
cnn3d,47,1.26175775565207,0.5234375,1.2688258550225235,0.5209756097560976,0.5209756097560976,0.32848976218524895,0.4308112332432704,0.30005986988797956,0.43819717308485373
cnn3d,48,1.2633425462991,0.5234375,1.254139087956126,0.5385365853658537,0.5385365853658537,0.3271293150572884,0.45247705220172374,0.3191987267703328,0.4649641656067173
cnn3d,49,1.2478496059775352,0.5380859375,1.2653840513927181,0.5297560975609756,0.5297560975609756,0.3304083818548398,0.4445356383146174,0.30498875640130746,0.4491162057474736
cnn3d,50,1.237190155312419,0.53515625,1.22222560859308,0.5278048780487805,0.5278048780487805,0.3290319835955629,0.4372782461139191,0.2995726799550813,0.43831550100029504
cnn3d,51,1.2317849844694138,0.5400390625,1.222548007034674,0.5258536585365854,0.5258536585365854,0.3052300689518913,0.4341892146684869,0.29513528662271826,0.44950011574776033
cnn3d,52,1.216281183063984,0.552734375,1.2151049119670216,0.5317073170731708,0.5317073170731708,0.3248929903345936,0.4398683918416604,0.3007295157688027,0.44213211690013415
cnn3d,53,1.2256907597184181,0.5419921875,1.2150046907983174,0.5209756097560976,0.5209756097560976,0.30814978256885006,0.4284648414033231,0.28530319836153484,0.43279051385909884
cnn3d,54,1.2007142715156078,0.5537109375,1.1934797949907257,0.5297560975609756,0.5297560975609756,0.30543025709536786,0.4354546586846053,0.28019108516275565,0.42985357456202167
cnn3d,55,1.2033664677292109,0.5458984375,1.1959455051654722,0.5629268292682926,0.5629268292682926,0.38028993633471647,0.4858099445162952,0.3659902939189993,0.5056195588148638
cnn3d,56,1.1782446391880512,0.546875,1.1765579035223983,0.5326829268292683,0.5326829268292683,0.34201109121430295,0.4444947303512534,0.31472587772883787,0.4511440467183952
cnn3d,57,1.1886678356677294,0.5546875,1.178763743609917,0.5365853658536586,0.5365853658536586,0.33985347385005066,0.45026313976950283,0.31400468023359296,0.4540285270799517
cnn3d,58,1.1816586926579475,0.5615234375,1.1866980837612617,0.5278048780487805,0.5278048780487805,0.2961976520412595,0.4353092765903198,0.2820128496617773,0.44331378907151003
cnn3d,59,1.1717036832123995,0.5625,1.1547793751228146,0.5404878048780488,0.5404878048780488,0.3469627373179007,0.4527036908137203,0.321224796617649,0.45964053967208024
cnn3d,60,1.150984961539507,0.5849609375,1.143797578113835,0.5560975609756098,0.5560975609756098,0.3590214955799698,0.47693934795603987,0.34636146516963884,0.49308198131919617
cnn3d,61,1.1383180003613234,0.5869140625,1.1665965894373451,0.5317073170731708,0.5317073170731708,0.318560435541998,0.4415690547534732,0.3065593287482085,0.4523582477345245
cnn3d,62,1.1355530451983213,0.59375,1.1273207631925257,0.5551219512195122,0.5551219512195122,0.3728127756380408,0.47004219026551186,0.36326063556319343,0.4801139836183215
cnn3d,63,1.12782496586442,0.587890625,1.159594525593083,0.5424390243902439,0.5424390243902439,0.3321000269637685,0.458463725602846,0.3344053692252065,0.48405861783864457
cnn3d,64,1.1465246248990297,0.568359375,1.125712788512067,0.56,0.56,0.3701325221568844,0.4790017209764146,0.35676573348762025,0.48922216902742616
cnn3d,65,1.1321281343698502,0.5869140625,1.1212266705675822,0.5814634146341463,0.5814634146341463,0.4010403493726838,0.5069722958177436,0.4014764741139009,0.527630949154877
cnn3d,66,1.1086050067096949,0.60546875,1.1076607693695442,0.5717073170731707,0.5717073170731707,0.4002755224326214,0.4959133101963359,0.3992893237881902,0.5150187164198992
cnn3d,67,1.101224172860384,0.6064453125,1.0929785074838778,0.5804878048780487,0.5804878048780487,0.4043567950993777,0.5045620755898326,0.40683231569811495,0.5248939948558572
cnn3d,68,1.0877188369631767,0.619140625,1.0915688594957678,0.5882926829268292,0.5882926829268292,0.43833361688441397,0.5140908595609686,0.43222688577157403,0.5304828613166361
cnn3d,69,1.110301859676838,0.5966796875,1.0867232471559105,0.608780487804878,0.608780487804878,0.46144529763748354,0.5423088058438377,0.4625382283264973,0.5707287801964733
cnn3d,70,1.0979777835309505,0.6123046875,1.0855740430878429,0.6175609756097561,0.6175609756097561,0.479030163087531,0.5531603507101837,0.4803593090767755,0.5819570248075466
cnn3d,71,1.0631835404783487,0.6337890625,1.0713026225857618,0.5951219512195122,0.5951219512195122,0.42591246101974023,0.5217512533124664,0.42617498535033643,0.5424717058768043
cnn3d,72,1.054163597524166,0.638671875,1.0514387005131418,0.6078048780487805,0.6078048780487805,0.44302542697353886,0.5386522218141755,0.44711342663751313,0.5635726882638439
cnn3d,73,1.0474888980388641,0.6416015625,1.0676286529913182,0.6448780487804878,0.6448780487804878,0.5057707375267472,0.5867274261902494,0.5029651190262883,0.6118725554678109
cnn3d,74,1.0490231774747372,0.62109375,1.050699599196271,0.6224390243902439,0.6224390243902439,0.4780548210366977,0.5587400996707306,0.48250765630148945,0.58720672579066
cnn3d,75,1.0520463790744543,0.640625,1.041730573468092,0.593170731707317,0.593170731707317,0.40850114282720623,0.5216964124852987,0.40941857881095045,0.5434006693255699
cnn3d,76,1.0368711650371552,0.6455078125,1.0457495107883361,0.624390243902439,0.624390243902439,0.454873602926641,0.5604474553012515,0.45765545789523865,0.5840329631135562
cnn3d,77,1.0200721770524979,0.6435546875,1.0181412097884388,0.6429268292682927,0.6429268292682927,0.4867189388621635,0.5830754065056463,0.4912350684041156,0.6105673401299266
cnn3d,78,1.020957626402378,0.6435546875,1.0400627023417774,0.6107317073170732,0.6107317073170732,0.4546749898538761,0.5440488042534262,0.4369964723582492,0.5608436833767526
cnn3d,79,1.030696079134941,0.630859375,1.0226278549287378,0.6429268292682927,0.6429268292682927,0.49516243077353683,0.5846899317060426,0.5019016165051366,0.6189538175699144
cnn3d,80,1.0162483863532543,0.65234375,1.0051634097680813,0.6458536585365854,0.6458536585365854,0.4897766800043089,0.5852811160376916,0.4982900070633354,0.6135035879285813
