dataset,shot,model,runs,baseline_runs,baseline_OA,model_OA,delta_OA,baseline_AA,model_AA,delta_AA,baseline_Macro-F1,model_Macro-F1,delta_Macro-F1,baseline_Weighted-F1,model_Weighted-F1,delta_Weighted-F1
indian_pines,5,Spectral QNN Gated Fusion + Prototype Loss,5,5,72.01915403032721,72.0510774142059,0.031923383878695866,82.65956310486271,82.52044236276197,-0.1391207421007401,63.80526208226654,64.12111895316943,0.3158568709028975,73.26681037448641,72.83534891390714,-0.43146146057927437
indian_pines,5,Spectral QNN Gated Fusion + SupCon Loss,5,5,72.01915403032721,72.05706304868316,0.037909018355941626,82.65956310486271,82.54672422973914,-0.1128388751235665,63.80526208226654,64.03943980512103,0.23417772285450056,73.26681037448641,72.90991686728543,-0.3568935072009838
indian_pines,10,Spectral QNN Gated Fusion + Prototype Loss,5,5,80.12265004523978,80.88468885090982,0.7620388056700511,88.64325422782787,88.86841473746237,0.2251605096345144,71.53315253298541,71.8224051546547,0.2892526216692892,80.87317872617665,81.61282863317719,0.7396499070005502
indian_pines,10,Spectral QNN Gated Fusion + SupCon Loss,5,5,80.12265004523978,81.07167990348849,0.9490298582487178,88.64325422782787,89.04887632108611,0.40562209325825105,71.53315253298541,72.26362549509518,0.7304729621097739,80.87317872617665,81.79054667532772,0.9173679491510822
pavia_university,5,Spectral QNN Gated Fusion + Prototype Loss,5,5,75.74353321920218,77.5277315259961,1.784198306793927,78.31879657680057,82.37252293113022,4.0537263543296564,71.21182781138393,77.10936007020088,5.897532258816951,75.94205259183371,78.42069809463102,2.4786455027973053
pavia_university,10,Spectral QNN Gated Fusion + Prototype Loss,5,5,82.26171471499673,86.31514696215608,4.05343224715935,84.31025908179974,89.47981710982639,5.169558028026644,79.19759979075064,86.12717948590678,6.9295796951561295,82.80320844234927,86.93467732141818,4.1314688790689
salinas,5,Spectral QNN Gated Fusion + Prototype Loss,5,5,86.93276921078514,88.16493161869768,1.2321624079125404,90.89938168130728,94.00936851273448,3.109986831427203,89.66788489976594,93.35603496753627,3.688150067770335,85.9081431218122,88.21254515310795,2.304402031295749
salinas,10,Spectral QNN Gated Fusion + Prototype Loss,5,5,93.60181382296642,90.72162649370924,-2.880187329257178,96.0621720870644,95.56304504454867,-0.4991270425157235,95.44178031872306,94.9634146206311,-0.47836569809195373,93.61657175974398,90.28969710237347,-3.3268746573705155
