epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.665747582912445,0.23902439024390243,0.0625,0.0,0.024114173228346455
2,2.375545620918274,0.2634146341463415,0.1258290678393771,0.14984762896609616,0.061663995758711475
3,2.185877561569214,0.36292682926829267,0.125,0.19099943433718347,0.07335077076373014
4,1.902218073606491,0.42048780487804877,0.17202958678574942,0.28346478932911545,0.13778922723448694
5,1.6701324582099915,0.4975609756097561,0.26114965285949593,0.4009024908156351,0.23299194570351145
6,1.432512879371643,0.5170731707317073,0.2854553062137354,0.4288671561045786,0.25484098169029423
7,1.277414858341217,0.5209756097560976,0.29401082081216656,0.4234217204264118,0.27896559790899905
8,1.1376877278089523,0.6497560975609756,0.4414799999179903,0.5937909824302664,0.4363828484735211
9,0.9749229103326797,0.6741463414634147,0.4859656688088353,0.6217227388444947,0.4956701519333182
10,0.8986690938472748,0.7112195121951219,0.552448650376009,0.6676896655209955,0.5496845745898945
11,0.8113662898540497,0.7326829268292683,0.5930536038954597,0.6956720084347128,0.5849478788687313
12,0.7056635022163391,0.7629268292682927,0.6150189251183296,0.7276970103793821,0.6053113555352829
13,0.6282909363508224,0.7853658536585366,0.6578426140057569,0.7535982307151006,0.665592043156787
14,0.5625979006290436,0.7970731707317074,0.6710302598372603,0.7671840960092602,0.6898239810449018
15,0.49379052966833115,0.8117073170731708,0.6910701404331958,0.7854967270156477,0.6942219130238609
