0,1,2,3,4,5,6,7,8
6110,0,0,127,0,0,374,0,0
241,14298,0,3261,0,524,305,0,0
79,0,1966,6,0,0,0,3,25
71,37,10,2883,0,0,0,43,0
0,0,0,0,1322,0,0,0,3
0,121,0,0,0,4884,0,0,4
0,0,0,0,0,0,1307,0,3
150,0,35,182,0,0,2,3293,0
0,0,4,26,62,0,0,0,835
