dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,high_confidence_guard_mode,guard_floor,guard_tau,guard_temperature,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_mean_guard,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_confguard_gated_supcon,10,1,1,1.0,1.0,none,0.05,0.35,0.08,2.748251509666443,2.61495578289032,0.5841019049286842,0.08237657994031906,1.0,0.225,2.2804304718971253,0.3625,0.36250000000000004,0.31999999999999995,0.28226574150487194,0.28226574150487194
salinas,spectral_qnn_confguard_gated_supcon,10,1,2,1.0,1.0,none,0.05,0.35,0.08,2.183326077461243,2.046822559833527,0.5890152037143708,0.0935026615858078,1.0,0.43125,1.7921736717224122,0.525,0.5249999999999999,0.4933333333333333,0.46373182444154304,0.46373182444154304
salinas,spectral_qnn_confguard_gated_supcon,10,1,3,1.0,1.0,none,0.05,0.35,0.08,1.6978724598884583,1.578510010242462,0.4791225492954254,0.11768976524472237,1.0,0.69375,1.3775048017501832,0.76875,0.76875,0.7533333333333333,0.703106671730477,0.7031066717304771
salinas,spectral_qnn_confguard_gated_supcon,10,1,4,1.0,1.0,none,0.05,0.35,0.08,1.2923839569091797,1.1854776740074158,0.37653598487377166,0.15799542069435119,1.0,0.80625,1.034542292356491,0.825,0.825,0.8133333333333334,0.7857433744196245,0.7857433744196245
salinas,spectral_qnn_confguard_gated_supcon,10,1,5,1.0,1.0,none,0.05,0.35,0.08,1.0114966928958893,0.8792859852313996,0.4554297626018524,0.2056238353252411,1.0,0.86875,0.7793607175350189,0.8625,0.8625,0.8533333333333333,0.8288239538239539,0.8288239538239537
salinas,spectral_qnn_confguard_gated_supcon,10,1,6,1.0,1.0,none,0.05,0.35,0.08,0.802127343416214,0.653639018535614,0.48867675215005874,0.25376480519771577,1.0,0.925,0.5902567088603974,0.90625,0.90625,0.9,0.8852521929824562,0.8852521929824562
salinas,spectral_qnn_confguard_gated_supcon,10,1,7,1.0,1.0,none,0.05,0.35,0.08,0.6568670511245728,0.4945662260055542,0.5172498546540737,0.294254307448864,1.0,0.96875,0.46010984778404235,0.9625,0.9625,0.96,0.9604010025062657,0.9604010025062657
salinas,spectral_qnn_confguard_gated_supcon,10,1,8,1.0,1.0,none,0.05,0.35,0.08,0.5313277006149292,0.37803376019001006,0.4394750393927097,0.3269946753978729,1.0,0.975,0.37311567962169645,0.94375,0.9437500000000001,0.94,0.9342105263157895,0.9342105263157894
salinas,spectral_qnn_confguard_gated_supcon,10,1,9,1.0,1.0,none,0.05,0.35,0.08,0.46408176720142363,0.301710444688797,0.46422853916883466,0.3476280212402344,1.0,0.98125,0.3125323221087456,0.9625,0.9625,0.96,0.9604010025062657,0.9604010025062657
salinas,spectral_qnn_confguard_gated_supcon,10,1,10,1.0,1.0,none,0.05,0.35,0.08,0.3933574825525284,0.247943215072155,0.37016995027661326,0.35690135657787325,1.0,0.99375,0.2687461107969284,0.99375,0.99375,0.9933333333333333,0.993734335839599,0.9937343358395989
salinas,spectral_qnn_confguard_gated_supcon,10,1,11,1.0,1.0,none,0.05,0.35,0.08,0.3640314996242523,0.2096642643213272,0.41429940313100816,0.3575367569923401,1.0,1.0,0.2359134830534458,0.99375,0.99375,0.9933333333333333,0.993734335839599,0.9937343358395989
