shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
1,4,1,2.862305164337158,0.125,2.7050337418407,0.17687074829931973,0.16249999999999998,0.11958620006929677,0.112827096710587,0.12280500322240762
1,4,2,2.7751200199127197,0.125,2.656332050051008,0.17687074829931973,0.16249999999999998,0.11941185207188465,0.11383724256292906,0.12390448170114728
1,4,3,2.6905949115753174,0.125,2.6089229632397086,0.21768707482993196,0.2,0.16228939544103071,0.15173611111111113,0.16515495086923657
1,4,4,2.608586549758911,0.125,2.5628498638568282,0.25170068027210885,0.23124999999999998,0.19771768791863065,0.1765309747087241,0.19214255750609424
1,4,5,2.528787612915039,0.1875,2.518126985653728,0.24489795918367346,0.22499999999999998,0.19026351049575696,0.17138148408737794,0.1865376697549692
1,4,6,2.4508473873138428,0.1875,2.474694771020591,0.2653061224489796,0.24375,0.2120700779194996,0.18116815476190476,0.1971898283122773
1,4,7,2.374412775039673,0.3125,2.432458666717114,0.2653061224489796,0.24375,0.21210918114143906,0.18010281385281385,0.196030273581294
1,4,8,2.299217939376831,0.375,2.391331656449506,0.272108843537415,0.24999999999999997,0.21913319763689632,0.17784090909090905,0.19356833642547927
1,4,9,2.2251346111297607,0.375,2.3512592429206487,0.2653061224489796,0.24375,0.2118353770540634,0.1695431761221235,0.18453679033700515
1,4,10,2.1521384716033936,0.375,2.3122150168126945,0.272108843537415,0.25,0.2191331976368962,0.17689611729859406,0.19253999161751736
1,4,11,2.0802528858184814,0.375,2.2741850428029795,0.272108843537415,0.25,0.2191331976368962,0.1778765094554568,0.19360708512158567
1,4,12,2.0095179080963135,0.375,2.2371621310305434,0.2789115646258503,0.25625,0.2263926124515937,0.18472382365447537,0.2010599441137147
1,4,13,1.9399653673171997,0.4375,2.20114304581467,0.30612244897959184,0.28125,0.2557700898396783,0.2158436060163034,0.23493181607216693
1,4,14,1.8715944290161133,0.5,2.166126551271296,0.3197278911564626,0.29374999999999996,0.27036283317615517,0.22935457381788904,0.24963763136640985
1,4,15,1.804368257522583,0.5625,2.13211262469389,0.35374149659863946,0.325,0.3068446915173474,0.26307874843236684,0.2863442159808075
1,4,16,1.7382255792617798,0.625,2.0991001372434654,0.3945578231292517,0.36319444444444443,0.3506551518761166,0.29895708916848623,0.3243488987286506
1,4,17,1.673113226890564,0.625,2.0670869966753487,0.4217687074829932,0.4131944444444445,0.3804541848472829,0.357776874026874,0.3611595489146509
1,4,18,1.6090092658996582,0.625,2.036069714293188,0.46258503401360546,0.45833333333333326,0.42438661710037173,0.4084332549634273,0.4109106547530193
1,4,19,1.5459394454956055,0.625,2.0060434844218142,0.47619047619047616,0.47152777777777777,0.43898691514670896,0.42202110389610387,0.42501987808110253
1,4,20,1.48397696018219,0.75,1.9769988481690284,0.4965986394557823,0.4916666666666666,0.4608980077311924,0.4380837789661319,0.4413692749827203
1,4,21,1.4232290983200073,0.75,1.948921909137648,0.5034013605442177,0.49861111111111106,0.4683412604042806,0.4372476750787576,0.4425586342902816
1,4,22,1.363816261291504,0.8125,1.921791256690512,0.5238095238095238,0.5326388888888889,0.4903922345483359,0.4811039994863525,0.46605423980373956
1,4,23,1.3058499097824097,0.875,1.895580521246203,0.5238095238095238,0.5326388888888889,0.4903922345483359,0.4811039994863525,0.46605423980373956
1,4,24,1.249405860900879,0.9375,1.8702623706285646,0.5238095238095238,0.5326388888888889,0.49036699519587934,0.4837355784337209,0.46863211305830454
1,4,25,1.194505214691162,0.9375,1.845816160545868,0.5170068027210885,0.5263888888888888,0.4832144979203804,0.47811795402739676,0.46469805125899144
1,4,26,1.1411136388778687,1.0,1.8222354326118417,0.5238095238095238,0.5333333333333333,0.4905183938208645,0.4817363750800283,0.4682426269840182
1,4,27,1.0891709327697754,1.0,1.7995306196666898,0.5306122448979592,0.5395833333333333,0.497920997920998,0.4966181599618132,0.4863093674997384
1,4,28,1.0386359691619873,1.0,1.7777267021386802,0.5374149659863946,0.5458333333333334,0.5051975051975053,0.5060198693635226,0.49654252059003434
1,4,29,0.9895080924034119,1.0,1.7568567107323887,0.5374149659863946,0.5458333333333334,0.5051975051975053,0.5060198693635226,0.49654252059003434
1,4,30,0.9418237209320068,1.0,1.7369542924725279,0.54421768707483,0.5520833333333334,0.5124740124740126,0.5100812838477313,0.5009631077837308
1,4,31,0.8956446051597595,1.0,1.7180471428397561,0.54421768707483,0.5520833333333334,0.5124981438400238,0.5072219992043387,0.49814250642260366
1,4,32,0.8510427474975586,1.0,1.7001523452551186,0.5578231292517006,0.5645833333333333,0.5270504380537544,0.5249207044845656,0.5174064033262523
1,4,33,0.8080858588218689,1.0,1.6832740120336311,0.564625850340136,0.5708333333333333,0.5343265851606196,0.5367322986874641,0.5302625602817881
1,4,34,0.766823410987854,1.0,1.6674014686727199,0.564625850340136,0.5708333333333333,0.5343265851606198,0.5374715459992921,0.5310671832062266
1,4,35,0.7272783517837524,1.0,1.652510786543087,0.564625850340136,0.5708333333333333,0.5343265851606198,0.5353882126659588,0.5287996095100815
1,4,36,0.6894512176513672,1.0,1.6385683015901216,0.564625850340136,0.5708333333333333,0.5342804811642989,0.5410273104103197,0.5343236236270065
1,4,37,0.653333842754364,1.0,1.6255354200090681,0.564625850340136,0.5708333333333333,0.5344418052256532,0.5367581216742192,0.5344387923496182
1,4,38,0.6189258098602295,1.0,1.6133747230581685,0.564625850340136,0.5708333333333333,0.5344418052256532,0.5367581216742192,0.5344387923496182
1,4,39,0.586239755153656,1.0,1.602053470352069,0.5714285714285714,0.5770833333333334,0.5417161520190024,0.546556656472754,0.5451038642391799
1,4,40,0.555289626121521,1.0,1.5915459443111808,0.5714285714285714,0.5770833333333334,0.5417161520190024,0.546556656472754,0.5451038642391799
1,4,41,0.5260742902755737,1.0,1.5818343462587214,0.5714285714285714,0.5770833333333334,0.5417161520190024,0.546556656472754,0.5451038642391799
1,4,42,0.4985644221305847,1.0,1.5729095749303597,0.5782312925170068,0.5833333333333333,0.5489904988123515,0.5528023565071538,0.5519019050929483
1,4,43,0.47270092368125916,1.0,1.5647701965708312,0.5782312925170068,0.5833333333333333,0.5489904988123515,0.5528023565071538,0.5519019050929483
