epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.617145538330078,0.2965853658536585,0.12912444698158984,0.17566636029411775,0.07627057954815439
2,2.235849380493164,0.3873170731707317,0.14720814899386328,0.25929079711679215,0.09472398692473562
3,1.9273524284362793,0.408780487804878,0.15001937885988767,0.27463880831266385,0.10081435616134751
4,1.7036719620227814,0.47804878048780486,0.23274537098551015,0.36052098225842955,0.19583694789907366
5,1.538427710533142,0.5024390243902439,0.2624544534586848,0.40291262135922334,0.21961413174828628
6,1.3873822689056396,0.52,0.2750803409500445,0.43015596980267334,0.23247065683192933
7,1.2907722294330597,0.5170731707317073,0.27066251632885235,0.42292731528555927,0.2262619222822172
8,1.2092698216438293,0.5424390243902439,0.29206930527654074,0.4572028941651498,0.2541765983123323
9,1.131199985742569,0.56,0.30233430523712074,0.48297575122440595,0.25805213473493155
10,1.0592384040355682,0.6614634146341464,0.47284889335130964,0.6048542901930984,0.48575759440123145
11,0.981165274977684,0.6546341463414634,0.46542906224696706,0.5971797587408163,0.4607097101771047
12,0.8975885510444641,0.6897560975609756,0.5084547268136725,0.6411518809938754,0.5161850390776741
13,0.8206835836172104,0.7278048780487805,0.5538622309382819,0.6846473806903518,0.5610715526619321
14,0.7498520910739899,0.7424390243902439,0.5802494931990261,0.7026478189777942,0.5890603411455355
15,0.6836003661155701,0.7551219512195122,0.6119447703775301,0.7187744238031994,0.6171440589673303
