0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9946164199192463,0.0,0.0,0.0,0.004037685060565276,0.0,0.0013458950201884253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9770992366412213,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.05133767172812726,0.0,0.0,0.0,0.0036153289949385392,0.0,0.9450469992769343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.048368953880764905,0.0,0.0,0.0,0.4368203974503187,0.0,0.5148106486689163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12387892376681614,0.0,0.0,0.0,0.005605381165919282,0.0,0.8705156950672646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00035523978685612787,0.0,0.0,0.0,0.02566607460035524,0.0,0.9739786856127887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8873584328129782,0.0,0.11264156718702173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5250236071765817,0.0,0.4749763928234183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00013779798814937303,0.0,0.9998622020118506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.008351893095768375,0.0,0.0,0.0,0.0,0.0,0.9916481069042317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
