shot,HybridSN-small OA,Proto QNN OA,Delta OA,HybridSN-small Macro-F1,Proto QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,28.521548284118108,-43.4976057462091,63.80526208226654,20.67674818406634,-43.1285138982002,1
