run_id,epoch,train_loss,train_accuracy,validation_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1,validation_Weighted-F1
qnn_00_linear_probe,1,0.5421221017313655,0.8876953125,0.09716341695044099,0.9736585365853658,0.791770202765639,0.969955054715998,0.7898591917364087,0.9694423815822177
qnn_00_linear_probe,2,0.034631158006959595,0.99609375,0.05753210097733067,0.9834146341463414,0.9417618529805035,0.9810857691172129,0.9575517050816074,0.983204993134745
qnn_00_linear_probe,3,0.016236411647696514,1.0,0.046011361177192955,0.9853658536585366,0.9746202462995424,0.9833146855727105,0.9680706495225004,0.9853894343673881
qnn_00_linear_probe,4,0.009816311678150669,1.0,0.04011523085896199,0.9853658536585366,0.973997987202707,0.9833158443593447,0.9675680252297596,0.9854030963286098
qnn_00_linear_probe,5,0.00681828511369531,1.0,0.036868432622130326,0.9863414634146341,0.9750573092366053,0.9844287634919068,0.9684219685019837,0.9863738561147005
qnn_00_linear_probe,6,0.005003326579753775,1.0,0.03488879036771633,0.9863414634146341,0.9750573092366053,0.9844287634919068,0.9684219685019837,0.9863738561147005
qnn_00_linear_probe,7,0.0039036055150063476,1.0,0.03331878416376506,0.9882926829268293,0.9914353212847982,0.986653718241546,0.9793233616865498,0.9883812403058189
qnn_00_linear_probe,8,0.0031501256471528905,1.0,0.03217197234174464,0.9882926829268293,0.9914353212847982,0.986653718241546,0.9793233616865498,0.9883812403058189
qnn_00_linear_probe,9,0.002614644081404549,1.0,0.031170764130472046,0.9882926829268293,0.9914353212847982,0.986653718241546,0.9793233616865498,0.9883812403058189
qnn_00_linear_probe,10,0.0021946058277535485,1.0,0.030381842701945726,0.9882926829268293,0.9914353212847982,0.986653718241546,0.9793233616865498,0.9883812403058189
qnn_00_linear_probe,11,0.00187380236457102,1.0,0.02980581154842384,0.9882926829268293,0.9914353212847982,0.986653718241546,0.9793233616865498,0.9883812403058189
qnn_00_linear_probe,12,0.0016377008469135035,1.0,0.02951945448544149,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
qnn_01_residual_qnn,1,0.7165330111747608,0.876953125,0.24546613597288364,0.9697560975609756,0.8097167592167334,0.9654906892739307,0.8179867286318897,0.9668060857928426
qnn_01_residual_qnn,2,0.11687077273381874,0.9951171875,0.14666593926708874,0.9746341463414634,0.8151259057126012,0.9710771875522293,0.8199002948192486,0.9714767176331278
qnn_01_residual_qnn,3,0.06680986459832639,0.9951171875,0.11175701548776976,0.9736585365853658,0.8291716028712547,0.9699479749767348,0.8356769064903766,0.971020590276968
qnn_01_residual_qnn,4,0.04446577514318051,0.998046875,0.0944369736459197,0.9765853658536585,0.861202514935994,0.973299845985697,0.8787742719996354,0.9747879472432572
qnn_01_residual_qnn,5,0.03259927347971825,0.9990234375,0.08146999988159756,0.9804878048780488,0.9103378324749842,0.9777573072670674,0.9143789000660204,0.9795501168936375
qnn_01_residual_qnn,6,0.02474985775188543,1.0,0.07402599557143887,0.9814634146341463,0.9418305937744194,0.9788696711697685,0.9571276564969183,0.9813586413858066
qnn_01_residual_qnn,7,0.02059788168844534,0.9990234375,0.07157864020910205,0.9795121951219512,0.8793784288553914,0.976631836070023,0.8940838905082433,0.9779316237310087
qnn_01_residual_qnn,8,0.0172622874724766,0.9990234375,0.06722751571819549,0.9804878048780488,0.9324609084002696,0.9777587551846512,0.9462671598058624,0.9800595490915226
qnn_01_residual_qnn,9,0.01453904830486863,1.0,0.06395771882474059,0.9834146341463414,0.9539131279665212,0.9810835104662196,0.967022626870995,0.9832694264248992
qnn_01_residual_qnn,10,0.012307503169722622,1.0,0.06034301008642992,0.9853658536585366,0.9750748420856319,0.9833143234188761,0.9801842905052447,0.9853425902369198
qnn_01_residual_qnn,11,0.011003863855876261,1.0,0.05871816830028121,0.9834146341463414,0.9538044458152355,0.9810936086089453,0.9661054408029282,0.983298861954645
qnn_01_residual_qnn,12,0.009254206573132251,1.0,0.056408217725593866,0.9834146341463414,0.9538044458152355,0.9810936086089453,0.9661054408029282,0.983298861954645
qnn_02_gated_residual_qnn,1,0.684699619654566,0.900390625,0.21899373811919515,0.9736585365853658,0.7910804941403173,0.9699452661757998,0.7892692122213693,0.9693685120401905
qnn_02_gated_residual_qnn,2,0.11037667558412068,0.9921875,0.13028954375444388,0.9814634146341463,0.835935931117592,0.9788727199352567,0.8412669640695751,0.9789302463090271
qnn_02_gated_residual_qnn,3,0.05965537580777891,0.9951171875,0.10029531520314333,0.9814634146341463,0.8504186912133083,0.9788646720415696,0.8528152136666164,0.9790914922017383
qnn_02_gated_residual_qnn,4,0.04020777059486136,0.99609375,0.08405197005991528,0.9814634146341463,0.9106438971972903,0.9788569623290236,0.9158838717292408,0.9805041026474934
qnn_02_gated_residual_qnn,5,0.029124631288141245,1.0,0.07319667274541244,0.9834146341463414,0.9734811339957765,0.9810919263339279,0.9788445621502762,0.9833722620872661
qnn_02_gated_residual_qnn,6,0.022834390041680308,1.0,0.06899004355890721,0.9853658536585366,0.9744325569911048,0.9833160616139202,0.9800990927580463,0.9853323694117235
qnn_02_gated_residual_qnn,7,0.01744351511297282,1.0,0.06346831952017255,0.9804878048780488,0.9709990730199143,0.9777349855060186,0.9778683623785115,0.980408465712267
