epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.789952880773113,0.07575757575757576,0.0625,0.0,0.008802816901408451
2,2.714559577817294,0.07575757575757576,0.0625,0.0,0.008802816901408451
3,2.6942944957982355,0.07575757575757576,0.0625,0.0,0.008802816901408451
4,2.692791234308751,0.07575757575757576,0.0625,0.0,0.008802816901408451
5,2.6888027981897094,0.07575757575757576,0.0625,0.0,0.008802816901408451
6,2.6906960046471062,0.07575757575757576,0.0625,0.0,0.008802816901408451
7,2.6872693653681767,0.07575757575757576,0.0625,0.0,0.008802816901408451
8,2.6893749117252215,0.07575757575757576,0.0625,0.0,0.008802816901408451
