class_id,class_name,precision,recall,f1,support
0,Alfalfa,0.12313432835820895,1.0,0.21926910299003322,33
1,Corn-notill,0.7322751322751323,0.4897381457891012,0.5869380831212893,1413
2,Corn-mintill,0.8759305210918115,0.4331288343558282,0.5796387520525451,815
3,Corn,0.6396103896103896,0.8873873873873874,0.7433962264150943,222
4,Grass-pasture,0.6760869565217391,0.6645299145299145,0.6702586206896551,468
5,Grass-trees,0.8073878627968337,0.855944055944056,0.8309572301425662,715
6,Grass-pasture-mowed,0.2923076923076923,1.0,0.4523809523809524,19
7,Hay-windrowed,0.8357400722021661,1.0,0.9105211406096362,463
8,Oats,0.09836065573770492,1.0,0.1791044776119403,12
9,Soybean-notill,0.7360959651035986,0.7053291536050157,0.7203842049092849,957
10,Soybean-mintill,0.8603854389721627,0.8233606557377049,0.8414659685863874,2440
11,Soybean-clean,0.6870109546165885,0.759515570934256,0.7214461791290058,578
12,Wheat,0.3885480572597137,1.0,0.5596465390279823,190
13,Woods,0.9857768052516411,0.7208,0.83271719038817,1250
14,Buildings-Grass-Trees-Drives,0.5615384615384615,0.9838274932614556,0.7149853085210578,371
15,Stone-Steel-Towers,0.39593908629441626,1.0,0.5672727272727273,78
