dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,1,0.006015017628669739,0.05000000074505806,2.6137574195861815,2.5111966848373415,0.5128034844994545,0.2625,2.2404487133026123,0.425,0.425,0.3866666666666667,0.3314921429145567,0.3314921429145567
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,2,0.012282147072255611,0.10000000149011612,2.0911538004875183,2.0270542740821837,0.32049756199121476,0.46875,1.7946216106414794,0.60625,0.60625,0.5800000000000001,0.5520267914383357,0.5520267914383357
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,3,0.0189675185829401,0.15000000596046448,1.6995228767395019,1.605127501487732,0.4719769641757011,0.65625,1.411162221431732,0.78125,0.78125,0.7666666666666666,0.7570635869977975,0.7570635869977975
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,4,0.026152117177844048,0.20000000298023224,1.3267814636230468,1.251924353837967,0.3742856040596962,0.83125,1.09584601521492,0.85625,0.85625,0.8466666666666667,0.8245002743358006,0.8245002743358008
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,5,0.03387034684419632,0.25,1.0501614451408385,0.960049706697464,0.4505586072802544,0.9,0.85097416639328,0.90625,0.90625,0.9,0.8968486184232751,0.8968486184232752
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,6,0.042215753346681595,0.30000001192092896,0.8248400270938874,0.7412591636180877,0.4179043650627136,0.9625,0.6631345391273499,0.9375,0.9375,0.9333333333333333,0.9370394593590852,0.9370394593590852
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,7,0.05127338320016861,0.3499999940395355,0.6655936956405639,0.5807456940412521,0.4242399901151657,0.96875,0.5215614885091782,0.93125,0.9312499999999999,0.9266666666666666,0.9253503562714088,0.9253503562714089
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,8,0.06096118688583374,0.4000000059604645,0.5460622578859329,0.45684309899806974,0.44609578102827074,0.9875,0.42148456126451495,0.95625,0.95625,0.9533333333333334,0.9560263204512094,0.9560263204512094
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,9,0.07139528542757034,0.44999998807907104,0.4920521914958954,0.3665289431810379,0.6276161894202232,0.9875,0.3492536276578903,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,10,0.08253674954175949,0.5,0.4089011371135712,0.3028480276465416,0.5302655532956123,0.99375,0.29792761504650117,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,11,0.09440158307552338,0.550000011920929,0.33019797652959826,0.25535188913345336,0.3742304027080536,0.98125,0.2610397361218929,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,12,0.1069667786359787,0.6000000238418579,0.32338511049747465,0.22053065448999404,0.514272278547287,0.99375,0.2319597564637661,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,13,0.12040233612060547,0.6499999761581421,0.2788020119071007,0.19215380847454072,0.43324102088809013,0.9875,0.20891623497009276,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,14,0.13452154397964478,0.699999988079071,0.271305088698864,0.16915546581149102,0.5107481218874454,0.9875,0.18944820687174796,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,15,0.1497688591480255,0.75,0.2329012095928192,0.14856013432145118,0.4217053711414337,1.0,0.17601663954555988,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,16,0.1658816635608673,0.800000011920929,0.19651197642087936,0.13238230645656585,0.3206483505666256,0.99375,0.1641894903033972,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,17,0.18261870741844177,0.8500000238418579,0.21661060005426408,0.11884822696447372,0.4888118654489517,1.0,0.152573000267148,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,18,0.20053927600383759,0.8999999761581421,0.21994132325053214,0.10622296743094921,0.568591758608818,1.0,0.14426721297204495,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_residualsafe_gated_supcon,10,4,19,0.21934852004051208,0.949999988079071,0.17573477253317832,0.09611478336155414,0.39809992983937265,1.0,0.1396027598530054,0.9625,0.9624999999999999,0.96,0.9619264875355871,0.9619264875355871
