dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,1,0.00590607849881053,0.05000000074505806,2.3921381526523167,2.265214432610406,0.634618420071072,0.1,2.06902228196462,0.3,0.30000000000000004,0.21250000000000002,0.29551087745887406,0.29551087745887406
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,2,0.011808610521256924,0.10000000149011612,2.0097620513704086,1.8847286886639065,0.6251667022705079,0.4888888888888889,1.764639875623915,0.5,0.4999999999999999,0.4375,0.4890315669635886,0.48903156696358874
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,3,0.017886672168970108,0.15000000596046448,1.6862905846701728,1.5599638276629977,0.6316335890028212,0.6777777777777778,1.5026095310846965,0.7444444444444445,0.7444444444444445,0.7125,0.721279804643386,0.7212798046433859
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,4,0.024212751537561417,0.20000000298023224,1.4028967804378933,1.2819947441418966,0.6045102165804969,0.8666666666666667,1.2842813544803195,0.7888888888888889,0.788888888888889,0.7625,0.7653191960511985,0.7653191960511985
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,5,0.030781442299485207,0.25,1.176193646589915,1.048005429903666,0.6409411112467448,0.9111111111111111,1.1043926424450345,0.8222222222222222,0.8222222222222223,0.8,0.796973916272162,0.7969739162721619
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,6,0.03764810785651207,0.30000001192092896,0.9739030943976508,0.8544998566309611,0.5970160729355283,0.9222222222222223,0.959551915857527,0.8333333333333334,0.8333333333333334,0.8125,0.8181379374361831,0.8181379374361831
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,7,0.044797204434871674,0.3499999940395355,0.866866742240058,0.6976289987564087,0.8461886710590787,0.9222222222222223,0.8439957539240519,0.8888888888888888,0.8888888888888888,0.875,0.8876536069518526,0.8876536069518526
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,8,0.052310239523649216,0.4000000059604645,0.6817658556832208,0.5726491550604502,0.5455834647019704,0.9333333333333333,0.7518845346238878,0.9,0.8999999999999999,0.8875,0.899989789288035,0.8999897892880349
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,9,0.06018850579857826,0.44999998807907104,0.5840977331002554,0.4695396701494853,0.5727902887596025,0.9555555555555556,0.678827256626553,0.9111111111111111,0.911111111111111,0.9,0.9111287477954144,0.9111287477954145
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,2,10,0.06843830645084381,0.5,0.53130058977339,0.38924386037720576,0.7102836628754934,0.9777777777777777,0.6222383923000759,0.9444444444444444,0.9444444444444444,0.9375,0.9439676632659091,0.943967663265909
