shot,HybridSN-small OA,Spectral Gated QNN OA,Delta OA,HybridSN-small Macro-F1,Spectral Gated QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,71.426576217079,-0.5925778132482074,63.80526208226654,63.540900619240205,-0.26436146302633023,5
