0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1098,1,26,1,0,0,0,0,60,70,145,0,2,4,1
0,37,493,46,1,0,0,0,0,0,192,38,3,0,0,0
0,4,0,213,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,304,37,73,0,2,0,0,18,0,29,0,0
0,0,0,0,1,698,0,0,2,0,2,0,1,3,3,0
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,97,18,22,1,2,0,0,0,653,67,83,0,0,9,0
0,602,44,0,1,29,0,5,1,147,1487,108,1,0,10,0
0,73,74,2,0,0,0,0,0,5,46,345,9,0,2,17
0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0
0,0,0,0,0,2,0,0,2,0,1,0,9,1083,148,0
0,0,0,0,0,6,0,0,0,0,0,2,2,0,356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
