0,1,2,3,4,5,6,7,8
3575,0,22,1273,0,0,0,1256,490
14,15515,908,473,0,283,0,1441,0
0,0,1531,0,0,0,0,438,115
18,107,22,2535,0,3,0,358,6
0,0,0,0,1330,0,0,0,0
0,0,0,0,0,5014,0,0,0
0,0,0,0,0,0,1315,0,0
0,0,31,179,0,0,0,3457,0
0,0,0,0,213,0,0,0,719
