shot,seed,class_id,class_name,support,hybridsn_precision,qnn_precision,delta_precision,hybridsn_recall,qnn_recall,delta_recall,hybridsn_f1,qnn_f1,delta_f1
5,0,13,Woods,1250,0.9547920433996384,0.9428060768543344,-0.011985966545304039,0.8448,0.844,-0.0008000000000000229,0.8964346349745331,0.8906711692697341,-0.00576346570479902
5,0,14,Buildings-Grass-Trees-Drives,371,0.3856353591160221,0.4547872340425531,0.06915187492653102,0.9407008086253368,0.921832884097035,-0.01886792452830177,0.5470219435736677,0.6090828138913624,0.062060870317694694
5,0,15,Stone-Steel-Towers,78,0.5362318840579711,0.4406779661016949,-0.09555391795627616,0.9487179487179488,1.0,0.05128205128205121,0.6851851851851852,0.611764705882353,-0.07342047930283224
5,1,0,Alfalfa,33,0.3928571428571428,0.4230769230769231,0.03021978021978028,1.0,1.0,0.0,0.5641025641025641,0.5945945945945946,0.03049203049203053
5,1,1,Corn-notill,1413,0.7829888712241654,0.7663622526636226,-0.016626618560542816,0.697098372257608,0.7126680820948337,0.01556970983722572,0.7375514788468738,0.7385405207187385,0.0009890418718647709
5,1,2,Corn-mintill,815,0.5714285714285714,0.4341801385681293,-0.13724843286044208,0.3730061349693251,0.2306748466257668,-0.14233128834355832,0.451373422420193,0.3012820512820512,-0.1500913711381418
5,1,3,Corn,222,0.4365079365079365,0.376753507014028,-0.05975442949390852,0.990990990990991,0.8468468468468469,-0.14414414414414412,0.6060606060606061,0.521497919556172,-0.0845626865044341
5,1,4,Grass-pasture,468,0.7338129496402878,0.782608695652174,0.04879574601188619,0.6538461538461539,0.6538461538461539,0.0,0.6915254237288135,0.7124563445867288,0.02093092085791526
5,1,5,Grass-trees,715,0.8031784841075794,0.7291666666666666,-0.07401181744091279,0.9188811188811188,0.93006993006993,0.01118881118881121,0.8571428571428571,0.8174554394591272,-0.03968741768372985
5,1,6,Grass-pasture-mowed,19,0.1979166666666666,0.25,0.0520833333333334,1.0,1.0,0.0,0.3304347826086956,0.4,0.06956521739130445
5,1,7,Hay-windrowed,463,0.8638059701492538,0.8903846153846153,0.026578645235361575,1.0,1.0,0.0,0.9269269269269268,0.9420142421159716,0.015087315189044825
5,1,8,Oats,12,0.1428571428571428,0.1411764705882353,-0.0016806722689075015,1.0,1.0,0.0,0.25,0.2474226804123711,-0.0025773195876289123
5,1,9,Soybean-notill,957,0.8530927835051546,0.713170731707317,-0.13992205179783757,0.6917450365726228,0.7638453500522466,0.07210031347962387,0.7639930755914599,0.7376387487386479,-0.026354326852812027
5,1,10,Soybean-mintill,2440,0.8447300771208226,0.9146634615384616,0.06993338441763897,0.6733606557377049,0.6237704918032787,-0.04959016393442617,0.7493728620296465,0.7417153996101364,-0.007657462419510042
5,1,11,Soybean-clean,578,0.5085536547433903,0.6190476190476191,0.11049396430422875,0.5657439446366782,0.4948096885813148,-0.07093425605536341,0.5356265356265356,0.55,0.014373464373464429
5,1,12,Wheat,190,0.3941908713692946,0.3689320388349514,-0.02525883253434319,1.0,1.0,0.0,0.5654761904761905,0.5390070921985816,-0.026469098277608905
5,1,13,Woods,1250,0.9733806566104702,0.9233333333333332,-0.05004732327713701,0.8776,0.8864,0.008799999999999919,0.923012200252419,0.9044897959183672,-0.018522404334051834
5,1,14,Buildings-Grass-Trees-Drives,371,0.644404332129964,0.5365497076023392,-0.10785462452762473,0.9622641509433962,0.9892183288409704,0.02695417789757415,0.7718918918918919,0.6957345971563981,-0.07615729473549382
5,1,15,Stone-Steel-Towers,78,0.4642857142857143,0.4698795180722891,0.005593803786574814,1.0,1.0,0.0,0.6341463414634146,0.639344262295082,0.005197920831667369
5,2,0,Alfalfa,33,0.2119205298013245,0.2142857142857142,0.0023651844843896874,0.9696969696969696,1.0,0.030303030303030387,0.3478260869565217,0.3529411764705882,0.005115089514066529
5,2,1,Corn-notill,1413,0.8574108818011257,0.8130252100840336,-0.04438567171709207,0.3234253361641896,0.2738853503184713,-0.04953998584571834,0.4696813977389517,0.4097406034939121,-0.059940794245039564
5,2,2,Corn-mintill,815,0.3907427341227126,0.5048231511254019,0.11408041700268928,0.4453987730061349,0.5779141104294478,0.13251533742331295,0.4162844036697247,0.5389016018306636,0.12261719816093891
5,2,3,Corn,222,0.964467005076142,0.9403669724770642,-0.02410003259907778,0.8558558558558559,0.9234234234234234,0.06756756756756754,0.9069212410501192,0.9318181818181818,0.024896940768062592
5,2,4,Grass-pasture,468,0.8719806763285024,0.8844339622641509,0.01245328593564854,0.7713675213675214,0.8012820512820513,0.02991452991452992,0.81859410430839,0.8408071748878924,0.022213070579502392
5,2,5,Grass-trees,715,0.8733766233766234,0.9104477611940298,0.03707113781740645,0.7524475524475525,0.7678321678321678,0.01538461538461533,0.8084147257700977,0.8330804248861912,0.02466569911609351
5,2,6,Grass-pasture-mowed,19,0.240506329113924,0.25,0.009493670886076,1.0,1.0,0.0,0.3877551020408163,0.4,0.01224489795918371
5,2,7,Hay-windrowed,463,0.8819047619047619,0.8605947955390335,-0.02130996636572835,1.0,1.0,0.0,0.937246963562753,0.9250749250749252,-0.012172038487827885
5,2,8,Oats,12,0.0670391061452514,0.0718562874251497,0.004817181279898303,1.0,1.0,0.0,0.1256544502617801,0.1340782122905028,0.008423762028722692
5,2,9,Soybean-notill,957,0.8086185044359949,0.7427937915742794,-0.06582471286171554,0.6666666666666666,0.7001044932079414,0.03343782654127481,0.7308132875143184,0.7208176438945669,-0.00999564361975147
5,2,10,Soybean-mintill,2440,0.8292134831460675,0.8220035778175313,-0.007209905328536159,0.7561475409836066,0.7532786885245901,-0.002868852459016469,0.7909967845659164,0.786142001710864,-0.004854782855052364
5,2,11,Soybean-clean,578,0.5032894736842105,0.4826589595375722,-0.0206305141466383,0.2647058823529412,0.2889273356401384,0.024221453287197214,0.3469387755102041,0.3614718614718614,0.01453308596165731
5,2,12,Wheat,190,0.4279279279279279,0.5993690851735016,0.17144115724557374,1.0,1.0,0.0,0.5993690851735016,0.7495069033530573,0.15013781817955563
5,2,13,Woods,1250,0.8426183844011143,0.7941176470588235,-0.04850073734229077,0.968,0.9504,-0.01759999999999995,0.9009679821295606,0.8652585579024035,-0.03570942422715717
5,2,14,Buildings-Grass-Trees-Drives,371,0.4302325581395348,0.4843342036553524,0.05410164551581759,0.9973045822102424,1.0,0.0026954177897575704,0.6011372867587328,0.6525945470536499,0.05145726029491715
5,2,15,Stone-Steel-Towers,78,0.227405247813411,0.2096774193548387,-0.01772782845857232,1.0,1.0,0.0,0.3705463182897862,0.3466666666666667,-0.023879651623119502
5,3,0,Alfalfa,33,0.3203883495145631,0.336734693877551,0.01634634436298793,1.0,1.0,0.0,0.4852941176470588,0.5038167938931297,0.0185226762460709
5,3,1,Corn-notill,1413,0.9017580144777664,0.9152941176470588,0.013536103169292435,0.6171266808209483,0.5506015569709837,-0.06652512384996467,0.7327731092436974,0.687582854617764,-0.0451902546259334
5,3,2,Corn-mintill,815,0.3102362204724409,0.2854851643945469,-0.024751056077894018,0.4834355828220859,0.4368098159509202,-0.04662576687116565,0.3779376498800959,0.3452958292919496,-0.03264182058814635
5,3,3,Corn,222,0.8825910931174089,0.859375,-0.02321609311740891,0.981981981981982,0.990990990990991,0.009009009009008917,0.929637526652452,0.9205020920502092,-0.009135434602242865
5,3,4,Grass-pasture,468,0.5763888888888888,0.6332703213610587,0.05688143247216981,0.7094017094017094,0.7158119658119658,0.0064102564102563875,0.6360153256704981,0.6720160481444333,0.036000722473935154
5,3,5,Grass-trees,715,0.751357220412595,0.7549668874172185,0.003609667004623507,0.967832167832168,0.9566433566433566,-0.01118881118881132,0.8459657701711492,0.8439235040098705,-0.002042266161278672
5,3,6,Grass-pasture-mowed,19,0.3653846153846153,0.3877551020408163,0.022370486656201005,1.0,1.0,0.0,0.5352112676056338,0.5588235294117647,0.023612261806130963
5,3,7,Hay-windrowed,463,1.0,1.0,0.0,0.9870410367170628,0.9978401727861772,0.010799136069114423,0.9934782608695653,0.9989189189189188,0.005440658049353564
5,3,8,Oats,12,0.1132075471698113,0.0869565217391304,-0.02625102543068089,1.0,1.0,0.0,0.2033898305084746,0.16,-0.043389830508474586
5,3,9,Soybean-notill,957,0.75,0.7239199157007377,-0.02608008429926234,0.6927899686520376,0.7178683385579937,0.025078369905956133,0.7202607278652906,0.720881427072403,0.0006206992071123851
5,3,10,Soybean-mintill,2440,0.9391741071428572,0.9421221864951768,0.0029480793523195548,0.6897540983606557,0.7204918032786886,0.03073770491803285,0.7953686200378072,0.8165350673478867,0.02116644731007955
5,3,11,Soybean-clean,578,0.8164556962025317,0.7272727272727273,-0.08918296892980437,0.4463667820069204,0.4844290657439446,0.038062283737024194,0.5771812080536913,0.5815160955347871,0.004334887481095784
5,3,12,Wheat,190,0.2567567567567567,0.290519877675841,0.03376312091908429,1.0,1.0,0.0,0.4086021505376344,0.4502369668246445,0.0416348162870101
5,3,13,Woods,1250,0.9856194690265486,0.9812775330396476,-0.004341935986901024,0.7128,0.7128,0.0,0.8272980501392758,0.8257645968489342,-0.001533453290341602
5,3,14,Buildings-Grass-Trees-Drives,371,0.967741935483871,0.883054892601432,-0.084687042882439,0.9703504043126684,0.9973045822102424,0.02695417789757404,0.9690444145356664,0.9367088607594936,-0.03233555377617281
5,3,15,Stone-Steel-Towers,78,0.2460567823343848,0.2532467532467532,0.007189970912368421,1.0,1.0,0.0,0.3949367088607595,0.4041450777202072,0.009208368859447702
5,4,0,Alfalfa,33,0.12890625,0.1346938775510204,0.005787627551020413,1.0,1.0,0.0,0.2283737024221453,0.237410071942446,0.009036369520300708
5,4,1,Corn-notill,1413,0.6654411764705882,0.738569753810082,0.07312857733949385,0.5123849964614295,0.445859872611465,-0.06652512384996456,0.578968412634946,0.556045895851721,-0.02292251678322499
5,4,2,Corn-mintill,815,0.9022556390977444,0.8615384615384616,-0.040717177559282836,0.4417177914110429,0.5496932515337424,0.10797546012269948,0.5930807248764415,0.6711610486891386,0.07808032381269714
5,4,3,Corn,222,0.7062937062937062,0.639344262295082,-0.06694944399862424,0.90990990990991,0.8783783783783784,-0.031531531531531654,0.7952755905511811,0.7400379506641366,-0.055237639887044554
5,4,4,Grass-pasture,468,0.6853448275862069,0.6631578947368421,-0.022186932849364793,0.6794871794871795,0.6730769230769231,-0.0064102564102563875,0.6824034334763949,0.6680805938494168,-0.014322839626978112
5,4,5,Grass-trees,715,0.7901554404145078,0.8103896103896104,0.020234169975102634,0.8531468531468531,0.8727272727272727,0.01958041958041956,0.82044384667115,0.8404040404040404,0.019960193732890374
5,4,6,Grass-pasture-mowed,19,0.3064516129032258,0.2878787878787879,-0.01857282502443791,1.0,1.0,0.0,0.4691358024691358,0.4470588235294118,-0.02207697893972399
5,4,7,Hay-windrowed,463,0.8357400722021661,0.7982758620689655,-0.03746421013320056,1.0,1.0,0.0,0.9105211406096362,0.887823585810163,-0.02269755479947322
5,4,8,Oats,12,0.1081081081081081,0.1538461538461538,0.0457380457380457,1.0,0.8333333333333334,-0.16666666666666663,0.1951219512195122,0.2597402597402597,0.06461830852074751
5,4,9,Soybean-notill,957,0.8112745098039216,0.8250303766707169,0.013755866866795308,0.6917450365726228,0.709508881922675,0.017763845350052265,0.7467569091934574,0.7629213483146068,0.0161644391211494
5,4,10,Soybean-mintill,2440,0.8729005901044031,0.855840927920464,-0.017059662183939173,0.7881147540983606,0.8467213114754099,0.05860655737704923,0.8283437432694378,0.8512566955088586,0.022912952239420803
5,4,11,Soybean-clean,578,0.659942363112392,0.6362275449101796,-0.02371481820221233,0.7923875432525952,0.7352941176470589,-0.05709342560553632,0.720125786163522,0.6821829855537721,-0.03794280060974986
5,4,12,Wheat,190,0.3119868637110016,0.4513064133016627,0.13931954959066112,1.0,1.0,0.0,0.4755944931163955,0.6219312602291326,0.14633676711273708
5,4,13,Woods,1250,0.995656894679696,0.976112920738328,-0.019543973941367976,0.7336,0.7192,-0.01440000000000008,0.8447719944725933,0.8281897742975587,-0.016582220175034634
5,4,14,Buildings-Grass-Trees-Drives,371,0.6157894736842106,0.5293276108726752,-0.08646186281153534,0.9460916442048516,0.9973045822102424,0.05121293800539084,0.7460148777895855,0.6915887850467289,-0.05442609274285659
5,4,15,Stone-Steel-Towers,78,0.3561643835616438,0.3768844221105528,0.02072003854890897,1.0,0.9615384615384616,-0.038461538461538436,0.5252525252525253,0.5415162454873647,0.01626372023483935
10,0,0,Alfalfa,29,0.2871287128712871,0.2612612612612612,-0.025867451610025904,1.0,1.0,0.0,0.4461538461538462,0.4142857142857143,-0.031868131868131866
10,0,1,Corn-notill,1408,0.7874015748031497,0.7879282218597063,0.000526647056556695,0.7102272727272727,0.6860795454545454,-0.024147727272727293,0.7468259895444361,0.7334851936218679,-0.013340795922568205
10,0,2,Corn-mintill,810,0.7932692307692307,0.9309352517985612,0.13766602102933045,0.8148148148148148,0.7987654320987654,-0.016049382716049387,0.8038976857490865,0.8598006644518272,0.05590297870274075
10,0,3,Corn,217,0.7824427480916031,0.819672131147541,0.037229383055937926,0.9447004608294932,0.9216589861751152,-0.023041474654378002,0.8559498956158664,0.8676789587852495,0.011729063169383047
10,0,4,Grass-pasture,463,0.941031941031941,0.8818181818181818,-0.059213759213759154,0.8272138228941684,0.838012958963283,0.010799136069114534,0.8804597701149425,0.8593576965669989,-0.02110207354794358
10,0,5,Grass-trees,710,0.8181818181818182,0.8492791612057667,0.03109734302394851,0.9253521126760564,0.9126760563380282,-0.012676056338028263,0.8684732319894249,0.879837067209776,0.011363835220351004
10,0,6,Grass-pasture-mowed,15,0.2272727272727272,0.2272727272727272,0.0,1.0,1.0,0.0,0.3703703703703703,0.3703703703703703,0.0
10,0,7,Hay-windrowed,458,0.9934924078091106,0.9956521739130436,0.0021597661039329807,1.0,1.0,0.0,0.9967355821545156,0.9978213507625272,0.0010857686080115725
10,0,8,Oats,8,0.1428571428571428,0.1272727272727272,-0.01558441558441559,1.0,0.875,-0.125,0.25,0.2222222222222222,-0.02777777777777779
10,0,9,Soybean-notill,952,0.7909875359539789,0.7457322551662174,-0.04525528078776142,0.8665966386554622,0.8718487394957983,0.005252100840336116,0.8270676691729323,0.8038740920096852,-0.023193577163247103
10,0,10,Soybean-mintill,2435,0.9299287410926366,0.9324324324324323,0.002503691339795777,0.6431211498973306,0.6517453798767967,0.008624229979466103,0.7603787327021122,0.7672226250906454,0.006843892388533224
10,0,11,Soybean-clean,573,0.5457570715474209,0.4404945904173106,-0.10526248113011033,0.5724258289703316,0.4973821989528796,-0.07504363001745196,0.5587734241908007,0.4672131147540984,-0.09156030943670229
10,0,12,Wheat,185,0.7283464566929134,0.7034220532319392,-0.024924403460974243,1.0,1.0,0.0,0.8428246013667426,0.8258928571428571,-0.016931744223885548
10,0,13,Woods,1245,0.967741935483871,0.9642537980339588,-0.0034881374499121653,0.8433734939759037,0.8666666666666667,0.02329317269076303,0.9012875536480688,0.912859560067682,0.011572006419613201
10,0,14,Buildings-Grass-Trees-Drives,366,0.4444444444444444,0.4375,-0.00694444444444442,0.994535519125683,0.9754098360655736,-0.019125683060109422,0.6143459915611814,0.6040609137055838,-0.010285077855597624
10,0,15,Stone-Steel-Towers,73,0.3596059113300492,0.3215859030837004,-0.038020008246348824,1.0,1.0,0.0,0.5289855072463768,0.4866666666666667,-0.04231884057971014
10,1,0,Alfalfa,29,0.1790123456790123,0.2396694214876033,0.060657075808591004,1.0,1.0,0.0,0.3036649214659686,0.3866666666666666,0.08300174520069803
10,1,1,Corn-notill,1408,0.7646536412078153,0.763681592039801,-0.0009720491680142995,0.6115056818181818,0.6541193181818182,0.042613636363636465,0.6795580110497238,0.7046671767406274,0.0251091656909036
10,1,2,Corn-mintill,810,0.5810663764961915,0.6630303030303031,0.08196392653411155,0.6592592592592592,0.6753086419753086,0.016049382716049387,0.6176980913823019,0.6691131498470948,0.051415058464792884
10,1,3,Corn,217,0.6536144578313253,0.6182336182336182,-0.0353808395977071,1.0,1.0,0.0,0.7905282331511839,0.7640845070422535,-0.02644372610893042
10,1,4,Grass-pasture,463,0.9151515151515152,0.9869281045751634,0.07177658942364828,0.652267818574514,0.652267818574514,0.0,0.7616645649432535,0.7854356306892067,0.023771065745953224
10,1,5,Grass-trees,710,0.8020050125313283,0.7764423076923077,-0.025562704839020567,0.9014084507042254,0.9098591549295776,0.008450704225352212,0.8488063660477454,0.8378728923476005,-0.010933473700144858
10,1,6,Grass-pasture-mowed,15,0.2083333333333333,0.2083333333333333,0.0,1.0,1.0,0.0,0.3448275862068966,0.3448275862068966,0.0
10,1,7,Hay-windrowed,458,0.8910505836575876,0.9105367793240556,0.01948619566646803,1.0,1.0,0.0,0.9423868312757202,0.9531737773152964,0.010786946039576195
10,1,8,Oats,8,0.1702127659574468,0.1212121212121212,-0.0490006447453256,1.0,1.0,0.0,0.2909090909090909,0.2162162162162162,-0.0746928746928747
10,1,9,Soybean-notill,952,0.6280623608017817,0.6661115736885929,0.03804921288681118,0.8886554621848739,0.8403361344537815,-0.048319327731092376,0.7359721618094824,0.7431490942870413,0.007176932477558906
10,1,10,Soybean-mintill,2435,0.984005118362124,0.984660766961652,0.000655648599527936,0.6316221765913758,0.6854209445585215,0.05379876796714578,0.7693846923461731,0.8082324455205812,0.03884775317440803
10,1,11,Soybean-clean,573,0.7510373443983402,0.7966804979253111,0.0456431535269709,0.631762652705061,0.6701570680628273,0.03839441535776622,0.6862559241706161,0.7279620853080568,0.041706161137440745
10,1,12,Wheat,185,0.5240793201133145,0.5211267605633803,-0.0029525595499342305,1.0,1.0,0.0,0.6877323420074349,0.6851851851851852,-0.0025471568222497076
10,1,13,Woods,1245,0.9461172741679872,0.9243697478991596,-0.02174752626882759,0.9590361445783132,0.9718875502008032,0.012851405622489986,0.9525329078579976,0.9475332811276428,-0.004999626730354811
10,1,14,Buildings-Grass-Trees-Drives,366,0.6917148362235067,0.7059961315280464,0.014281295304539698,0.9808743169398908,0.9972677595628416,0.016393442622950838,0.8112994350282486,0.8267270668176671,0.015427631789418417
10,1,15,Stone-Steel-Towers,73,0.6033057851239669,0.6886792452830188,0.0853734601590519,1.0,1.0,0.0,0.7525773195876289,0.8156424581005587,0.06306513851292983
10,2,0,Alfalfa,29,0.4084507042253521,0.4202898550724637,0.011839150847111568,1.0,1.0,0.0,0.58,0.5918367346938775,0.011836734693877582
10,2,1,Corn-notill,1408,0.8124076809453471,0.796398891966759,-0.01600878897858815,0.78125,0.8167613636363636,0.035511363636363646,0.7965242577842143,0.8064516129032258,0.009927355119011438
10,2,2,Corn-mintill,810,0.7475083056478405,0.9603960396039604,0.21288773395611982,0.8333333333333334,0.8382716049382716,0.004938271604938205,0.7880910683012259,0.8951878707976269,0.10709680249640097
10,2,3,Corn,217,0.995260663507109,0.8765432098765432,-0.11871745363056574,0.967741935483871,0.9815668202764976,0.013824884792626557,0.9813084112149532,0.9260869565217392,-0.055221454693213934
10,2,4,Grass-pasture,463,0.9175946547884188,0.9454976303317536,0.027902975543334763,0.8898488120950324,0.8617710583153347,-0.02807775377969768,0.9035087719298246,0.9016949152542372,-0.001813856675587422
10,2,5,Grass-trees,710,0.899488926746167,0.9207119741100324,0.021223047363865377,0.7436619718309859,0.8014084507042254,0.05774647887323947,0.8141865844255975,0.8569277108433735,0.04274112641777594
10,2,6,Grass-pasture-mowed,15,0.4166666666666667,0.2941176470588235,-0.1225490196078432,1.0,1.0,0.0,0.5882352941176471,0.4545454545454545,-0.1336898395721926
10,2,7,Hay-windrowed,458,0.9913419913419912,0.94824016563147,-0.043101825710521235,1.0,1.0,0.0,0.9956521739130436,0.973432518597237,-0.022219655315806608
10,2,8,Oats,8,0.0432432432432432,0.0473372781065088,0.004094034863265601,1.0,1.0,0.0,0.082901554404145,0.0903954802259887,0.007493925821843703
10,2,9,Soybean-notill,952,0.8638392857142857,0.8904109589041096,0.026571673189823897,0.8130252100840336,0.819327731092437,0.006302521008403339,0.8376623376623377,0.8533916849015317,0.015729347239194058
10,2,10,Soybean-mintill,2435,0.968861664114344,0.9632796780684104,-0.005581986045933629,0.7794661190965092,0.7864476386036962,0.006981519507186951,0.863905325443787,0.8659281030974452,0.0020227776536582143
10,2,11,Soybean-clean,573,0.8729729729729729,0.8487179487179487,-0.024255024255024238,0.5636998254799301,0.5776614310645725,0.013961605584642323,0.6850477200424178,0.6874350986500519,0.0023873786076341608
10,2,12,Wheat,185,0.6423611111111112,0.7974137931034483,0.15505268199233713,1.0,1.0,0.0,0.7822410147991543,0.8872901678657075,0.10504915306655316
10,2,13,Woods,1245,0.899184581171238,0.8808327351040919,-0.018351846067146127,0.97429718875502,0.9855421686746988,0.011244979919678766,0.9352351580570548,0.9302501895375284,-0.004984968519526456
10,2,14,Buildings-Grass-Trees-Drives,366,0.6332179930795848,0.5960912052117264,-0.03712678786785839,1.0,1.0,0.0,0.7754237288135594,0.746938775510204,-0.02848495330335532
10,2,15,Stone-Steel-Towers,73,0.2931726907630522,0.2943548387096774,0.0011821479466251894,1.0,1.0,0.0,0.453416149068323,0.454828660436137,0.0014125113678140067
10,3,0,Alfalfa,29,0.1736526946107784,0.1779141104294478,0.004261415818669401,1.0,1.0,0.0,0.2959183673469387,0.3020833333333333,0.006164965986394599
10,3,1,Corn-notill,1408,0.6592071611253197,0.8057722308892356,0.1465650697639158,0.7322443181818182,0.7336647727272727,0.0014204545454544748,0.6938088829071333,0.7680297397769517,0.07422085686981839
10,3,2,Corn-mintill,810,0.9319470699432892,0.7776261937244202,-0.15432087621886903,0.608641975308642,0.7037037037037037,0.09506172839506177,0.736370425690814,0.7388204795852236,0.002450053894409554
10,3,3,Corn,217,0.7667844522968198,0.8157894736842105,0.04900502138739071,1.0,1.0,0.0,0.868,0.8985507246376812,0.03055072463768116
10,3,4,Grass-pasture,463,0.9026128266033254,0.9282296650717704,0.02561683846844498,0.8207343412526998,0.838012958963283,0.017278617710583144,0.8597285067873304,0.8808172531214529,0.0210887463341225
10,3,5,Grass-trees,710,0.7491961414790996,0.7384453781512605,-0.010750763327839086,0.9845070422535211,0.9901408450704224,0.00563380281690129,0.8508825319537432,0.8459687123947052,-0.004913819559038024
10,3,6,Grass-pasture-mowed,15,0.2631578947368421,0.2941176470588235,0.030959752321981393,1.0,1.0,0.0,0.4166666666666667,0.4545454545454545,0.03787878787878779
10,3,7,Hay-windrowed,458,0.921529175050302,0.9404517453798767,0.018922570329574784,1.0,1.0,0.0,0.9591623036649216,0.9693121693121692,0.010149865647247625
10,3,8,Oats,8,0.2051282051282051,0.2,-0.005128205128205082,1.0,1.0,0.0,0.3404255319148936,0.3333333333333333,-0.007092198581560294
10,3,9,Soybean-notill,952,0.7315436241610739,0.6720890410958904,-0.059454583065183475,0.8014705882352942,0.8245798319327731,0.02310924369747891,0.7649122807017544,0.7405660377358491,-0.024346242965905374
10,3,10,Soybean-mintill,2435,0.9411111111111112,0.947457627118644,0.0063465160075327764,0.6956878850102669,0.6887063655030801,-0.00698151950718684,0.8,0.7976218787158145,-0.0023781212841855748
10,3,11,Soybean-clean,573,0.8704103671706264,0.8620689655172413,-0.008341401653385039,0.7033158813263525,0.6980802792321117,-0.005235602094240788,0.777992277992278,0.7714561234329798,-0.006536154559298235
10,3,12,Wheat,185,0.4742268041237113,0.6146179401993356,0.14039113607562426,0.9945945945945946,1.0,0.00540540540540535,0.6422338568935427,0.7613168724279835,0.11908301553444078
10,3,13,Woods,1245,0.9945105215004576,0.9894644424934153,-0.005046079007042348,0.8730923694779117,0.9052208835341364,0.032128514056224744,0.9298545765611634,0.945469798657718,0.015615222096554526
10,3,14,Buildings-Grass-Trees-Drives,366,0.7218934911242604,0.6703296703296703,-0.0515638207945901,1.0,1.0,0.0,0.8384879725085911,0.8026315789473685,-0.03585639356122261
10,3,15,Stone-Steel-Towers,73,0.4478527607361963,0.4311377245508982,-0.01671503618529807,1.0,0.9863013698630136,-0.013698630136986356,0.6186440677966102,0.6,-0.01864406779661021
10,4,0,Alfalfa,29,0.3670886075949367,0.3152173913043478,-0.05187121629058894,1.0,1.0,0.0,0.5370370370370371,0.4793388429752066,-0.057698194061830466
10,4,1,Corn-notill,1408,0.7922457937088515,0.8498263888888888,0.05758059518003733,0.7691761363636364,0.6953125,-0.07386363636363635,0.7805405405405406,0.76484375,-0.015696790540540517
10,4,2,Corn-mintill,810,0.6889897843359818,0.7080378250591016,0.01904804072311983,0.7493827160493827,0.7395061728395061,-0.00987654320987652,0.7179183914843288,0.7234299516908212,0.005511560206492461
10,4,3,Corn,217,0.7455830388692579,0.6426426426426426,-0.10294039622661533,0.9723502304147466,0.9861751152073732,0.013824884792626668,0.844,0.7781818181818182,-0.06581818181818178
10,4,4,Grass-pasture,463,0.9041095890410958,0.8924485125858124,-0.01166107645528347,0.8552915766738661,0.8423326133909287,-0.012958963282937441,0.8790233074361821,0.8666666666666667,-0.01235664076951537
10,4,5,Grass-trees,710,0.8417639429312581,0.8394904458598726,-0.0022734970713854663,0.9140845070422536,0.928169014084507,0.014084507042253391,0.8764348413234301,0.8816053511705686,0.005170509847138516
10,4,6,Grass-pasture-mowed,15,0.3658536585365853,0.3409090909090909,-0.02494456762749442,1.0,1.0,0.0,0.5357142857142857,0.5084745762711864,-0.02723970944309928
