0,1,2,3,4,5,6,7,8
5859,0,164,211,0,0,0,377,0
536,15017,7,475,292,1445,0,857,0
0,0,1863,0,0,0,0,174,42
542,0,131,2104,0,0,0,255,12
0,0,0,0,1263,0,0,0,62
0,496,0,0,0,4510,0,0,3
0,0,0,0,0,2,1308,0,0
262,0,33,2,0,0,0,3365,0
0,0,6,0,59,0,26,3,833
