shot,seed,epoch,train_loss,train_ce_loss,train_proto_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
10,4,1,2.7765380859375,2.7716434955596925,0.024472922086715698,0.09375,2.443217824882185,0.2887323943661972,0.25625,0.2383430695698353,0.2000619676022902,0.22542193532652416
10,4,2,2.2082717299461363,2.204035520553589,0.02118107439018786,0.38125,2.0053080706529216,0.5070422535211268,0.45,0.46986666666666665,0.37533253783253784,0.4229099017831412
10,4,3,1.73213449716568,1.7285675168037415,0.01783487098291516,0.59375,1.638446205098864,0.6549295774647887,0.6607142857142858,0.6298936170212766,0.6030248199656094,0.593677133892108
10,4,4,1.3224888682365417,1.319305956363678,0.015914488257840274,0.75625,1.3385060169327427,0.7535211267605634,0.7758928571428572,0.7357928871405028,0.735146328690379,0.7234043140173284
10,4,5,0.9856432318687439,0.9828223586082458,0.014104301342740655,0.9375,1.1020731036092195,0.8380281690140845,0.8535714285714285,0.8264612114771519,0.826464950448663,0.8270027610689158
10,4,6,0.719052505493164,0.716519570350647,0.012664697365835309,0.975,0.9182807576488441,0.8661971830985915,0.88125,0.8566418703506907,0.8575286185048181,0.8591871757800769
10,4,7,0.520324781537056,0.5180463254451751,0.011392293823882937,1.0,0.7846071938393822,0.8732394366197183,0.8875,0.8641870350690755,0.8642547140467032,0.8667658749822009
10,4,8,0.3768687069416046,0.3748519361019135,0.010083835525438189,1.0,0.69364835846592,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,9,0.2820123672485352,0.2801606670022011,0.009258510451763869,1.0,0.6332428547698008,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,10,0.21639356017112732,0.21466587632894515,0.008638414880260825,1.0,0.5910002303795076,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,11,0.17161262780427933,0.16997730135917663,0.008176618255674839,1.0,0.5636642453536181,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,12,0.13992668315768242,0.1383952535688877,0.00765714249573648,1.0,0.5460392022636574,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,13,0.11667529121041298,0.11520874202251434,0.007332745031453669,1.0,0.5332368116983226,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,14,0.09951472729444504,0.09809409081935883,0.007103178999386728,1.0,0.5242699863205493,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,15,0.08609475716948509,0.08472542986273765,0.0068466386292129755,1.0,0.5182671668663831,0.8802816901408451,0.89375,0.8717117500132858,0.8733233414976835,0.875575596053728
10,4,16,0.07538996636867523,0.07407061606645585,0.00659675532951951,1.0,0.5136963187808722,0.8802816901408451,0.89375,0.8717117500132858,0.8729092628227353,0.8751090285326596
10,4,17,0.06682131737470627,0.06553896814584732,0.006411748775281012,1.0,0.5109643743071758,0.8802816901408451,0.89375,0.8717117500132858,0.8726273079355173,0.8747913328850899
10,4,18,0.05975641049444676,0.05851120203733444,0.006226044194772839,1.0,0.5089920276487377,0.8802816901408451,0.89375,0.8717117500132858,0.8726273079355173,0.8747913328850899
