dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,high_confidence_guard_mode,guard_floor,guard_tau,guard_temperature,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_mean_guard,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_confguard_gated_supcon,10,0,1,1.0,1.0,none,0.05,0.35,0.08,3.0407989501953123,2.924482297897339,0.5453741759061813,0.07241867259144782,1.0,0.09375,2.5646050810813903,0.1875,0.1875,0.1333333333333333,0.10962086939417781,0.10962086939417781
salinas,spectral_qnn_confguard_gated_supcon,10,0,2,1.0,1.0,none,0.05,0.35,0.08,2.436610960960388,2.323762762546539,0.5266775250434875,0.07512707859277726,1.0,0.26875,2.036762368679047,0.4,0.4,0.36,0.32427721277154514,0.3242772127715451
salinas,spectral_qnn_confguard_gated_supcon,10,0,3,1.0,1.0,none,0.05,0.35,0.08,1.9601057410240172,1.8263936638832092,0.6219838052988053,0.09315337464213372,1.0,0.51875,1.5939242959022522,0.74375,0.74375,0.7266666666666667,0.6835219430328126,0.6835219430328126
salinas,spectral_qnn_confguard_gated_supcon,10,0,4,1.0,1.0,none,0.05,0.35,0.08,1.522768461704254,1.4087740063667298,0.5086453184485435,0.12265390381217003,1.0,0.76875,1.232428377866745,0.84375,0.84375,0.8333333333333334,0.8064449917898194,0.8064449917898194
salinas,spectral_qnn_confguard_gated_supcon,10,0,5,1.0,1.0,none,0.05,0.35,0.08,1.1841170251369477,1.0778073608875274,0.4522054374217987,0.15868571698665618,1.0,0.86875,0.9435653686523438,0.875,0.875,0.8666666666666667,0.849978724978725,0.849978724978725
salinas,spectral_qnn_confguard_gated_supcon,10,0,6,1.0,1.0,none,0.05,0.35,0.08,0.9643202781677246,0.8180438220500946,0.6334949135780334,0.19577451348304747,1.0,0.8875,0.7283433228731155,0.9125,0.9125,0.9066666666666666,0.9103768318921771,0.9103768318921771
salinas,spectral_qnn_confguard_gated_supcon,10,0,7,1.0,1.0,none,0.05,0.35,0.08,0.744689404964447,0.627262532711029,0.47228595465421674,0.22969676703214645,1.0,0.925,0.5722901076078415,0.91875,0.91875,0.9133333333333333,0.9121561917614549,0.9121561917614549
salinas,spectral_qnn_confguard_gated_supcon,10,0,8,1.0,1.0,none,0.05,0.35,0.08,0.6100087642669678,0.48701106905937197,0.48551027327775953,0.25895642340183256,1.0,0.95625,0.46233978271484377,0.93125,0.9312499999999999,0.9266666666666666,0.9287541771094402,0.9287541771094403
salinas,spectral_qnn_confguard_gated_supcon,10,0,9,1.0,1.0,none,0.05,0.35,0.08,0.49671690464019774,0.38418199121952057,0.42116459012031554,0.283019894361496,1.0,0.96875,0.3866749778389931,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,10,1.0,1.0,none,0.05,0.35,0.08,0.4765812337398529,0.3175715819001198,0.64571473300457,0.29866701662540435,1.0,0.96875,0.33344530165195463,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,11,1.0,1.0,none,0.05,0.35,0.08,0.3914196342229843,0.2650094822049141,0.4775434583425522,0.3090145915746689,1.0,0.9625,0.29135618582367895,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,12,1.0,1.0,none,0.05,0.35,0.08,0.36807296574115755,0.22810747027397155,0.5436259895563126,0.31240294575691224,1.0,0.975,0.26967992931604384,0.925,0.9249999999999999,0.92,0.9208375104427735,0.9208375104427736
salinas,spectral_qnn_confguard_gated_supcon,10,0,13,1.0,1.0,none,0.05,0.35,0.08,0.3193665027618408,0.1978292316198349,0.45174812227487565,0.3118764579296112,1.0,0.975,0.24111305326223373,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,14,1.0,1.0,none,0.05,0.35,0.08,0.30838020145893097,0.17636098638176917,0.5064210131764412,0.3073501229286194,1.0,0.96875,0.22665833085775375,0.925,0.925,0.92,0.9243373585478848,0.9243373585478848
salinas,spectral_qnn_confguard_gated_supcon,10,0,15,1.0,1.0,none,0.05,0.35,0.08,0.27496384978294375,0.15553655475378036,0.4466070145368576,0.30105887949466703,1.0,0.975,0.21119538992643355,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,16,1.0,1.0,none,0.05,0.35,0.08,0.2729634016752243,0.142572720348835,0.5058711990714073,0.29216442406177523,1.0,0.96875,0.20295332111418246,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,17,1.0,1.0,none,0.05,0.35,0.08,0.26439365446567537,0.1297411099076271,0.5323264464735985,0.28187255859375,1.0,0.98125,0.20275440700352193,0.91875,0.91875,0.9133333333333333,0.9171361908607836,0.9171361908607836
salinas,spectral_qnn_confguard_gated_supcon,10,0,18,1.0,1.0,none,0.05,0.35,0.08,0.2378380313515663,0.11522089838981628,0.47853063195943835,0.26911002546548846,1.0,0.98125,0.1882205244153738,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,19,1.0,1.0,none,0.05,0.35,0.08,0.25114897787570956,0.10781913138926029,0.5894702970981598,0.2543578654527664,1.0,0.98125,0.18318700268864632,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,20,1.0,1.0,none,0.05,0.35,0.08,0.25004651546478274,0.10080528669059277,0.6284841477870942,0.23544401079416274,1.0,0.975,0.18281999677419664,0.925,0.925,0.92,0.9243373585478848,0.9243373585478848
salinas,spectral_qnn_confguard_gated_supcon,10,0,21,1.0,1.0,none,0.05,0.35,0.08,0.24782865941524507,0.09047337025403976,0.6783966541290283,0.2167595386505127,1.0,0.98125,0.17221148442476988,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,22,1.0,1.0,none,0.05,0.35,0.08,0.19055039212107658,0.08261554315686226,0.4403833791613579,0.19858169108629226,1.0,0.99375,0.171897604316473,0.925,0.925,0.92,0.9249686716791979,0.9249686716791979
salinas,spectral_qnn_confguard_gated_supcon,10,0,23,1.0,1.0,none,0.05,0.35,0.08,0.1984618917107582,0.078883982822299,0.506593930721283,0.1825912281870842,1.0,0.99375,0.17976096626371146,0.925,0.925,0.92,0.9243373585478848,0.9243373585478848
salinas,spectral_qnn_confguard_gated_supcon,10,0,24,1.0,1.0,none,0.05,0.35,0.08,0.17206105217337608,0.06966434791684151,0.42810351103544236,0.1677599996328354,1.0,0.9875,0.1682427316904068,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,25,1.0,1.0,none,0.05,0.35,0.08,0.16187262833118438,0.06447464562952518,0.4095982626080513,0.1547833040356636,1.0,0.99375,0.1690099785104394,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
