dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_gated_supcon,10,1,1,2.3741985850863987,2.1630680455101863,1.0556527137756349,0.2111111111111111,2.078001109759013,0.32222222222222224,0.3222222222222222,0.23750000000000004,0.27650706951782217,0.2765070695178222
pavia_university,spectral_qnn_gated_supcon,10,1,2,1.9950581232706706,1.8067509916093614,0.9415356636047363,0.4888888888888889,1.7817359023623995,0.5222222222222223,0.5222222222222223,0.4624999999999999,0.459481028572321,0.45948102857232087
pavia_university,spectral_qnn_gated_supcon,10,1,3,1.675663709640503,1.50665160285102,0.8450604283147388,0.6888888888888889,1.5359551244311862,0.6555555555555556,0.6555555555555554,0.6125,0.6069475768179048,0.6069475768179049
pavia_university,spectral_qnn_gated_supcon,10,1,4,1.491335113843282,1.259630603260464,1.1585225118531122,0.7333333333333333,1.3268276558982002,0.6666666666666666,0.6666666666666666,0.625,0.6231606943681247,0.6231606943681247
pavia_university,spectral_qnn_gated_supcon,10,1,5,1.2619990017679004,1.048804677857293,1.0659716659122043,0.7333333333333333,1.1537286625968086,0.7222222222222222,0.7222222222222222,0.6875,0.69426648915813,0.6942664891581299
pavia_university,spectral_qnn_gated_supcon,10,1,6,1.1086622503068713,0.8776219156053331,1.1552015622456868,0.8222222222222222,1.0199607425265842,0.7666666666666667,0.7666666666666666,0.7375,0.7679307081761427,0.7679307081761427
pavia_university,spectral_qnn_gated_supcon,10,1,7,0.953494566016727,0.7382329437467787,1.076308048930433,0.8777777777777778,0.9160534448093838,0.7888888888888889,0.788888888888889,0.7625,0.7919782880522326,0.7919782880522326
pavia_university,spectral_qnn_gated_supcon,10,1,8,0.8229040543238322,0.6332885384559631,0.9480775170856052,0.9111111111111111,0.8348560412724813,0.8111111111111111,0.8111111111111111,0.7875,0.8139858028133705,0.8139858028133703
pavia_university,spectral_qnn_gated_supcon,10,1,9,0.7235263559553359,0.5464443220032587,0.8854101803567674,0.9222222222222223,0.7663197053803338,0.8222222222222222,0.8222222222222223,0.8,0.8233910682827091,0.823391068282709
pavia_university,spectral_qnn_gated_supcon,10,1,10,0.64435928662618,0.47519550455941095,0.8458189030488332,0.9222222222222223,0.7145530886120266,0.8222222222222222,0.8222222222222223,0.8,0.8233910682827091,0.823391068282709
pavia_university,spectral_qnn_gated_supcon,10,1,11,0.5864236685964797,0.42019411325454714,0.8311478204197353,0.9333333333333333,0.6740839574072096,0.8222222222222222,0.8222222222222223,0.8,0.8233910682827091,0.823391068282709
pavia_university,spectral_qnn_gated_supcon,10,1,12,0.5745812409453922,0.3747867852449417,0.9989723083045747,0.9333333333333333,0.6397455030017429,0.8222222222222222,0.8222222222222223,0.8,0.8233910682827091,0.823391068282709
pavia_university,spectral_qnn_gated_supcon,10,1,13,0.5076420134968228,0.33937517338328893,0.8413342224227057,0.9444444444444444,0.6127390835020278,0.8333333333333334,0.8333333333333334,0.8125,0.8342186422681779,0.8342186422681779
pavia_university,spectral_qnn_gated_supcon,10,1,14,0.4767877843644884,0.31116010381115805,0.8281383792559306,0.9444444444444444,0.5901713185840183,0.8444444444444444,0.8444444444444444,0.825,0.8450841899758309,0.8450841899758308
pavia_university,spectral_qnn_gated_supcon,10,1,15,0.42389648490481907,0.2823217150237825,0.7078738821877374,0.9555555555555556,0.5691586600409614,0.8444444444444444,0.8444444444444444,0.825,0.8450841899758309,0.8450841899758308
pavia_university,spectral_qnn_gated_supcon,10,1,16,0.4272367901272244,0.2578086468908522,0.8471407386991713,0.9666666666666667,0.5507642560535007,0.8444444444444444,0.8444444444444444,0.825,0.8442657186768103,0.8442657186768103
pavia_university,spectral_qnn_gated_supcon,10,1,17,0.44051952130264704,0.23614081607924567,1.0218935307529238,0.9666666666666667,0.5320162998305427,0.8555555555555555,0.8555555555555555,0.8375,0.85523583170642,0.8552358317064199
pavia_university,spectral_qnn_gated_supcon,10,1,18,0.39970608684751724,0.21706488529841106,0.913205968009101,0.9666666666666667,0.5139848662747277,0.8555555555555555,0.8555555555555555,0.8375,0.85523583170642,0.8552358317064199
pavia_university,spectral_qnn_gated_supcon,10,1,19,0.3962785071796841,0.1984249343474706,0.9892678002516428,0.9777777777777777,0.4979525433646308,0.8666666666666667,0.8666666666666667,0.85,0.866180745464633,0.8661807454646329
pavia_university,spectral_qnn_gated_supcon,10,1,20,0.3701787405543857,0.18281700942251417,0.9368086099624634,0.9777777777777777,0.4847157286273109,0.8888888888888888,0.8888888888888888,0.875,0.8889144766382618,0.8889144766382617
pavia_university,spectral_qnn_gated_supcon,10,1,21,0.34436680807007686,0.16890515254603491,0.8773082044389513,0.9777777777777777,0.4775868356227875,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,22,0.33190171321233114,0.15581166081958348,0.8804502301745945,0.9777777777777777,0.47632817294862534,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,23,0.30662145680851405,0.1447093387444814,0.8095605545573764,0.9888888888888889,0.4665119409561157,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,24,0.31491418149736194,0.13353956937789918,0.906873099009196,0.9888888888888889,0.45948583748605515,0.8888888888888888,0.8888888888888888,0.875,0.889159096903522,0.8891590969035219
pavia_university,spectral_qnn_gated_supcon,10,1,25,0.2931533945931329,0.12383320315016641,0.8466009298960367,0.9888888888888889,0.45331871973143684,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,26,0.29165017472373117,0.11513721280627781,0.8825647632280985,0.9888888888888889,0.4541668931643168,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,27,0.27993822826279535,0.1078008085489273,0.860687091615465,0.9888888888888889,0.4473707457383474,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,28,0.2708936995930142,0.10082295156187482,0.8503537389967176,0.9888888888888889,0.4393836478392283,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,29,0.25355761696894963,0.09363428859247101,0.799616612162855,0.9888888888888889,0.43173062768247394,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,30,0.24298628634876676,0.08828419463502037,0.7735104547606574,0.9888888888888889,0.4305012795660231,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
pavia_university,spectral_qnn_gated_supcon,10,1,31,0.26253617538346186,0.08375870469543668,0.8938873118824429,0.9888888888888889,0.4285439504517449,0.9,0.8999999999999999,0.8875,0.9001292099331315,0.9001292099331315
