dataset,shot,seed,qnn_label,true_class_id,true_class_name,pred_class_id,pred_class_name,baseline_count,qnn_count,delta_count
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,8,Oats,3,5,2
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,11,Soybean-clean,4,0,-4
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,23,15,-8
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,14,Buildings-Grass-Trees-Drives,14,18,4
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,28,31,3
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,3,Corn,0,4,4
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,8,Oats,55,38,-17
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,13,12,-1
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,11,Soybean-clean,4,0,-4
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,12,Wheat,5,0,-5
indian_pines,5,4,Spectral QNN + SupCon,5,Grass-trees,13,Woods,0,8,8
indian_pines,5,4,Spectral QNN + SupCon,8,Oats,1,Corn-notill,0,2,2
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,26,27,1
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,95,85,-10
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,15,15,0
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,3,Corn,0,1,1
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,5,Grass-trees,4,0,-4
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,7,Hay-windrowed,0,1,1
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,3,38,35
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,53,42,-11
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,12,Wheat,67,5,-62
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,4,11,7
indian_pines,5,4,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,28,63,35
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,205,116,-89
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,0,1,1
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,0,7,7
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,0,3,3
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,73,71,-2
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,56,56,0
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,5,14,9
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,41,30,-11
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,98,28,-70
indian_pines,5,4,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,39,61,22
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,5,11,6
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,22,48,26
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,3,3,0
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,2,0,-2
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,3,0,-3
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,9,Soybean-notill,15,2,-13
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,5,25,20
indian_pines,5,4,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,65,101,36
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,1,Corn-notill,6,0,-6
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,3,Corn,15,17,2
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,4,Grass-pasture,104,137,33
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,5,Grass-trees,8,0,-8
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,34,27,-7
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,5,5,0
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,10,Soybean-mintill,33,46,13
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,11,Soybean-clean,11,0,-11
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,12,Wheat,8,1,-7
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,109,115,6
indian_pines,5,4,Spectral QNN + SupCon,13,Woods,15,Stone-Steel-Towers,0,6,6
indian_pines,5,4,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,11,Soybean-clean,20,1,-19
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,54,57,3
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,11,4,-7
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,3,Corn,11,4,-7
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,5,1,-4
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,203,259,56
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,27,31,4
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,47,19,-28
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,13,Woods,8,16,8
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,28,30,2
indian_pines,10,0,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,14,23,9
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,1,Corn-notill,13,12,-1
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,35,36,1
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,1,8,7
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,17,15,-2
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,52,52,0
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,31,41,10
indian_pines,10,0,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,1,0,-1
indian_pines,10,0,Spectral QNN + SupCon,3,Corn,11,Soybean-clean,12,17,5
indian_pines,10,0,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,51,51,0
indian_pines,10,0,Spectral QNN + SupCon,4,Grass-pasture,8,Oats,5,3,-2
indian_pines,10,0,Spectral QNN + SupCon,4,Grass-pasture,11,Soybean-clean,18,18,0
indian_pines,10,0,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,6,3,-3
indian_pines,10,0,Spectral QNN + SupCon,5,Grass-trees,4,Grass-pasture,8,22,14
indian_pines,10,0,Spectral QNN + SupCon,5,Grass-trees,8,Oats,22,21,-1
indian_pines,10,0,Spectral QNN + SupCon,5,Grass-trees,11,Soybean-clean,0,1,1
indian_pines,10,0,Spectral QNN + SupCon,5,Grass-trees,13,Woods,23,19,-4
indian_pines,10,0,Spectral QNN + SupCon,8,Oats,5,Grass-trees,0,1,1
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,17,24,7
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,1,0,-1
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,17,3,-14
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,3,Corn,2,0,-2
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,25,32,7
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,59,59,0
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,4,5,1
indian_pines,10,0,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,2,1,-1
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,0,Alfalfa,1,0,-1
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,250,230,-20
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,90,0,-90
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,2,0,-2
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,15,22,7
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,141,114,-27
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,3,2,-1
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,4,10,6
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,15,27,12
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,11,Soybean-clean,83,189,106
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,32,35,3
indian_pines,10,0,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,233,217,-16
indian_pines,10,0,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,6,14,8
indian_pines,10,0,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,16,41,25
indian_pines,10,0,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,7,4,-3
indian_pines,10,0,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,100,94,-6
indian_pines,10,0,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,116,133,17
indian_pines,10,0,Spectral QNN + SupCon,13,Woods,2,Corn-mintill,38,0,-38
indian_pines,10,0,Spectral QNN + SupCon,13,Woods,10,Soybean-mintill,66,54,-12
indian_pines,10,0,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,91,113,22
indian_pines,10,0,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,11,Soybean-clean,2,9,7
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,99,68,-31
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,14,13,-1
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,3,Corn,9,27,18
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,29,53,24
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,306,234,-72
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,2,11,9
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,42,38,-4
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,13,Woods,10,16,6
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,34,34,0
indian_pines,10,1,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,2,4,2
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,57,75,18
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,27,4,-23
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,26,37,11
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,94,85,-9
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,13,1,-12
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,8,1,-7
indian_pines,10,1,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,51,66,15
indian_pines,10,1,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,0,2,2
indian_pines,10,1,Spectral QNN + SupCon,4,Grass-pasture,5,Grass-trees,46,48,2
indian_pines,10,1,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,57,58,1
indian_pines,10,1,Spectral QNN + SupCon,4,Grass-pasture,9,Soybean-notill,18,16,-2
indian_pines,10,1,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,40,37,-3
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,0,Alfalfa,6,0,-6
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,12,0,-12
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,3,Corn,6,6,0
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,8,Oats,6,14,8
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,10,7,-3
indian_pines,10,1,Spectral QNN + SupCon,5,Grass-trees,13,Woods,30,37,7
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,28,22,-6
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,40,67,27
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,4,Grass-pasture,1,0,-1
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,16,3,-13
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,11,20,9
indian_pines,10,1,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,10,14,4
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,213,163,-50
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,278,141,-137
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,82,88,6
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,6,Grass-pasture-mowed,0,3,3
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,49,49,0
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,69,80,11
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,11,Soybean-clean,47,48,1
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,77,68,-9
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,17,27,10
indian_pines,10,1,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,65,74,9
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,0,4,4
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,93,102,9
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,43,38,-5
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,1,0,-1
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,7,10,3
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,9,Soybean-notill,11,8,-3
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,10,3,-7
indian_pines,10,1,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,46,12,-34
indian_pines,10,1,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,7,2,-5
indian_pines,10,1,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,3,0,-3
indian_pines,10,1,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,41,32,-9
indian_pines,10,1,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,11,Soybean-clean,7,1,-6
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,32,31,-1
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,100,19,-81
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,3,Corn,0,1,1
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,11,5,-6
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,19,26,7
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,14,15,1
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,39,39,0
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,45,49,4
indian_pines,10,2,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,48,69,21
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,0,1,1
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,0,2,2
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,39,55,16
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,0,8,8
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,8,21,13
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,76,30,-46
indian_pines,10,2,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,12,18,6
indian_pines,10,2,Spectral QNN + SupCon,3,Corn,2,Corn-mintill,5,4,-1
indian_pines,10,2,Spectral QNN + SupCon,3,Corn,5,Grass-trees,2,0,-2
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,7,1,-6
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,21,36,15
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,10,Soybean-mintill,1,0,-1
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,11,9,-2
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,13,Woods,0,1,1
indian_pines,10,2,Spectral QNN + SupCon,4,Grass-pasture,14,Buildings-Grass-Trees-Drives,11,16,5
indian_pines,10,2,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,0,1,1
indian_pines,10,2,Spectral QNN + SupCon,5,Grass-trees,2,Corn-mintill,7,0,-7
indian_pines,10,2,Spectral QNN + SupCon,5,Grass-trees,4,Grass-pasture,12,3,-9
indian_pines,10,2,Spectral QNN + SupCon,5,Grass-trees,8,Oats,117,89,-28
indian_pines,10,2,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,46,48,2
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,10,9,-1
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,64,71,7
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,6,1,-5
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,3,Corn,0,18,18
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,37,15,-22
indian_pines,10,2,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,61,59,-2
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,190,223,33
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,85,0,-85
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,0,2,2
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,25,19,-6
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,46,42,-4
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,4,25,21
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,0,1,1
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,71,50,-21
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,16,9,-7
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,99,151,52
indian_pines,10,2,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,1,1,0
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,18,0,-18
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,1,8,7
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,0,2,2
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,21,16,-5
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,82,112,30
indian_pines,10,2,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,128,107,-21
indian_pines,10,2,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,32,15,-17
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,83,85,2
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,15,63,48
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,3,Corn,6,0,-6
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,32,38,6
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,59,73,14
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,57,35,-22
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,14,16,2
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,103,66,-37
indian_pines,10,3,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,8,5,-3
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,1,Corn-notill,19,5,-14
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,29,26,-3
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,36,29,-7
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,24,13,-11
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,81,93,12
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,46,71,25
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,81,10,-71
indian_pines,10,3,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,1,0,-1
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,1,Corn-notill,2,0,-2
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,16,17,1
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,3,Corn,0,1,1
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,5,Grass-trees,21,11,-10
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,37,35,-2
indian_pines,10,3,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,7,3,-4
indian_pines,10,3,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,4,2,-2
indian_pines,10,3,Spectral QNN + SupCon,5,Grass-trees,3,Corn,0,1,1
indian_pines,10,3,Spectral QNN + SupCon,5,Grass-trees,8,Oats,0,1,1
indian_pines,10,3,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,3,0,-3
indian_pines,10,3,Spectral QNN + SupCon,5,Grass-trees,13,Woods,4,2,-2
indian_pines,10,3,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,55,52,-3
indian_pines,10,3,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,83,52,-31
indian_pines,10,3,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,2,17,15
indian_pines,10,3,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,40,47,7
indian_pines,10,3,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,9,6,-3
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,286,152,-134
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,0,58,58
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,5,3,-2
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,176,204,28
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,6,Grass-pasture-mowed,5,0,-5
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,5,7,2
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,131,227,96
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,116,65,-51
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,2,11,9
indian_pines,10,3,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,15,33,18
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,30,32,2
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,2,4,2
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,31,12,-19
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,5,0,-5
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,7,7,0
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,13,15,2
indian_pines,10,3,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,82,67,-15
indian_pines,10,3,Spectral QNN + SupCon,12,Wheat,2,Corn-mintill,1,0,-1
indian_pines,10,3,Spectral QNN + SupCon,13,Woods,1,Corn-notill,109,3,-106
indian_pines,10,3,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,34,24,-10
indian_pines,10,3,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,9,19,10
indian_pines,10,3,Spectral QNN + SupCon,13,Woods,10,Soybean-mintill,6,7,1
indian_pines,10,3,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,0,43,43
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,22,25,3
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,12,11,-1
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,3,Corn,0,24,24
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,12,13,1
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,89,98,9
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,77,80,3
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,9,90,81
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,13,Woods,5,9,4
indian_pines,10,4,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,21,43,22
