dataset,shot,seed,qnn_label,true_class_id,true_class_name,pred_class_id,pred_class_name,baseline_count,qnn_count,delta_count
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,64,47,-17
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,3,Corn,0,4,4
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,11,20,9
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,165,195,30
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,58,50,-8
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,44,67,23
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,13,Woods,10,0,-10
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,75,60,-15
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,0,8,8
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,1,6,5
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,37,36,-1
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,0,11,11
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,14,17,3
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,101,259,158
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,78,73,-5
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,122,2,-120
indian_pines,5,0,Spectral QNN + SupCon,3,Corn,2,Corn-mintill,1,0,-1
indian_pines,5,0,Spectral QNN + SupCon,3,Corn,5,Grass-trees,0,3,3
indian_pines,5,0,Spectral QNN + SupCon,3,Corn,11,Soybean-clean,42,30,-12
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,18,16,-2
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,50,46,-4
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,8,Oats,9,6,-3
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,11,Soybean-clean,18,18,0
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,30,9,-21
indian_pines,5,0,Spectral QNN + SupCon,4,Grass-pasture,13,Woods,18,45,27
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,33,30,-3
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,6,Grass-pasture-mowed,3,0,-3
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,8,Oats,33,37,4
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,7,9,2
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,11,Soybean-clean,1,0,-1
indian_pines,5,0,Spectral QNN + SupCon,5,Grass-trees,13,Woods,17,16,-1
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,36,16,-20
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,43,29,-14
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,30,7,-23
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,3,Corn,2,0,-2
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,5,Grass-trees,0,3,3
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,0,15,15
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,63,59,-4
indian_pines,5,0,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,5,2,-3
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,0,Alfalfa,50,18,-32
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,214,179,-35
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,3,0,-3
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,13,1,-12
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,60,73,13
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,6,Grass-pasture-mowed,1,3,2
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,57,87,30
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,2,1,-1
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,4,21,17
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,11,Soybean-clean,244,304,60
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,87,76,-11
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,0,2,2
indian_pines,5,0,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,164,104,-60
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,22,21,-1
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,76,60,-16
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,0,9,9
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,0,3,3
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,74,109,35
indian_pines,5,0,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,64,95,31
indian_pines,5,0,Spectral QNN + SupCon,12,Wheat,2,Corn-mintill,1,1,0
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,2,Corn-mintill,38,0,-38
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,3,Corn,2,0,-2
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,4,Grass-pasture,9,0,-9
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,21,49,28
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,2,5,3
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,11,Soybean-clean,1,17,16
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,12,Wheat,0,17,17
indian_pines,5,0,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,121,111,-10
indian_pines,5,0,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,11,Soybean-clean,22,29,7
indian_pines,5,0,Spectral QNN + SupCon,15,Stone-Steel-Towers,11,Soybean-clean,4,0,-4
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,32,24,-8
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,33,32,-1
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,3,Corn,39,42,3
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,33,63,30
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,50,52,2
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,103,54,-49
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,61,15,-46
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,12,Wheat,1,16,15
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,67,85,18
indian_pines,5,1,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,9,17,8
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,76,66,-10
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,76,80,4
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,5,Grass-trees,2,2,0
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,57,46,-11
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,49,173,124
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,76,77,1
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,29,34,5
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,132,119,-13
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,13,Woods,0,3,3
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,14,20,6
indian_pines,5,1,Spectral QNN + SupCon,2,Corn-mintill,15,Stone-Steel-Towers,0,6,6
indian_pines,5,1,Spectral QNN + SupCon,3,Corn,2,Corn-mintill,2,37,35
indian_pines,5,1,Spectral QNN + SupCon,4,Grass-pasture,1,Corn-notill,34,53,19
indian_pines,5,1,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,57,57,0
indian_pines,5,1,Spectral QNN + SupCon,4,Grass-pasture,11,Soybean-clean,18,16,-2
indian_pines,5,1,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,53,34,-19
indian_pines,5,1,Spectral QNN + SupCon,4,Grass-pasture,14,Buildings-Grass-Trees-Drives,0,2,2
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,5,4,-1
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,3,Corn,5,1,-4
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,4,Grass-pasture,3,0,-3
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,6,Grass-pasture-mowed,6,0,-6
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,8,Oats,14,21,7
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,14,2,-12
indian_pines,5,1,Spectral QNN + SupCon,5,Grass-trees,13,Woods,11,22,11
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,19,21,2
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,103,94,-9
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,0,10,10
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,4,Grass-pasture,4,1,-3
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,5,Grass-trees,7,6,-1
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,7,Hay-windrowed,1,4,3
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,87,8,-79
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,59,55,-4
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,2,7,5
indian_pines,5,1,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,13,24,11
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,118,141,23
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,193,168,-25
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,47,33,-14
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,106,161,55
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,45,32,-13
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,8,Oats,1,4,3
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,14,66,52
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,11,Soybean-clean,132,59,-73
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,106,143,37
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,17,60,43
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,18,45,27
indian_pines,5,1,Spectral QNN + SupCon,10,Soybean-mintill,15,Stone-Steel-Towers,0,2,2
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,11,10,-1
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,0,9,9
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,117,162,45
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,11,19,8
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,10,Soybean-mintill,22,9,-13
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,9,20,11
indian_pines,5,1,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,81,63,-18
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,1,Corn-notill,2,0,-2
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,4,Grass-pasture,28,1,-27
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,5,Grass-trees,2,0,-2
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,6,Grass-pasture-mowed,14,0,-14
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,27,23,-4
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,1,1,0
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,11,Soybean-clean,3,0,-3
indian_pines,5,1,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,76,117,41
indian_pines,5,1,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,11,Soybean-clean,14,0,-14
indian_pines,5,1,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,12,Wheat,0,4,4
indian_pines,5,2,Spectral QNN + SupCon,0,Alfalfa,6,Grass-pasture-mowed,1,0,-1
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,107,107,0
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,154,72,-82
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,1,1,0
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,132,201,69
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,256,293,37
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,8,16,8
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,12,Wheat,0,12,12
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,13,Woods,7,4,-3
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,220,204,-16
indian_pines,5,2,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,71,105,34
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,4,6,2
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,84,73,-11
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,2,0,-2
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,143,160,17
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,202,60,-142
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,13,Woods,4,33,29
indian_pines,5,2,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,13,4,-9
indian_pines,5,2,Spectral QNN + SupCon,3,Corn,2,Corn-mintill,21,15,-6
indian_pines,5,2,Spectral QNN + SupCon,3,Corn,5,Grass-trees,6,0,-6
indian_pines,5,2,Spectral QNN + SupCon,3,Corn,14,Buildings-Grass-Trees-Drives,5,0,-5
indian_pines,5,2,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,18,18,0
indian_pines,5,2,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,57,57,0
indian_pines,5,2,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,32,18,-14
indian_pines,5,2,Spectral QNN + SupCon,5,Grass-trees,4,Grass-pasture,15,8,-7
indian_pines,5,2,Spectral QNN + SupCon,5,Grass-trees,8,Oats,79,77,-2
indian_pines,5,2,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,76,55,-21
indian_pines,5,2,Spectral QNN + SupCon,5,Grass-trees,12,Wheat,0,13,13
indian_pines,5,2,Spectral QNN + SupCon,5,Grass-trees,14,Buildings-Grass-Trees-Drives,7,12,5
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,12,8,-4
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,66,35,-31
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,162,160,-2
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,3,Corn,1,1,0
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,6,Grass-pasture-mowed,2,0,-2
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,7,Hay-windrowed,4,0,-4
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,46,55,9
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,0,2,2
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,13,Woods,5,3,-2
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,14,Buildings-Grass-Trees-Drives,21,15,-6
indian_pines,5,2,Spectral QNN + SupCon,9,Soybean-notill,15,Stone-Steel-Towers,0,9,9
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,6,6,0
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,101,86,-15
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,3,Corn,0,7,7
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,34,34,0
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,53,45,-8
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,7,Hay-windrowed,52,65,13
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,16,20,4
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,20,17,-3
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,13,Woods,210,264,54
indian_pines,5,2,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,103,60,-43
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,1,Corn-notill,4,52,48
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,109,106,-3
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,6,5,-1
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,9,0,-9
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,4,3,-1
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,99,61,-38
indian_pines,5,2,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,194,182,-12
indian_pines,5,2,Spectral QNN + SupCon,13,Woods,4,Grass-pasture,0,1,1
indian_pines,5,2,Spectral QNN + SupCon,13,Woods,5,Grass-trees,9,9,0
indian_pines,5,2,Spectral QNN + SupCon,13,Woods,7,Hay-windrowed,6,11,5
indian_pines,5,2,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,3,5,2
indian_pines,5,2,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,22,34,12
indian_pines,5,2,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,2,Corn-mintill,1,0,-1
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,39,35,-4
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,193,240,47
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,3,Corn,2,8,6
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,52,41,-11
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,8,Oats,0,6,6
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,147,162,15
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,67,70,3
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,21,57,36
indian_pines,5,3,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,20,23,3
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,1,Corn-notill,4,4,0
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,3,7,4
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,28,17,-11
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,84,117,33
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,37,49,12
indian_pines,5,3,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,265,265,0
indian_pines,5,3,Spectral QNN + SupCon,3,Corn,2,Corn-mintill,4,3,-1
indian_pines,5,3,Spectral QNN + SupCon,4,Grass-pasture,2,Corn-mintill,18,18,0
indian_pines,5,3,Spectral QNN + SupCon,4,Grass-pasture,5,Grass-trees,3,30,27
indian_pines,5,3,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,33,30,-3
indian_pines,5,3,Spectral QNN + SupCon,4,Grass-pasture,12,Wheat,82,55,-27
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,1,Corn-notill,3,4,1
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,2,Corn-mintill,2,2,0
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,3,Corn,2,4,2
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,4,Grass-pasture,1,0,-1
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,8,Oats,0,3,3
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,10,Soybean-mintill,2,2,0
indian_pines,5,3,Spectral QNN + SupCon,5,Grass-trees,13,Woods,13,17,4
indian_pines,5,3,Spectral QNN + SupCon,7,Hay-windrowed,4,Grass-pasture,6,1,-5
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,0,Alfalfa,31,30,-1
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,1,Corn-notill,54,35,-19
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,2,Corn-mintill,67,75,8
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,10,Soybean-mintill,40,38,-2
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,11,Soybean-clean,0,1,1
indian_pines,5,3,Spectral QNN + SupCon,9,Soybean-notill,12,Wheat,102,94,-8
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,1,Corn-notill,34,26,-8
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,2,Corn-mintill,394,391,-3
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,4,Grass-pasture,11,8,-3
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,5,Grass-trees,173,151,-22
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,9,Soybean-notill,32,35,3
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,12,Wheat,101,51,-50
indian_pines,5,3,Spectral QNN + SupCon,10,Soybean-mintill,14,Buildings-Grass-Trees-Drives,12,15,3
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,2,Corn-mintill,71,67,-4
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,3,Corn,22,9,-13
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,5,Grass-trees,1,0,-1
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,8,Oats,10,10,0
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,14,Buildings-Grass-Trees-Drives,0,2,2
indian_pines,5,3,Spectral QNN + SupCon,11,Soybean-clean,15,Stone-Steel-Towers,216,211,-5
indian_pines,5,3,Spectral QNN + SupCon,13,Woods,2,Corn-mintill,116,91,-25
indian_pines,5,3,Spectral QNN + SupCon,13,Woods,4,Grass-pasture,198,161,-37
indian_pines,5,3,Spectral QNN + SupCon,13,Woods,9,Soybean-notill,42,66,24
indian_pines,5,3,Spectral QNN + SupCon,13,Woods,14,Buildings-Grass-Trees-Drives,0,40,40
indian_pines,5,3,Spectral QNN + SupCon,13,Woods,15,Stone-Steel-Towers,3,1,-2
indian_pines,5,3,Spectral QNN + SupCon,14,Buildings-Grass-Trees-Drives,2,Corn-mintill,11,1,-10
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,0,Alfalfa,197,196,-1
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,2,Corn-mintill,2,13,11
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,3,Corn,0,4,4
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,4,Grass-pasture,0,1,1
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,5,Grass-trees,11,10,-1
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,6,Grass-pasture-mowed,1,4,3
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,7,Hay-windrowed,1,30,29
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,9,Soybean-notill,78,88,10
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,10,Soybean-mintill,199,205,6
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,11,Soybean-clean,122,138,16
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,14,Buildings-Grass-Trees-Drives,3,5,2
indian_pines,5,4,Spectral QNN + SupCon,1,Corn-notill,15,Stone-Steel-Towers,75,54,-21
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,1,Corn-notill,25,7,-18
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,3,Corn,66,72,6
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,4,Grass-pasture,42,20,-22
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,8,Oats,33,6,-27
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,9,Soybean-notill,15,17,2
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,10,Soybean-mintill,32,37,5
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,11,Soybean-clean,2,0,-2
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,12,Wheat,218,161,-57
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,14,Buildings-Grass-Trees-Drives,21,25,4
indian_pines,5,4,Spectral QNN + SupCon,2,Corn-mintill,15,Stone-Steel-Towers,1,0,-1
indian_pines,5,4,Spectral QNN + SupCon,3,Corn,11,Soybean-clean,20,20,0
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,5,Grass-trees,64,72,8
indian_pines,5,4,Spectral QNN + SupCon,4,Grass-pasture,6,Grass-pasture-mowed,42,42,0
