dataset,shot,seed,qnn_label,class_id,class_name,precision_baseline,recall_baseline,f1_baseline,support,accuracy_baseline,precision_qnn,recall_qnn,f1_qnn,accuracy_qnn,delta_precision,delta_recall,delta_f1,delta_accuracy,support_weighted_delta_f1,support_weighted_delta_recall
salinas,10,2,ConfidenceGuard-C + SupCon,6,Celery,1.0,0.9943804439449284,0.9971823048746126,3559,0.9943804439449284,0.9994380443944928,0.9994380443944928,0.9994380443944928,0.9994380443944928,-0.0005619556055072028,0.005057600449564381,0.002255739519880229,0.005057600449564381,8.028176951253734,17.999999999999634
salinas,10,2,ConfidenceGuard-C + SupCon,7,Grapes_untrained,0.9046168051708218,0.8707670429295173,0.8873692314659662,11251,0.8707670429295173,0.8471263337218685,0.8397475779930673,0.843420817711123,0.8397475779930673,-0.05749047144895325,-0.031019464936450025,-0.04394841375484326,-0.031019464936450025,-494.46360315574157,-348.99999999999926
salinas,10,2,ConfidenceGuard-C + SupCon,8,Soil_vinyard_develop,0.9873842222931972,1.0,0.993652069104058,6183,1.0,0.9902306213965408,1.0,0.99509133338698,1.0,0.002846399103343611,0.0,0.0014392642829219593,0.0,8.898971061306474,0.0
salinas,10,2,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,0.9726672950047124,0.9502762430939228,0.9613414066138798,3258,0.9502762430939228,0.9917434106065418,0.9585635359116024,0.9748712345871704,0.9585635359116024,0.019076115601829424,0.008287292817679592,0.013529827973290609,0.008287292817679592,44.08017953698081,27.000000000000114
salinas,10,2,ConfidenceGuard-C + SupCon,10,Lettuce_romaine_4wk,0.9685767097966728,1.0,0.984037558685446,1048,1.0,0.9748837209302326,1.0,0.9872821479039096,1.0,0.006307011133559803,0.0,0.0032445892184636005,0.0,3.4003295009498533,0.0
salinas,10,2,ConfidenceGuard-C + SupCon,11,Lettuce_romaine_5wk,0.9916274201988488,0.9937073938122706,0.9926663174436878,1907,0.9937073938122706,1.0,0.983744100681699,0.9918054454136928,0.983744100681699,0.008372579801151248,-0.009963293130571538,-0.0008608720299950745,-0.009963293130571538,-1.641682961200607,-18.999999999999922
salinas,10,2,ConfidenceGuard-C + SupCon,12,Lettuce_romaine_6wk,0.9336898395721924,0.9743303571428572,0.9535772801747678,896,0.9743303571428572,0.96,0.9910714285714286,0.9752883031301482,0.9910714285714286,0.02631016042780754,0.016741071428571397,0.02171102295538041,0.016741071428571397,19.453076568020848,14.999999999999972
salinas,10,2,ConfidenceGuard-C + SupCon,13,Lettuce_romaine_7wk,0.9449715370018976,0.9485714285714286,0.946768060836502,1050,0.9485714285714286,0.956043956043956,0.9942857142857144,0.9747899159663864,0.9942857142857144,0.011072419042058357,0.04571428571428582,0.02802185512988442,0.04571428571428582,29.42294788637864,48.00000000000011
salinas,10,2,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,0.8222162452931684,0.8435430463576159,0.8327431217651866,7248,0.8435430463576159,0.756401384083045,0.7540011037527594,0.7551993366959165,0.7540011037527594,-0.06581486121012337,-0.08954194260485648,-0.07754378506927007,-0.08954194260485648,-562.0373541820694,-648.9999999999998
salinas,10,2,ConfidenceGuard-C + SupCon,15,Vinyard_vertical_trellis,1.0,0.9882484611080022,0.99408950182944,1787,0.9882484611080022,1.0,0.9843312814773364,0.9921037789058094,0.9843312814773364,0.0,-0.003917179630665846,-0.0019857229236306395,-0.003917179630665846,-3.548486864527953,-6.999999999999867
salinas,10,3,ConfidenceGuard-C + SupCon,0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,2,Fallow,0.9868819374369324,1.0,0.9933976637887252,1956,1.0,0.9804511278195488,1.0,0.9901290812452544,1.0,-0.006430809617383626,0.0,-0.0032685825434707327,0.0,-6.393347455028753,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,3,Fallow_rough_plow,0.7624861265260822,1.0,0.8652392947103275,1374,1.0,0.8356664637857577,0.9992721979621544,0.9101756711965528,0.9992721979621544,0.07318033725967554,-0.0007278020378456151,0.04493637648622539,-0.0007278020378456151,61.74258129207369,-0.9999999999998752
salinas,10,3,ConfidenceGuard-C + SupCon,4,Fallow_smooth,0.9995625546806648,0.8596689240030098,0.9243527508090617,2658,0.8596689240030098,0.9995855781185248,0.90744920993228,0.9512916584500098,0.90744920993228,2.30234378599814e-05,0.047780285929270194,0.026938907640948195,0.047780285929270194,71.6036165096403,127.00000000000017
salinas,10,3,ConfidenceGuard-C + SupCon,5,Stubble,0.9972151898734176,1.0,0.9986056534415008,3939,1.0,0.9967105263157896,1.0,0.99835255354201,1.0,-0.0005046635576280156,0.0,-0.0002530998994907385,0.0,-0.996960504094019,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,6,Celery,1.0,0.9969092441697106,0.9984522301955818,3559,0.9969092441697106,1.0,0.9963472885642034,0.9981703026038,0.9963472885642034,0.0,-0.0005619556055072028,-0.0002819275917818054,-0.0005619556055072028,-1.0033802991514453,-2.000000000000135
salinas,10,3,ConfidenceGuard-C + SupCon,7,Grapes_untrained,0.8978892296590294,0.8847213581015021,0.8912566593544343,11251,0.8847213581015021,0.9583542903128458,0.846769176073238,0.899112872782182,0.846769176073238,0.060465060653816405,-0.037952182028264114,0.007856213427747671,-0.037952182028264114,88.39025727558905,-426.99999999999955
salinas,10,3,ConfidenceGuard-C + SupCon,8,Soil_vinyard_develop,0.9993534831097464,1.0,0.9996766370250606,6183,1.0,0.9993534831097464,1.0,0.9996766370250606,1.0,0.0,0.0,0.0,0.0,0.0,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,0.9977966635190432,0.9729895641497852,0.9852369852369852,3258,0.9729895641497852,0.9971689210443536,0.9729895641497852,0.9849308684169644,0.9729895641497852,-0.0006277424746895521,0.0,-0.00030611682002079643,0.0,-0.9973285996277548,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,10,Lettuce_romaine_4wk,0.8926746166950597,1.0,0.9432943294329432,1048,1.0,0.9685767097966728,1.0,0.984037558685446,1.0,0.07590209310161311,0.0,0.04074322925250273,0.0,42.69890425662287,0.0
salinas,10,3,ConfidenceGuard-C + SupCon,11,Lettuce_romaine_5wk,0.989685124864278,0.955951756685894,0.9725260069351828,1907,0.955951756685894,0.9953002610966056,0.9994756161510224,0.9973835688121402,0.9994756161510224,0.005615136232327678,0.04352385946512838,0.024857561876957424,0.04352385946512838,47.403370499357806,82.99999999999982
salinas,10,3,ConfidenceGuard-C + SupCon,12,Lettuce_romaine_6wk,0.9977220956719818,0.9776785714285714,0.9875986471251408,896,0.9776785714285714,0.9886234357224118,0.9698660714285714,0.9791549295774647,0.9698660714285714,-0.009098659949569932,-0.0078125,-0.008443717547676033,-0.0078125,-7.5655709227177255,-7.0
salinas,10,3,ConfidenceGuard-C + SupCon,13,Lettuce_romaine_7wk,0.9848771266540642,0.9923809523809524,0.9886148007590132,1050,0.9923809523809524,0.9717247879359096,0.981904761904762,0.9767882520132638,0.981904761904762,-0.013152338718154688,-0.010476190476190417,-0.011826548745749399,-0.010476190476190417,-12.417876183036869,-10.999999999999938
salinas,10,3,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,0.8241444866920152,0.8373344370860927,0.8306871064878182,7248,0.8373344370860927,0.7983389870160252,0.941639072847682,0.8640881179970881,0.941639072847682,-0.025805499675989996,0.10430463576158933,0.033401011509269884,0.10430463576158933,242.09053141918812,755.9999999999994
salinas,10,3,ConfidenceGuard-C + SupCon,15,Vinyard_vertical_trellis,1.0,0.996082820369334,0.9980375665825624,1787,0.996082820369334,1.0,0.9916060436485732,0.9957853329586964,0.9916060436485732,0.0,-0.0044767767207608555,-0.0022522336238659513,-0.0044767767207608555,-4.024741485848455,-7.999999999999649
salinas,10,4,ConfidenceGuard-C + SupCon,0,Brocoli_green_weeds_1,1.0,0.9994972347913524,0.9997485541865728,1989,0.9994972347913524,1.0,1.0,1.0,1.0,0.0,0.0005027652086475598,0.00025144581342717576,0.0005027652086475598,0.5001257229066526,0.9999999999999964
salinas,10,4,ConfidenceGuard-C + SupCon,1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
salinas,10,4,ConfidenceGuard-C + SupCon,2,Fallow,0.9745889387144993,1.0,0.987130961392884,1956,1.0,0.9775112443778112,1.0,0.9886277482941622,1.0,0.002922305663311975,0.0,0.001496786901278191,0.0,2.9277151789001414,0.0
salinas,10,4,ConfidenceGuard-C + SupCon,3,Fallow_rough_plow,0.7435064935064936,1.0,0.8528864059590316,1374,1.0,0.9111405835543768,1.0,0.9535045107564192,1.0,0.1676340900478832,0.0,0.10061810479738753,0.0,138.24927599161046,0.0
salinas,10,4,ConfidenceGuard-C + SupCon,4,Fallow_smooth,0.950596252129472,0.8397291196388262,0.8917299240910906,2658,0.8397291196388262,0.9996101364522416,0.964635063957863,0.9818112196055908,0.964635063957863,0.04901388432276965,0.12490594431903679,0.09008129551450017,0.12490594431903679,239.43608347754144,331.9999999999998
salinas,10,4,ConfidenceGuard-C + SupCon,5,Stubble,1.0,0.9654734704239656,0.9824334797210024,3939,0.9654734704239656,1.0,0.9972074130489972,0.9986017541629592,0.9972074130489972,0.0,0.0317339426250316,0.016168274441956787,0.0317339426250316,63.68683302686778,124.99999999999946
salinas,10,4,ConfidenceGuard-C + SupCon,6,Celery,0.9944024629163168,0.9983141331834784,0.9963544587773416,3559,0.9983141331834784,0.9971870604781996,0.9960663107614498,0.9966263705369692,0.9960663107614498,0.0027845975618827623,-0.002247822422028589,0.0002719117596275966,-0.002247822422028589,0.9677339525146164,-7.999999999999749
salinas,10,4,ConfidenceGuard-C + SupCon,7,Grapes_untrained,0.8366870573084353,0.9239178739667584,0.8781414994720169,11251,0.9239178739667584,0.9232266225552204,0.8433028175273309,0.8814567075436641,0.8433028175273309,0.08653956524678508,-0.08061505643942746,0.003315208071647202,-0.08061505643942746,37.29940601410267,-906.9999999999983
salinas,10,4,ConfidenceGuard-C + SupCon,8,Soil_vinyard_develop,0.9859671503747408,1.0,0.9929339971093624,6183,1.0,0.9905479013136816,1.0,0.995251509054326,1.0,0.004580750938940836,0.0,0.002317511944963657,0.0,14.329176355710292,0.0
salinas,10,4,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,0.9983454665784248,0.9260282381829344,0.960828025477707,3258,0.9260282381829344,0.9983665468801044,0.937998772252916,0.967241652160152,0.937998772252916,2.1080301679576863e-05,0.011970534069981498,0.0064136266824450505,0.011970534069981498,20.895595731405976,38.99999999999972
salinas,10,4,ConfidenceGuard-C + SupCon,10,Lettuce_romaine_4wk,0.9307282415630552,1.0,0.9641214351425944,1048,1.0,0.958828911253431,1.0,0.9789817842129844,1.0,0.028100669690375724,0.0,0.014860349070390022,0.0,15.573645825768743,0.0
salinas,10,4,ConfidenceGuard-C + SupCon,11,Lettuce_romaine_5wk,1.0,0.9984268484530676,0.9992128050380478,1907,0.9984268484530676,1.0,0.9994756161510224,0.999737739312877,0.9994756161510224,0.0,0.001048767697954811,0.0005249342748292474,0.001048767697954811,1.0010496620993747,1.9999999999998246
salinas,10,4,ConfidenceGuard-C + SupCon,12,Lettuce_romaine_6wk,0.9952,0.6941964285714286,0.8178829717291256,896,0.6941964285714286,0.9940968122786304,0.9397321428571428,0.966150315547906,0.9397321428571428,-0.0011031877213695251,0.2455357142857142,0.14826734381878037,0.2455357142857142,132.84754006162723,219.99999999999991
salinas,10,4,ConfidenceGuard-C + SupCon,13,Lettuce_romaine_7wk,0.7775297619047619,0.9952380952380953,0.873015873015873,1050,0.9952380952380953,0.906794425087108,0.9914285714285714,0.9472247497725204,0.9914285714285714,0.12926466318234608,-0.003809523809523818,0.07420887675664734,-0.003809523809523818,77.9193205944797,-4.000000000000009
salinas,10,4,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,0.8583485023994705,0.7156456953642384,0.7805281769618538,7248,0.7156456953642384,0.7846849047386419,0.8864514348785872,0.832469551697331,0.8864514348785872,-0.07366359766082853,0.17080573951434885,0.05194137473547711,0.17080573951434885,376.47108408273806,1238.0000000000005
salinas,10,4,ConfidenceGuard-C + SupCon,15,Vinyard_vertical_trellis,0.9977490151941476,0.9921656407386682,0.9949494949494948,1787,0.9921656407386682,0.9933147632311976,0.9977616116396196,0.9955332216638748,0.9977616116396196,-0.004434251962949998,0.00559597090095143,0.0005837267143800062,0.00559597090095143,1.0431196385970711,10.000000000000206
pavia_university,10,0,ConfidenceGuard-C + SupCon,0,Asphalt,0.9338952972493344,0.6368174255029496,0.7572623437359475,6611,0.6368174255029496,0.9496908974632274,0.6738768718801996,0.7883560431781985,0.6738768718801996,0.015795600213893035,0.037059446377250005,0.031093699442251044,0.037059446377250005,205.56044701272165,244.99999999999977
pavia_university,10,0,ConfidenceGuard-C + SupCon,1,Meadows,0.9958212614218854,0.9594181115465136,0.977280804877382,18629,0.9594181115465136,0.9954602201793212,0.9416501154114552,0.9678077846128382,0.9416501154114552,-0.00036104124256419734,-0.017767996135058417,-0.009473020264543774,-0.017767996135058417,-176.472894508186,-331.00000000000324
pavia_university,10,0,ConfidenceGuard-C + SupCon,2,Gravel,0.7712987504733055,0.9797979797979798,0.863135593220339,2079,0.9797979797979798,0.8170833333333334,0.9432419432419432,0.8756418843491851,0.9432419432419432,0.045784582860027845,-0.036556036556036564,0.012506291128846159,-0.036556036556036564,26.000579256871163,-76.00000000000001
pavia_university,10,0,ConfidenceGuard-C + SupCon,3,Trees,0.6052569263556713,0.8396846254927727,0.7034539700013761,3044,0.8396846254927727,0.6661510698633668,0.8488830486202366,0.7464971833020367,0.8488830486202366,0.06089414350769551,0.009198423127463884,0.04304321330066063,0.009198423127463884,131.02354128721097,28.000000000000064
pavia_university,10,0,ConfidenceGuard-C + SupCon,4,Painted metal sheets,0.8682830930537353,1.0,0.929498421606454,1325,1.0,0.8728590250329381,1.0,0.932113964122406,1.0,0.0045759319792028075,0.0,0.002615542515951974,0.0,3.4655938336363654,0.0
pavia_university,10,0,ConfidenceGuard-C + SupCon,5,Bare Soil,0.9442035815268616,1.0,0.9713011440760132,5009,1.0,0.9378393559258564,1.0,0.9679227053140096,1.0,-0.006364225601005136,0.0,-0.0033784387620036105,0.0,-16.922599758876085,0.0
pavia_university,10,0,ConfidenceGuard-C + SupCon,6,Bitumen,0.9805389221556886,1.0,0.9901738473167044,1310,1.0,1.0,1.0,1.0,1.0,0.019461077844311392,0.0,0.009826152683295564,0.0,12.872260015117188,0.0
pavia_university,10,0,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0.7533272143184947,0.8965046422719826,0.8187032418952619,3662,0.8965046422719826,0.7379472894793229,0.9404696886947024,0.8269900348181054,0.9404696886947024,-0.015379924839171832,0.04396504642271981,0.008286792922843511,0.04396504642271981,30.34623568345294,160.99999999999994
pavia_university,10,0,ConfidenceGuard-C + SupCon,8,Shadows,0.8375499334221038,0.6785329018338727,0.7497020262216925,927,0.6785329018338727,0.615582191780822,0.7756202804746494,0.6863961813842482,0.7756202804746494,-0.22196774164128186,0.09708737864077666,-0.06330584483744428,0.09708737864077666,-58.684518164310845,89.99999999999996
pavia_university,10,1,ConfidenceGuard-C + SupCon,0,Asphalt,0.9109610070617132,0.4487974587808198,0.6013376570733685,6611,0.4487974587808198,0.8288560754314179,0.7047345333535018,0.7617724002616089,0.7047345333535018,-0.08210493163029531,0.255937074572682,0.16043474318824036,0.255937074572682,1060.634087217457,1692.0000000000007
pavia_university,10,1,ConfidenceGuard-C + SupCon,1,Meadows,0.9709319396323918,0.8875409308068066,0.9273655280722418,18629,0.8875409308068066,0.9842894393741852,0.8105104943904665,0.8889870175748477,0.8105104943904665,0.013357499741793455,-0.07703043641634011,-0.03837851049739416,-0.07703043641634011,-714.9532720559557,-1435.0
pavia_university,10,1,ConfidenceGuard-C + SupCon,2,Gravel,0.2732884399551066,0.936988936988937,0.423156294124036,2079,0.936988936988937,0.5866617808721143,0.77008177008177,0.6659733777038269,0.77008177008177,0.3133733409170077,-0.166907166907167,0.24281708357979093,-0.166907166907167,504.81671676238534,-347.0000000000002
pavia_university,10,1,ConfidenceGuard-C + SupCon,3,Trees,0.4380613455346551,0.8492115637319316,0.577976523197317,3044,0.8492115637319316,0.7561942517343905,0.7519710906701709,0.7540767583594136,0.7519710906701709,0.3181329061997354,-0.09724047306176076,0.1761002351620966,-0.09724047306176076,536.0491158334221,-295.9999999999998
pavia_university,10,1,ConfidenceGuard-C + SupCon,4,Painted metal sheets,0.8609486679662118,1.0,0.9252793296089384,1325,1.0,0.9910246821241586,1.0,0.9954921111945906,1.0,0.13007601415794678,0.0,0.07021278158565214,0.0,93.03193560098909,0.0
pavia_university,10,1,ConfidenceGuard-C + SupCon,5,Bare Soil,0.985777034093286,0.940906368536634,0.9628192032686416,5009,0.940906368536634,0.7550158394931362,0.9992014374126572,0.8601134215500945,0.9992014374126572,-0.23076119460014977,0.058295068876023204,-0.10270578171854705,0.058295068876023204,-514.4532606282022,292.0000000000002
pavia_university,10,1,ConfidenceGuard-C + SupCon,6,Bitumen,0.6000916170407696,1.0,0.7500715717148583,1310,1.0,0.8954203691045797,1.0,0.9448250991705732,1.0,0.29532875206381004,0.0,0.19475352745571495,0.0,255.12712096698658,0.0
pavia_university,10,1,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0.0,0.0,0.0,3662,0.0,0.5358612055088535,0.8181321682140906,0.6475737598616664,0.8181321682140906,0.5358612055088535,0.8181321682140906,0.6475737598616664,0.8181321682140906,2371.4151086134225,2996.0
pavia_university,10,1,ConfidenceGuard-C + SupCon,8,Shadows,0.5809768637532133,0.4875943905070118,0.5302052785923753,927,0.4875943905070118,0.989522700814901,0.9169363538295576,0.9518477043673012,0.9169363538295576,0.4085458370616877,0.4293419633225458,0.42164242577492583,0.4293419633225458,390.86252869335624,398.0
pavia_university,10,2,ConfidenceGuard-C + SupCon,0,Asphalt,0.8157894736842105,0.5439419149901679,0.6526908067882748,6611,0.5439419149901679,0.9625143231298084,0.8894267130540009,0.9245283018867924,0.8894267130540009,0.14672484944559794,0.34548479806383303,0.2718374950985175,0.34548479806383303,1797.1176800962992,2284.0
pavia_university,10,2,ConfidenceGuard-C + SupCon,1,Meadows,0.9860900702382592,0.7686939717644533,0.8639256734336822,18629,0.7686939717644533,0.9804923362749652,0.7932256159750926,0.876973293768546,0.7932256159750926,-0.005597733963293994,0.024531644210639247,0.013047620334863841,0.024531644210639247,243.0641192181785,456.9999999999985
pavia_university,10,2,ConfidenceGuard-C + SupCon,2,Gravel,0.9677581863979848,0.924001924001924,0.9453740157480316,2079,0.924001924001924,0.9562790697674418,0.9889369889369888,0.9723338850792148,0.9889369889369888,-0.011479116630543018,0.06493506493506473,0.026959869331183217,0.06493506493506473,56.049568339529905,134.99999999999957
pavia_university,10,2,ConfidenceGuard-C + SupCon,3,Trees,0.3315336013785181,0.9480946123521682,0.4912758532641076,3044,0.9480946123521682,0.4348868574853888,0.9533508541392904,0.5973036945559329,0.9533508541392904,0.10335325610687068,0.005256241787122251,0.1060278412918253,0.005256241787122251,322.7487488923162,16.00000000000013
pavia_university,10,2,ConfidenceGuard-C + SupCon,4,Painted metal sheets,0.930780559646539,0.9539622641509434,0.9422288483041372,1325,0.9539622641509434,0.9607558139534884,0.9977358490566036,0.9788967049241022,0.9977358490566036,0.02997525430694936,0.04377358490566019,0.03666785661996497,0.04377358490566019,48.58491002145358,57.99999999999975
pavia_university,10,2,ConfidenceGuard-C + SupCon,5,Bare Soil,0.9373784519642162,0.9622679177480536,0.9496601320066989,5009,0.9622679177480536,0.959418534221684,0.9486923537632262,0.954025296125276,0.9486923537632262,0.022040082257467786,-0.013575563984827399,0.004365164118577125,-0.013575563984827399,21.86510706995282,-68.00000000000044
pavia_university,10,2,ConfidenceGuard-C + SupCon,6,Bitumen,0.5906379072969252,0.982442748091603,0.7377472055030094,1310,0.982442748091603,0.6296114117068372,0.9770992366412212,0.7657792402034101,0.9770992366412212,0.038973504409911985,-0.00534351145038181,0.02803203470040072,-0.00534351145038181,36.721965457524945,-7.000000000000171
pavia_university,10,2,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0.9802276812462551,0.8935008192244676,0.9348571428571428,3662,0.8935008192244676,0.9810818799881762,0.9063353358820316,0.9422285308729595,0.9063353358820316,0.0008541987419210528,0.012834516657564077,0.0073713880158167155,0.012834516657564077,26.994022913920812,46.99999999999965
pavia_university,10,2,ConfidenceGuard-C + SupCon,8,Shadows,0.7851929092805006,0.8122977346278317,0.7985153764581124,927,0.8122977346278317,0.9339622641509434,0.8543689320388349,0.8923943661971832,0.8543689320388349,0.14876935487044285,0.04207119741100318,0.09387898973907072,0.04207119741100318,87.02582348811856,38.99999999999995
pavia_university,10,3,ConfidenceGuard-C + SupCon,0,Asphalt,0.7511766950769622,0.8932082892149448,0.8160585959093422,6611,0.8932082892149448,0.769892741332003,0.9337467856602631,0.8439401189418279,0.9337467856602631,0.018716046255040863,0.04053849644531837,0.0278815230324857,0.04053849644531837,184.32474876776297,267.9999999999998
pavia_university,10,3,ConfidenceGuard-C + SupCon,1,Meadows,0.9640710906533692,0.8094905792044662,0.8800443523678912,18629,0.8094905792044662,0.9443696724988784,0.7909710666165656,0.8608903949520916,0.7909710666165656,-0.01970141815449078,-0.018519512587900633,-0.019153957415799616,-0.018519512587900633,-356.81907269893105,-345.0000000000009
pavia_university,10,3,ConfidenceGuard-C + SupCon,2,Gravel,0.8463292293661651,0.8927368927368927,0.8689138576779026,2079,0.8927368927368927,0.8217090069284064,0.8556998556998557,0.8383600377002828,0.8556998556998557,-0.024620222437758632,-0.03703703703703698,-0.030553819977619856,-0.03703703703703698,-63.52139173347168,-76.99999999999989
pavia_university,10,3,ConfidenceGuard-C + SupCon,3,Trees,0.788917089678511,0.6126806833114323,0.6897189349112426,3044,0.6126806833114323,0.6486842105263158,0.8097897503285151,0.7203389830508474,0.8097897503285151,-0.1402328791521953,0.19710906701708275,0.03062004813960484,0.19710906701708275,93.20742653695713,599.9999999999999
pavia_university,10,3,ConfidenceGuard-C + SupCon,4,Painted metal sheets,0.7342449464922711,0.9320754716981132,0.8214166943797805,1325,0.9320754716981132,0.9450072358900145,0.9856603773584904,0.9649057997783524,0.9856603773584904,0.21076228939774333,0.05358490566037721,0.14348910539857196,0.05358490566037721,190.12306465310783,70.9999999999998
pavia_university,10,3,ConfidenceGuard-C + SupCon,5,Bare Soil,0.8091769847050255,0.8872030345378319,0.8463955813732026,5009,0.8872030345378319,0.8111655239960823,0.8267119185466161,0.8188649396875618,0.8267119185466161,0.001988539291056801,-0.060491115991215816,-0.02753064168564079,-0.060491115991215816,-137.90098420337472,-303.0
pavia_university,10,3,ConfidenceGuard-C + SupCon,6,Bitumen,0.9768483943241224,0.998473282442748,0.987542468856172,1310,0.998473282442748,0.993161094224924,0.997709923664122,0.9954303122619954,0.997709923664122,0.01631269990080164,-0.0007633587786259888,0.00788784340582338,-0.0007633587786259888,10.333074861628628,-1.0000000000000453
pavia_university,10,3,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0.6677912284183369,0.9188967777170944,0.7734743132973222,3662,0.9188967777170944,0.8160946196660482,0.9609503003823048,0.8826185101580135,0.9609503003823048,0.1483033912477113,0.04205352266521034,0.10914419686069132,0.04205352266521034,399.6860489038516,154.00000000000026
pavia_university,10,3,ConfidenceGuard-C + SupCon,8,Shadows,0.8160569105691057,0.866235167206041,0.8403976975405547,927,0.866235167206041,0.9184357541899442,0.8867313915857605,0.902305159165752,0.8867313915857605,0.10237884362083849,0.02049622437971954,0.061907461625197335,0.02049622437971954,57.38821692655793,19.000000000000014
pavia_university,10,4,ConfidenceGuard-C + SupCon,0,Asphalt,0.9477529333628516,0.6475571018000302,0.7694104960460101,6611,0.6475571018000302,0.9476878007951456,0.6850703373165935,0.7952589991220369,0.6850703373165935,-6.513256770601661e-05,0.03751323551656327,0.02584850307602682,0.03751323551656327,170.8844538356133,247.99999999999977
pavia_university,10,4,ConfidenceGuard-C + SupCon,1,Meadows,0.9991252271045016,0.7970368779859359,0.8867124514780531,18629,0.7970368779859359,0.9982724252491696,0.8064845133930968,0.8921880103328483,0.8064845133930968,-0.000852801855331986,0.00944763540716087,0.005475558854795226,0.00944763540716087,102.00418590598026,175.99999999999986
pavia_university,10,4,ConfidenceGuard-C + SupCon,2,Gravel,0.966707768187423,0.7542087542087542,0.8473385571467171,2079,0.7542087542087542,0.9552941176470588,0.7811447811447811,0.8594866366763694,0.7811447811447811,-0.01141365054036414,0.026936026936026924,0.012148079529652245,0.026936026936026924,25.255857342147017,55.99999999999998
pavia_university,10,4,ConfidenceGuard-C + SupCon,3,Trees,0.3650086256469235,0.8340998685939554,0.5078,3044,0.8340998685939554,0.3754733469268861,0.8469119579500657,0.5202825428859738,0.8469119579500657,0.010464721279962619,0.012812089356110334,0.012482542885973724,0.012812089356110334,37.99686054490402,38.99999999999986
pavia_university,10,4,ConfidenceGuard-C + SupCon,4,Painted metal sheets,0.8983050847457628,1.0,0.9464285714285714,1325,1.0,0.9785819793205316,1.0,0.9891750653228816,1.0,0.08027689457476883,0.0,0.04274649389431018,0.0,56.639104409960986,0.0
pavia_university,10,4,ConfidenceGuard-C + SupCon,5,Bare Soil,0.8131493506493507,1.0,0.8969469066165279,5009,1.0,0.8466091662438694,0.999401078059493,0.9166819263871084,0.999401078059493,0.033459815594518716,-0.0005989219405070356,0.019735019770580564,-0.0005989219405070356,98.85271403083804,-2.9999999999997415
pavia_university,10,4,ConfidenceGuard-C + SupCon,6,Bitumen,0.7441728254690165,0.999236641221374,0.8530465949820788,1310,0.999236641221374,0.733595064498037,0.998473282442748,0.8457807953443259,0.998473282442748,-0.01057776097097951,-0.0007633587786259888,-0.007265799637752868,-0.0007633587786259888,-9.518197525456257,-1.0000000000000453
pavia_university,10,4,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0.8567272727272728,0.9650464227198252,0.90766662386028,3662,0.9650464227198252,0.8420930232558139,0.988803932277444,0.9095704596834966,0.988803932277444,-0.01463424947145886,0.023757509557618794,0.0019038358232166264,0.023757509557618794,6.971846784619286,87.00000000000003
pavia_university,10,4,ConfidenceGuard-C + SupCon,8,Shadows,0.6619090098126673,0.8004314994606256,0.724609375,927,0.8004314994606256,0.9882491186839012,0.90722761596548,0.9460067491563554,0.90722761596548,0.3263401088712339,0.10679611650485432,0.2213973741563554,0.10679611650485432,205.23536584294146,98.99999999999996
indian_pines,5,0,Spectral QNN + SupCon,0,Alfalfa,0.1683673469387755,1.0,0.2882096069868995,33,1.0,0.264,1.0,0.4177215189873418,1.0,0.09563265306122451,0.0,0.12951191200044226,0.0,4.273893096014595,0.0
indian_pines,5,0,Spectral QNN + SupCon,1,Corn-notill,0.7444717444717445,0.643312101910828,0.6902050113895216,1413,0.643312101910828,0.7773000859845228,0.6397735314932768,0.7018633540372671,0.6397735314932768,0.03282834151277836,-0.0035385704175512345,0.011658342647745457,-0.0035385704175512345,16.47323816126433,-4.999999999999894
indian_pines,5,0,Spectral QNN + SupCon,2,Corn-mintill,0.6666666666666666,0.5668711656441717,0.6127320954907162,815,0.5668711656441717,0.7583025830258303,0.5042944785276073,0.6057479734708917,0.5042944785276073,0.09163591635916368,-0.06257668711656439,-0.006984122019824457,-0.06257668711656439,-5.692059446156932,-50.99999999999998
