dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,train_size,validation_size,test_size
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,5,0,0.7321428571428571,0.8339330322118603,0.7007317652537602,0.6656739977325936,0.7473202864081167,21,51.71920394897461,17.91514778137207,2176,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,5,1,0.714584996009577,0.820759357422584,0.6810173999099867,0.6301996055401855,0.7146592677663006,11,36.194035053253174,19.175132989883423,2176,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,5,2,0.6999201915403033,0.8148154762911395,0.6625366165920843,0.6155562801753705,0.6956723518753716,30,63.812626123428345,17.475828886032104,2176,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,5,3,0.7135873902633679,0.830099478059079,0.6801235237049501,0.6516667289028997,0.7364358022662044,30,63.9247670173645,17.479187965393066,2176,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,5,4,0.74231843575419,0.8264147741534351,0.7096083050883993,0.6429593353074223,0.7476797373793637,18,46.35304617881775,18.13578486442566,2176,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,10,0,0.7795315170403136,0.8684528625054657,0.7529813932362575,0.6920405667321108,0.7905388949622931,10,99.304279088974,18.069216012954712,2176,160,142,9947
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,10,1,0.7870714788378406,0.8785390244062495,0.7608472213058952,0.7010305762136619,0.791633991087038,24,162.29355907440186,17.0942440032959,2176,160,142,9947
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,10,2,0.8441741228511109,0.904297391706631,0.8238091347773011,0.7451638708988354,0.8547042745045902,16,128.40826988220215,17.623318910598755,2176,160,142,9947
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,10,3,0.8075801749271136,0.8980256881581123,0.7836883037769792,0.7256577181223761,0.8133358361270459,14,115.73719024658205,17.265220880508423,2176,160,142,9947
indian_pines,hybridsn_small_spectral_qnn_gated_fusion_proto_loss,10,4,0.8258771488891123,0.8941057700966599,0.8030701264371293,0.7272275257657506,0.830428434977893,8,84.40992069244385,16.69323706626892,2176,160,142,9947
pavia_university,spectral_qnn_gated_prototype,5,0,0.8207359114467296,0.872007896725218,0.7736874288599918,0.8098363027483079,0.8292299705235527,27,26.236247062683105,74.95789289474487,1455,45,90,42641
pavia_university,spectral_qnn_gated_prototype,5,1,0.7976595295607514,0.82981896174898,0.7423690178940586,0.7790983003467837,0.8032212169104327,16,19.758172273635864,75.64991879463196,1455,45,90,42641
pavia_university,spectral_qnn_gated_prototype,5,2,0.719354611758636,0.8264375484214378,0.6591027053420607,0.7488492854902509,0.7273145762218916,28,28.572378158569336,75.57023096084595,1455,45,90,42641
pavia_university,spectral_qnn_gated_prototype,5,3,0.757463474121151,0.7968433960454226,0.6951610020645701,0.7602042949567764,0.7758734375104057,24,25.23382806777954,78.28914308547974,1455,45,90,42641
pavia_university,spectral_qnn_gated_prototype,5,4,0.7811730494125372,0.7935183436154519,0.7191299809188081,0.757479819967925,0.7853957035652691,14,22.13480806350708,78.1328239440918,1455,45,90,42641
pavia_university,spectral_qnn_gated_prototype,10,0,0.9062118508780168,0.8987334191455795,0.8773738367359111,0.8762511554747529,0.906530278804318,9,39.29106593132019,78.28440189361572,1455,90,90,42596
pavia_university,spectral_qnn_gated_prototype,10,1,0.8563245375152596,0.8889366950074246,0.815301669454348,0.8550362708990947,0.8607859214775949,23,64.5032548904419,77.05545711517334,1455,90,90,42596
pavia_university,spectral_qnn_gated_prototype,10,2,0.8662315710395342,0.9283297166840696,0.8305862722007085,0.8808482033701287,0.8772300186679097,12,54.07158303260803,77.95597887039185,1455,90,90,42596
pavia_university,spectral_qnn_gated_prototype,10,3,0.8617710583153347,0.8986694431447445,0.8225965892181857,0.8736389848740118,0.8654558308419753,8,35.89230489730835,76.4485731124878,1455,90,90,42596
pavia_university,spectral_qnn_gated_prototype,10,4,0.8252183303596582,0.8593215815095012,0.778157609243428,0.8205843596773512,0.8367318162791108,10,46.43168902397156,75.67021107673645,1455,90,90,42596
salinas,spectral_qnn_gated_prototype,5,0,0.8924641392491974,0.9388770509599484,0.8805894714788669,0.9294111246222032,0.8933662955366081,18,47.126697301864624,95.78634119033812,2176,80,160,53889
salinas,spectral_qnn_gated_prototype,5,1,0.8518250477834066,0.94221988787099,0.835614798087168,0.938500902860451,0.8532076282803546,30,67.88651204109192,94.3847517967224,2176,80,160,53889
salinas,spectral_qnn_gated_prototype,5,2,0.8627178088292602,0.9243707513512543,0.8471126853554397,0.9201342749674054,0.8622094344774328,17,46.26394701004028,95.87693166732788,2176,80,160,53889
salinas,spectral_qnn_gated_prototype,5,3,0.9077919426970252,0.9460696983842892,0.8974224285055139,0.9404256608261792,0.9084384178881836,28,64.98563981056213,95.40896368026732,2176,80,160,53889
salinas,spectral_qnn_gated_prototype,5,4,0.893447642375995,0.9489310370702416,0.8820898734136668,0.9393297851005749,0.8934054814728182,12,41.259549140930176,98.36741304397584,2176,80,160,53889
salinas,spectral_qnn_gated_prototype,10,0,0.8479622368005352,0.9295485085268445,0.8295993561707735,0.9212179916253448,0.829228191933091,9,98.1131672859192,95.63915514945984,2176,160,160,53809
salinas,spectral_qnn_gated_prototype,10,1,0.9300488765819844,0.9736451368458336,0.922444735214556,0.9669381617252664,0.9306117385595905,16,130.34892916679382,91.78174424171448,2176,160,160,53809
salinas,spectral_qnn_gated_prototype,10,2,0.9283019569217046,0.9589659241036358,0.9200968747315512,0.9562931555953078,0.927600155393248,22,137.55338788032532,84.2548680305481,2176,160,160,53809
salinas,spectral_qnn_gated_prototype,10,3,0.9503800479473694,0.972756705883122,0.9448050162942572,0.9668220716509844,0.9508145444466632,10,86.93767881393433,83.66438889503479,2176,160,160,53809
salinas,spectral_qnn_gated_prototype,10,4,0.879388206433868,0.9432359768679984,0.8653935855004666,0.936899350434652,0.8762302247860804,5,64.70508885383606,84.27180910110474,2176,160,160,53809
