class_id,class_name,precision,recall,f1,support,accuracy
0,Asphalt,0.0,0.0,0.0,6620,0.0
1,Meadows,0.9586652018676188,0.749114711878957,0.841033672670321,18638,0.749114711878957
2,Gravel,0.22212665304805934,0.9894636015325671,0.36280621652471684,2088,0.9894636015325671
3,Trees,0.7317397078353254,0.3609564362921716,0.48343935073481026,3053,0.3609564362921716
4,Painted metal sheets,0.8735936465916612,0.9895052473763118,0.9279437609841827,1334,0.9895052473763118
5,Bare Soil,0.37397689895203856,0.974292546831407,0.540489746282682,5018,0.974292546831407
6,Bitumen,0.5247686445291235,0.7308567096285065,0.6108998732572877,1319,0.7308567096285065
7,Self-Blocking Bricks,0.0,0.0,0.0,3671,0.0
8,Shadows,0.2994350282485876,0.2831196581196581,0.2910488742449204,936,0.2831196581196581
