dataset,shot,runs,mean_OA,std_OA,mean_AA,std_AA,mean_Kappa,std_Kappa,mean_Macro-F1,std_Macro-F1,mean_Weighted-F1,std_Weighted-F1,mean_best_epoch,trainable_parameters
indian_pines,1,5,0.4149117588736863,0.07225680223621404,0.6038478096655922,0.015943053741483994,0.36022859625834674,0.07032629011560906,0.37748827767450577,0.029968105003353222,0.40251280152549285,0.0802069771504507,78.8,99488
indian_pines,5,5,0.7201915403032721,0.016713085305149596,0.8265956310486271,0.014498538191156584,0.6865977032608346,0.018998990571584284,0.6380526208226653,0.021695893036885013,0.7326681037448641,0.020575731654723203,118.0,99488
indian_pines,10,5,0.8012265004523977,0.025553173655557204,0.8864325422782786,0.009395075044475096,0.7764202110800661,0.02785244187003125,0.7153315253298541,0.020213067553115218,0.8087317872617664,0.026950737423510507,85.0,99488
pavia_university,1,5,0.531949293530473,0.08131584317529449,0.5923429859571202,0.04634898852558504,0.441931576445384,0.08233369766219187,0.48839286410767774,0.053004065875623944,0.5440285381438947,0.08971474279893786,57.0,99033
pavia_university,5,4,0.7600431509579981,0.0466605728622536,0.8224662682427357,0.010961791523905131,0.7030629275256566,0.05199753769910956,0.7633691197050828,0.020663656451574263,0.771213694036213,0.04416999622140255,127.25,99033
