class_id,class_name,precision,recall,f1,support,accuracy
0,Alfalfa,0.2871287128712871,1.0,0.4461538461538462,29,1.0
1,Corn-notill,0.7874015748031497,0.7102272727272727,0.7468259895444361,1408,0.7102272727272727
2,Corn-mintill,0.7932692307692307,0.8148148148148148,0.8038976857490865,810,0.8148148148148148
3,Corn,0.7824427480916031,0.9447004608294931,0.8559498956158664,217,0.9447004608294931
4,Grass-pasture,0.941031941031941,0.8272138228941684,0.8804597701149425,463,0.8272138228941684
5,Grass-trees,0.8181818181818182,0.9253521126760563,0.8684732319894249,710,0.9253521126760563
6,Grass-pasture-mowed,0.22727272727272727,1.0,0.37037037037037035,15,1.0
7,Hay-windrowed,0.9934924078091106,1.0,0.9967355821545157,458,1.0
8,Oats,0.14285714285714285,1.0,0.25,8,1.0
9,Soybean-notill,0.7909875359539789,0.8665966386554622,0.8270676691729323,952,0.8665966386554622
10,Soybean-mintill,0.9299287410926366,0.6431211498973306,0.7603787327021122,2435,0.6431211498973306
11,Soybean-clean,0.5457570715474209,0.5724258289703316,0.5587734241908007,573,0.5724258289703316
12,Wheat,0.7283464566929134,1.0,0.8428246013667426,185,1.0
13,Woods,0.967741935483871,0.8433734939759037,0.9012875536480687,1245,0.8433734939759037
14,Buildings-Grass-Trees-Drives,0.4444444444444444,0.994535519125683,0.6143459915611814,366,0.994535519125683
15,Stone-Steel-Towers,0.35960591133004927,1.0,0.5289855072463768,73,1.0
