class_id,class_name,precision,recall,f1,support,accuracy
0,Alfalfa,0.17365269461077845,1.0,0.29591836734693877,29,1.0
1,Corn-notill,0.6592071611253197,0.7322443181818182,0.6938088829071333,1408,0.7322443181818182
2,Corn-mintill,0.9319470699432892,0.608641975308642,0.736370425690814,810,0.608641975308642
3,Corn,0.7667844522968198,1.0,0.868,217,1.0
4,Grass-pasture,0.9026128266033254,0.8207343412526998,0.8597285067873304,463,0.8207343412526998
5,Grass-trees,0.7491961414790996,0.9845070422535211,0.8508825319537432,710,0.9845070422535211
6,Grass-pasture-mowed,0.2631578947368421,1.0,0.4166666666666667,15,1.0
7,Hay-windrowed,0.9215291750503019,1.0,0.9591623036649215,458,1.0
8,Oats,0.20512820512820512,1.0,0.3404255319148936,8,1.0
9,Soybean-notill,0.7315436241610739,0.8014705882352942,0.7649122807017544,952,0.8014705882352942
10,Soybean-mintill,0.9411111111111111,0.6956878850102669,0.8,2435,0.6956878850102669
11,Soybean-clean,0.8704103671706264,0.7033158813263525,0.777992277992278,573,0.7033158813263525
12,Wheat,0.4742268041237113,0.9945945945945946,0.6422338568935427,185,0.9945945945945946
13,Woods,0.9945105215004575,0.8730923694779117,0.9298545765611634,1245,0.8730923694779117
14,Buildings-Grass-Trees-Drives,0.7218934911242604,1.0,0.8384879725085911,366,1.0
15,Stone-Steel-Towers,0.44785276073619634,1.0,0.6186440677966102,73,1.0
