0,1,2,3,4,5,6,7,8
2737,0,948,847,0,0,715,495,878
0,2106,85,14174,0,218,0,349,1706
116,0,357,0,0,0,194,1375,46
14,0,63,2792,0,6,0,20,158
0,0,0,3,1330,0,0,1,0
0,257,0,2121,0,1884,0,0,756
430,0,32,0,0,16,489,140,212
0,0,1081,474,0,1,0,2115,0
0,0,19,14,165,4,0,59,675
