run_id,best_val_macro_f1,best_val_oa,best_val_aa,epochs_ran,training_time_seconds
linear_probe,0.11002873729584678,0.4966319657072872,0.17713300314901298,10,0.7067818641662598
mlp_h64,0.14158658604149865,0.5658297611757501,0.19109182074083553,10,0.8431186676025391
residual_qnn_q4_l1_linear,0.12175074732618285,0.5229638701775873,0.18353343427235053,9,44.87822103500366
gated_residual_qnn_q4_l1_linear,0.1125372800994167,0.5076546233925291,0.18023061366657425,10,50.348644971847534
