epoch,train_loss,train_accuracy,validation_loss,validation_OA,validation_AA,validation_Macro-F1
1,0.98956852344018,0.75,3.7205094961616036,0.48377219840783836,0.17913827033571564,0.12238826475361098
2,0.18143568840585178,0.9607594936708861,4.70636151689825,0.6074709124311084,0.19765712188741746,0.16276527559057435
3,0.10296533806220028,0.9753164556962025,5.90143272610919,0.4966319657072872,0.182266986221477,0.12274270580451269
4,0.06696904145853146,0.9854430379746836,7.266503743923499,0.5009185548071035,0.18389316177006634,0.11761485737151421
5,0.0573550071396358,0.9841772151898734,7.034090657683089,0.5064298836497244,0.1806250399846459,0.10878634254724268
6,0.0696416201719077,0.9841772151898734,5.141189399249552,0.5774647887323944,0.19422217424064714,0.1527019249278566
