dataset,shot,model,runs,baseline_runs,baseline_oa,qnn_oa,delta_oa,positive_oa_seeds,baseline_macro_f1,qnn_macro_f1,delta_macro_f1,positive_macro_f1_seeds,passes_oa_macro_f1_rule
pavia_university,10,spectral_qnn_prelogit_confguard_gated_supcon,5,5,0.8226171471499673,0.8505587379096629,0.0279415907596956,3,0.7919759979075065,0.8362441382166939,0.044268140309187354,3,True
salinas,10,spectral_qnn_prelogit_confguard_gated_supcon,5,5,0.9360181382296642,0.9042985374193908,-0.03171960081027336,0,0.9544178031872306,0.9486995675020469,-0.0057182356851837035,1,False
