dataset,shot,seed,model,hybridsn_oa,qnn_oa,delta_oa,hybridsn_macro_f1,qnn_macro_f1,delta_macro_f1,hybridsn_weighted_f1,qnn_weighted_f1,delta_weighted_f1
pavia_university,10,0,spectral_qnn_prelogit_confguard_gated_supcon,0.8975490656399662,0.8940041318433656,-0.003544933796600591,0.8622790436612413,0.8591668247372817,-0.003112218923959631,0.8976153601489932,0.8941927780905774,-0.003422582058415835
pavia_university,10,1,spectral_qnn_prelogit_confguard_gated_supcon,0.7473471687482393,0.8334115879425298,0.08606441919429053,0.633134598405753,0.8094742376626641,0.1763396392569111,0.7374703892049113,0.8403710637893285,0.1029006745844172
pavia_university,10,2,spectral_qnn_prelogit_confguard_gated_supcon,0.8009907033524275,0.8555028641186966,0.05451216076626908,0.8129194504847996,0.8532722561530176,0.04035280566821797,0.8217979821040112,0.8695020253789106,0.04770404327489941
pavia_university,10,3,spectral_qnn_prelogit_confguard_gated_supcon,0.8418865621185088,0.8480138980185933,0.0061273359000845184,0.8359958329237123,0.8501604103372161,0.014164577413503854,0.8434700626365937,0.850140620917357,0.006670558280763239
pavia_university,10,4,spectral_qnn_prelogit_confguard_gated_supcon,0.8253122358906939,0.8218612076251292,-0.0034510282655647595,0.8155510640620265,0.8091469621932905,-0.006404101868735967,0.8398066280229542,0.8361033018224009,-0.0037033262005533585
salinas,10,0,spectral_qnn_prelogit_confguard_gated_supcon,0.911408872121764,0.8286160307755208,-0.0827928413462432,0.9370495458884958,0.9137387768676937,-0.02331076902080209,0.9126156577270474,0.8262078294157493,-0.08640782831129812
salinas,10,1,spectral_qnn_prelogit_confguard_gated_supcon,0.956865951792451,0.9428348417550967,-0.014031110037354355,0.975173410514579,0.9722614312095914,-0.002911979304987544,0.956984382643538,0.9434333648001808,-0.013551017843357216
salinas,10,2,spectral_qnn_prelogit_confguard_gated_supcon,0.9435782118233008,0.9126726012377112,-0.030905610585589605,0.9630614098513072,0.953683381575869,-0.00937802827543821,0.9436368037242812,0.9131452880961264,-0.030491515628154775
salinas,10,3,spectral_qnn_prelogit_confguard_gated_supcon,0.9430021000204428,0.9239718262744151,-0.019030273746027726,0.9610610207427712,0.9527961819109529,-0.008264838831818277,0.9433312562684516,0.9225302081544257,-0.020801048114025944
salinas,10,4,spectral_qnn_prelogit_confguard_gated_supcon,0.9252355553903622,0.9133973870542103,-0.011838168336151922,0.935743628939,0.9510180659461269,0.01527443700712694,0.9242604876238814,0.9141316679931238,-0.010128819630757513
