dataset,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,10,4,1,2.664352011680603,2.640630578994751,0.1186073075979948,0.20625,2.3109220027923585,0.2875,0.2875,0.24,0.22817593112911788,0.22817593112911788
salinas,10,4,2,2.1146665096282957,2.0923158168792724,0.11175332143902779,0.375,1.8081943035125732,0.49375,0.49375,0.45999999999999996,0.43974358974358974,0.4397435897435897
salinas,10,4,3,1.626312494277954,1.6052368044853211,0.10537850745022297,0.53125,1.3834651589393616,0.675,0.675,0.6533333333333333,0.6346761671175647,0.6346761671175647
salinas,10,4,4,1.223613691329956,1.203653347492218,0.09980165087617934,0.8375,1.043375563621521,0.8875,0.8875,0.88,0.8654313479777875,0.8654313479777876
salinas,10,4,5,0.9159015715122223,0.8967913925647736,0.09555089119821787,0.95625,0.7836559414863586,0.9625,0.9624999999999999,0.96,0.9621031746031746,0.9621031746031745
salinas,10,4,6,0.6828505873680115,0.6647540867328644,0.09048253074288368,0.9625,0.5978040814399719,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,10,4,7,0.5156796544790268,0.4985875695943832,0.08546041548252106,0.975,0.4649651437997818,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,10,4,8,0.39548779726028443,0.3794199138879776,0.08033941518515349,0.975,0.37277664989233017,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,10,4,9,0.31616051197052003,0.30093528181314466,0.07612613160163165,0.98125,0.308710940182209,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,10,4,10,0.25858277827501297,0.24413568526506424,0.07223545787855983,0.98125,0.26423943787813187,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,10,4,11,0.21758936643600463,0.20393576323986054,0.06826802608557045,0.98125,0.23365294188261032,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,10,4,12,0.18838666751980782,0.17528850510716437,0.06549080051481723,0.98125,0.21024757474660874,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,10,4,13,0.16652287393808365,0.15395105257630348,0.06285909730941057,0.98125,0.19312696605920793,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,10,4,14,0.14842865467071534,0.1364063337445259,0.06011161021888256,0.98125,0.18120550997555257,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,10,4,15,0.13488939963281155,0.12333054579794407,0.057794268056750295,0.98125,0.1712465476244688,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
