dataset,shot,model,runs,baseline_oa,multiproto_oa,delta_vs_hybridsn_oa,original_proto_oa,delta_vs_original_proto_oa,original_supcon_oa,delta_vs_original_supcon_oa,baseline_macro_f1,multiproto_macro_f1,delta_vs_hybridsn_macro_f1,original_proto_macro_f1,delta_vs_original_proto_macro_f1,original_supcon_macro_f1,delta_vs_original_supcon_macro_f1,baseline_weighted_f1,multiproto_weighted_f1,delta_vs_hybridsn_weighted_f1,original_proto_weighted_f1,delta_vs_original_proto_weighted_f1,original_supcon_weighted_f1,delta_vs_original_supcon_weighted_f1
pavia_university,10,Spectral QNN MultiProto-2 + Prototype Loss,5,0.8226171471499673,0.863076345196732,0.04045919804676479,0.8631514696215608,-7.512442482870973e-05,0.8634942248098414,-0.00041787961310935096,0.7919759979075065,0.8611818873554714,0.06920588944796491,0.8612717948590678,-8.9907503596387e-05,0.8659014474382245,-0.004719560082753094,0.8280320844234927,0.8692773451939747,0.04124526077048196,0.8693467732141817,-6.942802020704075e-05,0.8703268492575861,-0.0010495040636113728
salinas,10,Spectral QNN MultiProto-2 + Prototype Loss,5,0.9360181382296642,0.906632719433552,-0.029385418796112228,0.9072162649370924,-0.0005835455035404502,0.9171365384972774,-0.01050381906372544,0.9544178031872306,0.9493549401110176,-0.005062863076212953,0.949634146206311,-0.0002792060952934161,0.9570421598439282,-0.007687219732910533,0.9361657175974398,0.9022130825458274,-0.03395263505161239,0.9028969710237348,-0.0006838884779073462,0.9160136019262256,-0.013800519380398169
