0,1,2,3,4,5,6,7,8
5688,1,498,5,0,27,84,70,238
0,14473,111,3364,0,374,0,0,307
6,0,1736,1,0,0,0,335,1
10,6,8,2956,0,21,0,0,43
0,0,0,0,1325,0,0,0,0
0,294,0,0,0,4666,0,42,7
10,0,0,0,0,6,1294,0,0
156,0,265,45,0,88,34,3074,0
0,0,1,0,0,0,0,0,926
