0,1,2,3,4,5,6,7,8
4879,0,331,17,0,0,892,140,352
0,10810,0,452,0,7364,0,0,3
168,1,1675,0,0,0,0,235,0
2,106,1,2922,0,0,0,6,7
0,0,0,0,1325,0,0,0,0
0,2100,0,0,0,2869,0,40,0
24,7,5,0,0,0,1273,1,0
0,13,2963,44,0,0,0,642,0
0,0,1,7,1,0,0,1,917
