seed,best_val_macro_f1,best_val_oa,best_val_aa,epochs_ran,training_time_seconds,train_size,validation_size,test_size,pca_evr_sum
0,0.16276527559057435,0.6074709124311084,0.19765712188741746,8,60.496479988098145,1580,1633,7036,0.9695965647697449
1,0.1239989048451769,0.9808510638297873,0.12425595238095238,10,96.5853910446167,2342,940,6967,0.9599714279174805
