dataset,model,shot,runs,mean_OA,std_OA,mean_AA,std_AA,mean_Kappa,std_Kappa,mean_Macro-F1,std_Macro-F1,mean_Weighted-F1,std_Weighted-F1,mean_best_epoch,trainable_parameters
indian_pines,dbda_lite,5,5,0.5949321628092579,0.008899314266141434,0.7482975841227112,0.029995534503093498,0.5485892344133744,0.009803164567459671,0.5953110353378284,0.035783418626338666,0.5992283476427911,0.020270702270361877,74.0,45404
indian_pines,spectralformer_lite,5,5,0.6461691939345571,0.029355074155467377,0.7898265657947793,0.007509364920692988,0.6025072675479586,0.03065183860199246,0.6263128828281341,0.012010188174463202,0.6516893551931705,0.02855824110938601,70.0,54352
indian_pines,ssrn_lite,5,5,0.42274541101356744,0.07482733673903372,0.5493876499980903,0.07182753120479696,0.35309917135434943,0.07909923938749112,0.38175679275408647,0.04987620031994286,0.39282418416257975,0.0955016720582279,76.0,28800
indian_pines,dbda_lite,10,5,0.7424952246908616,0.01975459502766996,0.8579638379303308,0.008499866670281794,0.710194616146562,0.021486479078046173,0.7372325860976073,0.02780871820625948,0.7477968473681351,0.016842689427320708,71.0,45404
indian_pines,spectralformer_lite,10,5,0.724700914848698,0.016780322710853727,0.8440085975375139,0.0075904799988212104,0.6907456911899486,0.018078887260973772,0.6984864923584354,0.011854551344061963,0.7290038455728372,0.01937327340376383,58.0,54352
indian_pines,ssrn_lite,10,5,0.5497738011460742,0.07135506824026853,0.6996544709856449,0.042669999796208224,0.4980282518541547,0.0739990108314528,0.5284544591761218,0.05777857039571789,0.5514683528744193,0.0894182558868938,79.0,28800
