Dataset,Shot,Model,ΔOA,ΔAA,ΔKappa,ΔMacro-F1,ΔWeighted-F1
pavia_university,10,spectral_qnn_multiproto,0.04045919804676479,0.051605428150194976,0.05156272220540348,0.06920588944796491,0.04124526077048196
salinas,10,spectral_qnn_multiproto,-0.029385418796112228,-0.005348568844565804,-0.03299176884876209,-0.005062863076212953,-0.03395263505161239
