Dataset,Shot,Model,Samples,mean_gate,std_gate,mean_gate_correct,mean_gate_wrong
pavia_university,10,spectral_qnn_multiproto,212980,0.540119787322595,0.0943465921671714,0.5401255879184557,0.5400832241948973
salinas,10,spectral_qnn_multiproto,269045,0.5242651381536081,0.08314720215461635,0.5245689294889739,0.5213152057698862
