class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,0.9964806435394671,0.998237219843868,1989,0.9964806435394671
1,Brocoli_green_weeds_2,0.9997293640054127,0.9967620075553157,0.9982434806107283,3706,0.9967620075553157
2,Fallow,0.9625984251968503,1.0,0.9809428284854563,1956,1.0
3,Fallow_rough_plow,0.8858800773694391,1.0,0.9394871794871795,1374,1.0
4,Fallow_smooth,0.9965504024530472,0.9781790820165538,0.9872792861211316,2658,0.9781790820165538
5,Stubble,0.999745287824758,0.9964457984259965,0.9980928162746344,3939,0.9964457984259965
6,Celery,0.9985611510791367,0.9749929755549311,0.9866363377878874,3559,0.9749929755549311
7,Grapes_untrained,0.7117138364779875,0.804639587592214,0.7553293563055359,11251,0.804639587592214
8,Soil_vinyard_develop,0.989596670934699,1.0,0.994771136674443,6183,1.0
9,Corn_senesced_green_weeds,1.0,0.9082259054634745,0.9519060640180151,3258,0.9082259054634745
10,Lettuce_romaine_4wk,0.9526901669758813,0.9799618320610687,0.9661335841956726,1048,0.9799618320610687
11,Lettuce_romaine_5wk,0.9905906952430737,0.9937073938122706,0.9921465968586387,1907,0.9937073938122706
12,Lettuce_romaine_6wk,0.9821826280623608,0.984375,0.9832775919732442,896,0.984375
13,Lettuce_romaine_7wk,0.8849407783417935,0.9961904761904762,0.9372759856630825,1050,0.9961904761904762
14,Vinyard_untrained,0.6139363012493402,0.48137417218543044,0.539633439022504,7248,0.48137417218543044
15,Vinyard_vertical_trellis,0.961248654467169,0.9994404029099049,0.9799725651577503,1787,0.9994404029099049
